rxcui,who_check,who_note
1190629,UNCONFIRMED,"no WHO snapshot for these L4s"
1001089,UNCONFIRMED,"no WHO snapshot for these L4s"
860437,UNCONFIRMED,"no WHO snapshot for these L4s"
2181301,UNCONFIRMED,"no WHO snapshot for these L4s"
1798453,GAP,"resolver status L4_ONLY"
1294201,GAP,"resolver status L4_ONLY"
1436161,UNCONFIRMED,"no WHO snapshot for these L4s"
1438297,CONFIRMED,"L4 in WHO snapshot"
1493269,GAP,"resolver status RETIRED_NO_REMAP"
1542397,CONFIRMED,"L4 in WHO snapshot"
1867921,UNCONFIRMED,"no WHO snapshot for these L4s"
1293637,GAP,"resolver status L4_ONLY"
1358629,GAP,"resolver status RETIRED_NO_REMAP"
1537021,UNCONFIRMED,"no WHO snapshot for these L4s"
800449,GAP,"resolver status L4_ONLY"
309337,UNCONFIRMED,"no WHO snapshot for these L4s"
895045,UNCONFIRMED,"no WHO snapshot for these L4s"
351973,UNCONFIRMED,"no WHO snapshot for these L4s"
707677,UNCONFIRMED,"no WHO snapshot for these L4s"
404413,CONFIRMED,"L4 in WHO snapshot"
978001,GAP,"resolver status L4_ONLY"
313981,UNCONFIRMED,"no WHO snapshot for these L4s"
618469,GAP,"no L5 codes"
210325,UNCONFIRMED,"no WHO snapshot for these L4s"
1193341,UNCONFIRMED,"no WHO snapshot for these L4s"
1234549,GAP,"resolver status L4_ONLY"
1000981,UNCONFIRMED,"no WHO snapshot for these L4s"
1050241,UNCONFIRMED,"no WHO snapshot for these L4s"
1048981,GAP,"resolver status RETIRED_NO_REMAP"
832909,GAP,"resolver status L4_ONLY"
206629,GAP,"resolver status L4_ONLY"
2121061,UNCONFIRMED,"no WHO snapshot for these L4s"
602617,GAP,"resolver status L4_ONLY"
1048309,UNCONFIRMED,"no WHO snapshot for these L4s"
1038841,GAP,"resolver status L4_ONLY"
261169,UNCONFIRMED,"no WHO snapshot for these L4s"
1788841,GAP,"resolver status RETIRED_NO_REMAP"
1116145,GAP,"resolver status L4_ONLY"
487129,UNCONFIRMED,"no WHO snapshot for these L4s"
1043389,UNCONFIRMED,"no WHO snapshot for these L4s"
1807513,UNCONFIRMED,"no WHO snapshot for these L4s"
1658149,GAP,"no L5 codes"
1293841,GAP,"resolver status RETIRED_NO_REMAP"
1293997,UNCONFIRMED,"no WHO snapshot for these L4s"
1373137,GAP,"resolver status L4_ONLY"
1876729,UNCONFIRMED,"no WHO snapshot for these L4s"
1947133,UNCONFIRMED,"no WHO snapshot for these L4s"
1490677,GAP,"resolver status RETIRED_NO_REMAP"
1308577,UNCONFIRMED,"no WHO snapshot for these L4s"
672601,GAP,"resolver status L4_ONLY"
991549,UNCONFIRMED,"no WHO snapshot for these L4s"
2058529,UNCONFIRMED,"no WHO snapshot for these L4s"
318193,GAP,"resolver status RETIRED_NO_REMAP"
2049505,UNCONFIRMED,"no WHO snapshot for these L4s"
808513,GAP,"resolver status L4_ONLY"
749857,UNCONFIRMED,"no WHO snapshot for these L4s"
996097,UNCONFIRMED,"no WHO snapshot for these L4s"
312769,UNCONFIRMED,"no WHO snapshot for these L4s"
210073,UNCONFIRMED,"no WHO snapshot for these L4s"
213109,UNCONFIRMED,"no WHO snapshot for these L4s"
1192981,UNCONFIRMED,"no WHO snapshot for these L4s"
1037245,UNCONFIRMED,"no WHO snapshot for these L4s"
1085785,UNCONFIRMED,"no WHO snapshot for these L4s"
1116277,UNCONFIRMED,"no WHO snapshot for these L4s"
808669,UNCONFIRMED,"no WHO snapshot for these L4s"
248341,GAP,"resolver status L4_ONLY"
307753,UNCONFIRMED,"no WHO snapshot for these L4s"
1728301,UNCONFIRMED,"no WHO snapshot for these L4s"
1798297,GAP,"resolver status L4_ONLY"
847249,UNCONFIRMED,"no WHO snapshot for these L4s"
1006693,UNCONFIRMED,"no WHO snapshot for these L4s"
1873993,UNCONFIRMED,"no WHO snapshot for these L4s"
1297549,UNCONFIRMED,"no WHO snapshot for these L4s"
1356073,UNCONFIRMED,"no WHO snapshot for these L4s"
1599169,UNCONFIRMED,"no WHO snapshot for these L4s"
1291225,GAP,"resolver status RETIRED_NO_REMAP"
1359109,GAP,"resolver status L4_ONLY"
1484809,UNCONFIRMED,"no WHO snapshot for these L4s"
1595989,GAP,"resolver status L4_ONLY"
646333,UNCONFIRMED,"no WHO snapshot for these L4s"
724861,UNCONFIRMED,"no WHO snapshot for these L4s"
751885,UNCONFIRMED,"no WHO snapshot for these L4s"
309565,GAP,"resolver status RETIRED_NO_REMAP"
1089121,GAP,"resolver status L4_ONLY"
885109,GAP,"no L5 codes"
991957,GAP,"resolver status RETIRED_NO_REMAP"
308389,UNCONFIRMED,"no WHO snapshot for these L4s"
312493,UNCONFIRMED,"no WHO snapshot for these L4s"
1089805,UNCONFIRMED,"no WHO snapshot for these L4s"
313801,UNCONFIRMED,"no WHO snapshot for these L4s"
406369,GAP,"resolver status RETIRED_NO_REMAP"
404509,GAP,"resolver status L4_ONLY"
1996081,GAP,"resolver status L4_ONLY"
317161,UNCONFIRMED,"no WHO snapshot for these L4s"
1091437,GAP,"resolver status RETIRED_NO_REMAP"
1012993,UNCONFIRMED,"no WHO snapshot for these L4s"
1001029,UNCONFIRMED,"no WHO snapshot for these L4s"
827713,GAP,"resolver status RETIRED_NO_REMAP"
1125493,GAP,"resolver status L4_ONLY"
859297,GAP,"resolver status RETIRED_NO_REMAP"
1251505,UNCONFIRMED,"no WHO snapshot for these L4s"
1540669,UNCONFIRMED,"no WHO snapshot for these L4s"
1867993,GAP,"resolver status L4_ONLY"
1310473,UNCONFIRMED,"no WHO snapshot for these L4s"
1809445,GAP,"no L5 codes"
623677,UNCONFIRMED,"no WHO snapshot for these L4s"
758497,UNCONFIRMED,"no WHO snapshot for these L4s"
995617,UNCONFIRMED,"no WHO snapshot for these L4s"
308653,UNCONFIRMED,"no WHO snapshot for these L4s"
312541,UNCONFIRMED,"no WHO snapshot for these L4s"
318217,UNCONFIRMED,"no WHO snapshot for these L4s"
205669,UNCONFIRMED,"no WHO snapshot for these L4s"
351349,UNCONFIRMED,"no WHO snapshot for these L4s"
853501,UNCONFIRMED,"no WHO snapshot for these L4s"
1039273,UNCONFIRMED,"no WHO snapshot for these L4s"
244573,GAP,"resolver status L4_ONLY"
211633,GAP,"resolver status L4_ONLY"
315109,UNCONFIRMED,"no WHO snapshot for these L4s"
1729441,GAP,"resolver status RETIRED_NO_REMAP"
829753,UNCONFIRMED,"no WHO snapshot for these L4s"
211105,UNCONFIRMED,"no WHO snapshot for these L4s"
1145629,UNCONFIRMED,"no WHO snapshot for these L4s"
1716037,UNCONFIRMED,"no WHO snapshot for these L4s"
1809421,GAP,"no L5 codes"
1876117,GAP,"resolver status L4_ONLY"
1362061,UNCONFIRMED,"no WHO snapshot for these L4s"
1855393,GAP,"no L5 codes"
1942189,UNCONFIRMED,"no WHO snapshot for these L4s"
1421461,UNCONFIRMED,"no WHO snapshot for these L4s"
1424029,UNCONFIRMED,"no WHO snapshot for these L4s"
1436557,UNCONFIRMED,"no WHO snapshot for these L4s"
1247893,UNCONFIRMED,"no WHO snapshot for these L4s"
1310125,GAP,"no L5 codes"
1549081,UNCONFIRMED,"no WHO snapshot for these L4s"
694009,UNCONFIRMED,"no WHO snapshot for these L4s"
762001,UNCONFIRMED,"no WHO snapshot for these L4s"
884173,UNCONFIRMED,"no WHO snapshot for these L4s"
642349,GAP,"no L5 codes"
897133,GAP,"resolver status RETIRED_NO_REMAP"
861637,GAP,"resolver status L4_ONLY"
865093,GAP,"resolver status L4_ONLY"
2052925,GAP,"resolver status L4_ONLY"
205897,UNCONFIRMED,"no WHO snapshot for these L4s"
2175997,GAP,"resolver status L4_ONLY"
1000093,UNCONFIRMED,"no WHO snapshot for these L4s"
1047001,UNCONFIRMED,"no WHO snapshot for these L4s"
2175793,GAP,"resolver status L4_ONLY"
1052641,GAP,"resolver status L4_ONLY"
211765,GAP,"resolver status L4_ONLY"
2056681,UNCONFIRMED,"no WHO snapshot for these L4s"
208129,UNCONFIRMED,"no WHO snapshot for these L4s"
1116289,UNCONFIRMED,"no WHO snapshot for these L4s"
1657777,UNCONFIRMED,"no WHO snapshot for these L4s"
1048069,UNCONFIRMED,"no WHO snapshot for these L4s"
198997,UNCONFIRMED,"no WHO snapshot for these L4s"
1149361,UNCONFIRMED,"no WHO snapshot for these L4s"
1234957,UNCONFIRMED,"no WHO snapshot for these L4s"
1006105,GAP,"resolver status L4_ONLY"
1013629,GAP,"resolver status L4_ONLY"
1250461,GAP,"resolver status RETIRED_NO_REMAP"
1294237,UNCONFIRMED,"no WHO snapshot for these L4s"
1366825,GAP,"resolver status L4_ONLY"
1370113,GAP,"resolver status L4_ONLY"
1734865,GAP,"no L5 codes"
1299145,UNCONFIRMED,"no WHO snapshot for these L4s"
1302661,UNCONFIRMED,"no WHO snapshot for these L4s"
1441837,GAP,"resolver status RETIRED_NO_REMAP"
1494169,GAP,"resolver status L4_ONLY"
1809649,GAP,"no L5 codes"
1236013,GAP,"no L5 codes"
1248193,GAP,"resolver status L4_ONLY"
1423489,GAP,"resolver status L4_ONLY"
749761,UNCONFIRMED,"no WHO snapshot for these L4s"
1988809,UNCONFIRMED,"no WHO snapshot for these L4s"
204793,UNCONFIRMED,"no WHO snapshot for these L4s"
999685,UNCONFIRMED,"no WHO snapshot for these L4s"
998677,UNCONFIRMED,"no WHO snapshot for these L4s"
830761,UNCONFIRMED,"no WHO snapshot for these L4s"
884221,UNCONFIRMED,"no WHO snapshot for these L4s"
806677,UNCONFIRMED,"no WHO snapshot for these L4s"
1146217,GAP,"no L5 codes"
1190761,UNCONFIRMED,"no WHO snapshot for these L4s"
1148185,UNCONFIRMED,"no WHO snapshot for these L4s"
1012549,GAP,"resolver status RETIRED_NO_REMAP"
2099533,UNCONFIRMED,"no WHO snapshot for these L4s"
801769,UNCONFIRMED,"no WHO snapshot for these L4s"
2108833,GAP,"resolver status L4_ONLY"
1099585,UNCONFIRMED,"no WHO snapshot for these L4s"
1046857,GAP,"resolver status RETIRED_NO_REMAP"
1039465,UNCONFIRMED,"no WHO snapshot for these L4s"
1000921,UNCONFIRMED,"no WHO snapshot for these L4s"
857533,UNCONFIRMED,"no WHO snapshot for these L4s"
1053097,UNCONFIRMED,"no WHO snapshot for these L4s"
1739221,UNCONFIRMED,"no WHO snapshot for these L4s"
1796665,UNCONFIRMED,"no WHO snapshot for these L4s"
1860085,GAP,"resolver status RETIRED_NO_REMAP"
1868029,GAP,"resolver status L4_ONLY"
1245169,GAP,"resolver status L4_ONLY"
1305205,UNCONFIRMED,"no WHO snapshot for these L4s"
1358869,UNCONFIRMED,"no WHO snapshot for these L4s"
1429993,GAP,"resolver status RETIRED_NO_REMAP"
1495165,UNCONFIRMED,"no WHO snapshot for these L4s"
1494601,UNCONFIRMED,"no WHO snapshot for these L4s"
1595473,GAP,"resolver status L4_ONLY"
1606021,GAP,"resolver status L4_ONLY"
1248241,UNCONFIRMED,"no WHO snapshot for these L4s"
1314649,GAP,"resolver status RETIRED_NO_REMAP"
346765,UNCONFIRMED,"no WHO snapshot for these L4s"
310201,UNCONFIRMED,"no WHO snapshot for these L4s"
993253,GAP,"resolver status L4_ONLY"
759481,UNCONFIRMED,"no WHO snapshot for these L4s"
200869,UNCONFIRMED,"no WHO snapshot for these L4s"
308893,UNCONFIRMED,"no WHO snapshot for these L4s"
904669,UNCONFIRMED,"no WHO snapshot for these L4s"
313453,UNCONFIRMED,"no WHO snapshot for these L4s"
312877,GAP,"resolver status L4_ONLY"
1098601,GAP,"resolver status L4_ONLY"
410929,GAP,"resolver status L4_ONLY"
858097,UNCONFIRMED,"no WHO snapshot for these L4s"
238153,GAP,"resolver status L4_ONLY"
1659445,UNCONFIRMED,"no WHO snapshot for these L4s"
1673869,GAP,"resolver status L4_ONLY"
828373,UNCONFIRMED,"no WHO snapshot for these L4s"
1111345,UNCONFIRMED,"no WHO snapshot for these L4s"
1091725,GAP,"no L5 codes"
1042645,GAP,"resolver status L4_ONLY"
1044949,GAP,"resolver status L4_ONLY"
1098625,GAP,"no L5 codes"
1744009,CONFIRMED,"L4 in WHO snapshot"
1747717,GAP,"resolver status RETIRED_NO_REMAP"
283597,UNCONFIRMED,"no WHO snapshot for these L4s"
1863973,GAP,"resolver status L4_ONLY"
197785,UNCONFIRMED,"no WHO snapshot for these L4s"
1927693,UNCONFIRMED,"no WHO snapshot for these L4s"
1358329,GAP,"resolver status RETIRED_NO_REMAP"
1493173,UNCONFIRMED,"no WHO snapshot for these L4s"
1809517,GAP,"no L5 codes"
198109,UNCONFIRMED,"no WHO snapshot for these L4s"
1362049,UNCONFIRMED,"no WHO snapshot for these L4s"
1595449,UNCONFIRMED,"no WHO snapshot for these L4s"
1809457,GAP,"no L5 codes"
798133,UNCONFIRMED,"no WHO snapshot for these L4s"
308593,GAP,"resolver status RETIRED_NO_REMAP"
1089853,UNCONFIRMED,"no WHO snapshot for these L4s"
312097,UNCONFIRMED,"no WHO snapshot for these L4s"
200053,UNCONFIRMED,"no WHO snapshot for these L4s"
905473,GAP,"resolver status L4_ONLY"
348805,UNCONFIRMED,"no WHO snapshot for these L4s"
211117,UNCONFIRMED,"no WHO snapshot for these L4s"
211813,UNCONFIRMED,"no WHO snapshot for these L4s"
1232653,UNCONFIRMED,"no WHO snapshot for these L4s"
1053241,UNCONFIRMED,"no WHO snapshot for these L4s"
1666549,CONFIRMED,"L4 in WHO snapshot"
2059045,UNCONFIRMED,"no WHO snapshot for these L4s"
996601,UNCONFIRMED,"no WHO snapshot for these L4s"
210229,CONFIRMED,"L4 in WHO snapshot"
2103397,UNCONFIRMED,"no WHO snapshot for these L4s"
801109,GAP,"resolver status L4_ONLY"
1099861,GAP,"resolver status L4_ONLY"
1111741,UNCONFIRMED,"no WHO snapshot for these L4s"
860113,UNCONFIRMED,"no WHO snapshot for these L4s"
1046281,UNCONFIRMED,"no WHO snapshot for these L4s"
251293,GAP,"resolver status RETIRED_NO_REMAP"
1928545,UNCONFIRMED,"no WHO snapshot for these L4s"
1870681,UNCONFIRMED,"no WHO snapshot for these L4s"
1236073,UNCONFIRMED,"no WHO snapshot for these L4s"
1244737,GAP,"resolver status RETIRED_NO_REMAP"
1312465,GAP,"resolver status L4_ONLY"
1430449,UNCONFIRMED,"no WHO snapshot for these L4s"
1362805,GAP,"resolver status L4_ONLY"
1251745,GAP,"resolver status RETIRED_NO_REMAP"
1422085,CONFIRMED,"L4 in WHO snapshot"
1534801,GAP,"resolver status RETIRED_NO_REMAP"
1862101,UNCONFIRMED,"no WHO snapshot for these L4s"
221173,UNCONFIRMED,"no WHO snapshot for these L4s"
2268037,UNCONFIRMED,"no WHO snapshot for these L4s"
2283229,CONFIRMED,"L4 in WHO snapshot"
2474269,UNCONFIRMED,"no WHO snapshot for these L4s"
2599045,UNCONFIRMED,"no WHO snapshot for these L4s"
2639029,UNCONFIRMED,"no WHO snapshot for these L4s"
2639041,UNCONFIRMED,"no WHO snapshot for these L4s"
2700745,UNCONFIRMED,"no WHO snapshot for these L4s"
541657,GAP,"resolver status RETIRED_NO_REMAP"
606253,CONFIRMED,"L4 in WHO snapshot"
876301,UNCONFIRMED,"no WHO snapshot for these L4s"
9877,UNCONFIRMED,"no WHO snapshot for these L4s"
2045377,UNCONFIRMED,"no WHO snapshot for these L4s"
30145,UNCONFIRMED,"no WHO snapshot for these L4s"
236281,UNCONFIRMED,"no WHO snapshot for these L4s"
142153,UNCONFIRMED,"no WHO snapshot for these L4s"
2725885,UNCONFIRMED,"no WHO snapshot for these L4s"
706946,UNCONFIRMED,"no WHO snapshot for these L4s"
794246,UNCONFIRMED,"no WHO snapshot for these L4s"
999986,CONFIRMED,"L4 in WHO snapshot"
404066,UNCONFIRMED,"no WHO snapshot for these L4s"
311558,UNCONFIRMED,"no WHO snapshot for these L4s"
891710,GAP,"no L5 codes"
311714,GAP,"no L5 codes"
207338,UNCONFIRMED,"no WHO snapshot for these L4s"
211190,CONFIRMED,"L4 in WHO snapshot"
1234514,GAP,"resolver status L4_ONLY"
1050350,UNCONFIRMED,"no WHO snapshot for these L4s"
2173826,UNCONFIRMED,"no WHO snapshot for these L4s"
1010234,GAP,"resolver status L4_ONLY"
1046810,UNCONFIRMED,"no WHO snapshot for these L4s"
1996082,UNCONFIRMED,"no WHO snapshot for these L4s"
359450,GAP,"no L5 codes"
239018,UNCONFIRMED,"no WHO snapshot for these L4s"
1190450,UNCONFIRMED,"no WHO snapshot for these L4s"
603206,UNCONFIRMED,"no WHO snapshot for these L4s"
244526,UNCONFIRMED,"no WHO snapshot for these L4s"
1805714,UNCONFIRMED,"no WHO snapshot for these L4s"
1242998,UNCONFIRMED,"no WHO snapshot for these L4s"
1363382,UNCONFIRMED,"no WHO snapshot for these L4s"
1425446,UNCONFIRMED,"no WHO snapshot for these L4s"
1742222,GAP,"no L5 codes"
1309346,GAP,"no L5 codes"
1358750,UNCONFIRMED,"no WHO snapshot for these L4s"
1795478,UNCONFIRMED,"no WHO snapshot for these L4s"
1438502,GAP,"resolver status RETIRED_NO_REMAP"
308402,UNCONFIRMED,"no WHO snapshot for these L4s"
876866,UNCONFIRMED,"no WHO snapshot for these L4s"
991502,UNCONFIRMED,"no WHO snapshot for these L4s"
309926,UNCONFIRMED,"no WHO snapshot for these L4s"
311450,UNCONFIRMED,"no WHO snapshot for these L4s"
198806,GAP,"no L5 codes"
313634,GAP,"resolver status L4_ONLY"
701990,GAP,"resolver status L4_ONLY"
310226,UNCONFIRMED,"no WHO snapshot for these L4s"
2106362,UNCONFIRMED,"no WHO snapshot for these L4s"
213818,UNCONFIRMED,"no WHO snapshot for these L4s"
1192862,GAP,"no L5 codes"
1011458,GAP,"resolver status L4_ONLY"
1085642,UNCONFIRMED,"no WHO snapshot for these L4s"
211334,UNCONFIRMED,"no WHO snapshot for these L4s"
808502,GAP,"no L5 codes"
831302,UNCONFIRMED,"no WHO snapshot for these L4s"
1046654,GAP,"resolver status L4_ONLY"
307682,GAP,"resolver status RETIRED_NO_REMAP"
1721558,UNCONFIRMED,"no WHO snapshot for these L4s"
198710,UNCONFIRMED,"no WHO snapshot for these L4s"
804374,UNCONFIRMED,"no WHO snapshot for these L4s"
1150286,GAP,"no L5 codes"
1235150,CONFIRMED,"L4 in WHO snapshot"
544550,GAP,"resolver status L4_ONLY"
1657658,UNCONFIRMED,"no WHO snapshot for these L4s"
1294034,UNCONFIRMED,"no WHO snapshot for these L4s"
1435490,UNCONFIRMED,"no WHO snapshot for these L4s"
1493162,UNCONFIRMED,"no WHO snapshot for these L4s"
1600382,UNCONFIRMED,"no WHO snapshot for these L4s"
1250282,UNCONFIRMED,"no WHO snapshot for these L4s"
1423838,UNCONFIRMED,"no WHO snapshot for these L4s"
1311662,GAP,"no L5 codes"
1549694,GAP,"resolver status L4_ONLY"
308282,CONFIRMED,"L4 in WHO snapshot"
966566,UNCONFIRMED,"no WHO snapshot for these L4s"
315002,UNCONFIRMED,"no WHO snapshot for these L4s"
692774,UNCONFIRMED,"no WHO snapshot for these L4s"
882506,UNCONFIRMED,"no WHO snapshot for these L4s"
905150,UNCONFIRMED,"no WHO snapshot for these L4s"
310322,UNCONFIRMED,"no WHO snapshot for these L4s"
656498,UNCONFIRMED,"no WHO snapshot for these L4s"
726746,GAP,"resolver status RETIRED_NO_REMAP"
864650,UNCONFIRMED,"no WHO snapshot for these L4s"
1099634,GAP,"resolver status L4_ONLY"
1100894,GAP,"resolver status L4_ONLY"
1189850,UNCONFIRMED,"no WHO snapshot for these L4s"
1038830,UNCONFIRMED,"no WHO snapshot for these L4s"
1039250,UNCONFIRMED,"no WHO snapshot for these L4s"
1658222,CONFIRMED,"L4 in WHO snapshot"
244382,GAP,"resolver status L4_ONLY"
348326,GAP,"resolver status L4_ONLY"
261314,UNCONFIRMED,"no WHO snapshot for these L4s"
1665362,UNCONFIRMED,"no WHO snapshot for these L4s"
1086458,GAP,"resolver status L4_ONLY"
1300094,GAP,"resolver status RETIRED_NO_REMAP"
1361402,GAP,"resolver status L4_ONLY"
1362026,UNCONFIRMED,"no WHO snapshot for these L4s"
1367426,GAP,"resolver status L4_ONLY"
1251782,UNCONFIRMED,"no WHO snapshot for these L4s"
797654,CONFIRMED,"L4 in WHO snapshot"
312218,UNCONFIRMED,"no WHO snapshot for these L4s"
630062,UNCONFIRMED,"no WHO snapshot for these L4s"
702422,GAP,"resolver status RETIRED_NO_REMAP"
891134,UNCONFIRMED,"no WHO snapshot for these L4s"
308474,GAP,"resolver status RETIRED_NO_REMAP"
762602,GAP,"no L5 codes"
2118734,GAP,"resolver status L4_ONLY"
1092398,GAP,"resolver status L4_ONLY"
1020062,UNCONFIRMED,"no WHO snapshot for these L4s"
1085738,UNCONFIRMED,"no WHO snapshot for these L4s"
210110,UNCONFIRMED,"no WHO snapshot for these L4s"
1116086,UNCONFIRMED,"no WHO snapshot for these L4s"
1190750,UNCONFIRMED,"no WHO snapshot for these L4s"
858374,UNCONFIRMED,"no WHO snapshot for these L4s"
212462,UNCONFIRMED,"no WHO snapshot for these L4s"
544754,UNCONFIRMED,"no WHO snapshot for these L4s"
1791230,UNCONFIRMED,"no WHO snapshot for these L4s"
1804178,UNCONFIRMED,"no WHO snapshot for these L4s"
1809038,GAP,"no L5 codes"
1294382,UNCONFIRMED,"no WHO snapshot for these L4s"
1300382,GAP,"resolver status L4_ONLY"
1363406,GAP,"resolver status RETIRED_NO_REMAP"
1430054,UNCONFIRMED,"no WHO snapshot for these L4s"
1482662,GAP,"resolver status L4_ONLY"
1495298,UNCONFIRMED,"no WHO snapshot for these L4s"
1294262,UNCONFIRMED,"no WHO snapshot for these L4s"
1535366,GAP,"resolver status L4_ONLY"
1538294,UNCONFIRMED,"no WHO snapshot for these L4s"
1795514,GAP,"no L5 codes"
1305770,UNCONFIRMED,"no WHO snapshot for these L4s"
1241882,UNCONFIRMED,"no WHO snapshot for these L4s"
759494,GAP,"resolver status L4_ONLY"
892118,UNCONFIRMED,"no WHO snapshot for these L4s"
998426,GAP,"resolver status L4_ONLY"
901190,UNCONFIRMED,"no WHO snapshot for these L4s"
895526,UNCONFIRMED,"no WHO snapshot for these L4s"
898694,GAP,"resolver status L4_ONLY"
994430,GAP,"resolver status L4_ONLY"
198314,CONFIRMED,"L4 in WHO snapshot"
92582,UNCONFIRMED,"no WHO snapshot for these L4s"
866486,UNCONFIRMED,"no WHO snapshot for these L4s"
905030,GAP,"no L5 codes"
211598,UNCONFIRMED,"no WHO snapshot for these L4s"
2171258,UNCONFIRMED,"no WHO snapshot for these L4s"
616910,UNCONFIRMED,"no WHO snapshot for these L4s"
1000118,UNCONFIRMED,"no WHO snapshot for these L4s"
432638,CONFIRMED,"L4 in WHO snapshot"
237506,UNCONFIRMED,"no WHO snapshot for these L4s"
374474,GAP,"no L5 codes"
211754,UNCONFIRMED,"no WHO snapshot for these L4s"
562106,GAP,"no L5 codes"
1788938,GAP,"resolver status RETIRED_NO_REMAP"
1246586,GAP,"resolver status L4_ONLY"
1294574,UNCONFIRMED,"no WHO snapshot for these L4s"
1293482,UNCONFIRMED,"no WHO snapshot for these L4s"
1366838,GAP,"resolver status RETIRED_NO_REMAP"
1544558,GAP,"resolver status RETIRED_NO_REMAP"
1370750,UNCONFIRMED,"no WHO snapshot for these L4s"
1426334,GAP,"resolver status L4_ONLY"
198098,UNCONFIRMED,"no WHO snapshot for these L4s"
1812434,UNCONFIRMED,"no WHO snapshot for these L4s"
1363826,UNCONFIRMED,"no WHO snapshot for these L4s"
1923410,GAP,"resolver status L4_ONLY"
1653134,UNCONFIRMED,"no WHO snapshot for these L4s"
1432514,GAP,"no L5 codes"
884198,GAP,"resolver status L4_ONLY"
1087238,GAP,"resolver status L4_ONLY"
198302,UNCONFIRMED,"no WHO snapshot for these L4s"
309350,UNCONFIRMED,"no WHO snapshot for these L4s"
2056670,UNCONFIRMED,"no WHO snapshot for these L4s"
896870,UNCONFIRMED,"no WHO snapshot for these L4s"
636830,UNCONFIRMED,"no WHO snapshot for these L4s"
2050430,UNCONFIRMED,"no WHO snapshot for these L4s"
308918,GAP,"resolver status RETIRED_NO_REMAP"
310466,UNCONFIRMED,"no WHO snapshot for these L4s"
668606,UNCONFIRMED,"no WHO snapshot for these L4s"
861818,UNCONFIRMED,"no WHO snapshot for these L4s"
754766,UNCONFIRMED,"no WHO snapshot for these L4s"
750254,UNCONFIRMED,"no WHO snapshot for these L4s"
997838,UNCONFIRMED,"no WHO snapshot for these L4s"
800294,UNCONFIRMED,"no WHO snapshot for these L4s"
1112810,GAP,"resolver status L4_ONLY"
2109530,GAP,"no L5 codes"
858866,UNCONFIRMED,"no WHO snapshot for these L4s"
1046918,UNCONFIRMED,"no WHO snapshot for these L4s"
282746,CONFIRMED,"L4 in WHO snapshot"
851210,UNCONFIRMED,"no WHO snapshot for these L4s"
210050,UNCONFIRMED,"no WHO snapshot for these L4s"
1190834,UNCONFIRMED,"no WHO snapshot for these L4s"
859082,UNCONFIRMED,"no WHO snapshot for these L4s"
584510,UNCONFIRMED,"no WHO snapshot for these L4s"
1053158,GAP,"resolver status L4_ONLY"
260402,UNCONFIRMED,"no WHO snapshot for these L4s"
2123042,GAP,"no L5 codes"
1191230,UNCONFIRMED,"no WHO snapshot for these L4s"
1795610,GAP,"no L5 codes"
1806938,GAP,"resolver status RETIRED_NO_REMAP"
1246538,UNCONFIRMED,"no WHO snapshot for these L4s"
1358330,UNCONFIRMED,"no WHO snapshot for these L4s"
1440002,UNCONFIRMED,"no WHO snapshot for these L4s"
1483190,GAP,"resolver status RETIRED_NO_REMAP"
1549214,GAP,"resolver status L4_ONLY"
1596422,GAP,"resolver status RETIRED_NO_REMAP"
1649906,GAP,"resolver status L4_ONLY"
1293710,CONFIRMED,"L4 in WHO snapshot"
1426694,GAP,"resolver status L4_ONLY"
1866518,GAP,"no L5 codes"
1490414,GAP,"resolver status RETIRED_NO_REMAP"
707558,GAP,"resolver status RETIRED_NO_REMAP"
890858,CONFIRMED,"L4 in WHO snapshot"
1987646,UNCONFIRMED,"no WHO snapshot for these L4s"
998558,UNCONFIRMED,"no WHO snapshot for these L4s"
311678,UNCONFIRMED,"no WHO snapshot for these L4s"
902282,UNCONFIRMED,"no WHO snapshot for these L4s"
656654,GAP,"resolver status RETIRED_NO_REMAP"
312182,UNCONFIRMED,"no WHO snapshot for these L4s"
801398,UNCONFIRMED,"no WHO snapshot for these L4s"
310586,UNCONFIRMED,"no WHO snapshot for these L4s"
309338,UNCONFIRMED,"no WHO snapshot for these L4s"
701678,GAP,"resolver status L4_ONLY"
199826,GAP,"resolver status RETIRED_NO_REMAP"
826610,GAP,"resolver status RETIRED_NO_REMAP"
831398,UNCONFIRMED,"no WHO snapshot for these L4s"
1190438,UNCONFIRMED,"no WHO snapshot for these L4s"
1012574,UNCONFIRMED,"no WHO snapshot for these L4s"
1049114,UNCONFIRMED,"no WHO snapshot for these L4s"
259586,UNCONFIRMED,"no WHO snapshot for these L4s"
1012118,UNCONFIRMED,"no WHO snapshot for these L4s"
1190174,GAP,"resolver status L4_ONLY"
1994306,GAP,"resolver status L4_ONLY"
856706,CONFIRMED,"L4 in WHO snapshot"
2122358,GAP,"resolver status RETIRED_NO_REMAP"
105446,UNCONFIRMED,"no WHO snapshot for these L4s"
1668218,GAP,"resolver status L4_ONLY"
1291082,UNCONFIRMED,"no WHO snapshot for these L4s"
1359266,UNCONFIRMED,"no WHO snapshot for these L4s"
1534814,UNCONFIRMED,"no WHO snapshot for these L4s"
1359350,GAP,"resolver status L4_ONLY"
1372298,GAP,"resolver status L4_ONLY"
1856270,UNCONFIRMED,"no WHO snapshot for these L4s"
142046,UNCONFIRMED,"no WHO snapshot for these L4s"
