rxcui,drug_name,tty,production,new_final,audit_verdict,audit_recommended
803310,prednisolone 1 MG/ML Oral Suspension [Flo-Pred],SBD,A07EA01|H02AB06|S01BA04|S03BA02,H02AB06,,
2000686,calcium carbonate 750 MG / simethicone 80 MG Chewable Tablet [Tums with Gas Relief],SBD,A03AX13|A12AA04,A02AF02,,
312399,phenylephrine hydrochloride 2.5 MG/ML / pyrilamine maleate 1.5 MG/ML Nasal Solution,SCD,R01AA04|S01FB01|S01XA20,R01AB01,,
2053512,ivacaftor 125 MG / lumacaftor 100 MG Oral Granules [ORKAMBI],SBD,R07AX02,R07AX30,,
313416,tobramycin 10 MG/ML Injectable Solution,SCD,J01GB01|S01AA12,J01GB01,,
314973,ascorbic acid 150 MG / ferrous fumarate 200 MG Oral Tablet,SCD,A11GA01,A11GA01|B03AA02,,
801432,alanine 5.6 MG/ML / arginine 6.3 MG/ML / glycine 3 MG/ML / histidine 4.2 MG/ML / isoleucine 5 MG/ML / leucine 6 MG/ML / lysine 4.5 MG/ML / methionine 5 MG/ML / phenylalanine 4.9 MG/ML / proline 3.5 MG/ML / serine 3 MG/ML / threonine 3.8 MG/ML / tryptophan 1.6 MG/ML / tyrosine 0.4 MG/ML / valine 8.2 MG/ML Injectable Solution,SCD,B05CX03|B05XB03|N06AX02|V03AB26,B05BA01,,
806392,calcium chloride 0.004 MEQ/ML / magnesium chloride 0.003 MEQ/ML / potassium chloride 0.01 MEQ/ML / sodium acetate 0.0475 MEQ/ML / sodium chloride 0.109 MEQ/ML / sodium citrate 0.012 MEQ/ML Ophthalmic Solution,SCD,B05CB02|B05XA08,S01KX,,
828585,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 32 MG Oral Capsule,SCD,N02AC04|N06BC01,N02AC04,,
2055815,doravirine 100 MG / lamivudine 300 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet [Delstrigo],SBD,J05AF05|J05AF07,J05AR24,,
352083,methoxsalen 0.02 MG/ML Injectable Solution [Uvadex],SBD,D05AD02|D05BA02,D05BA02,,
800884,alanine 2.1 MG/ML / arginine 2.9 MG/ML / cysteine 0.14 MG/ML / glycine 4.2 MG/ML / histidine 0.85 MG/ML / isoleucine 2.1 MG/ML / leucine 2.7 MG/ML / lysine 2.2 MG/ML / magnesium acetate 0.008 MEQ/ML / methionine 1.6 MG/ML / phenylalanine 1.7 MG/ML / phosphoric acid 0.4 MG/ML / potassium chloride 0.02 MEQ/ML / proline 3.4 MG/ML / serine 1.8 MG/ML / sodium acetate 0.02 MEQ/ML / sodium chloride 0.02 MEQ/ML / threonine 1.2 MG/ML / tyrosine 0.46 MG/ML / valine 2 MG/ML Injectable Solution [Freamine III 3],SBD,B05CX03|B05XA08|B05XB03|V03AB26,B05BA01,,
848208,Augmented betamethasone 0.0005 MG/MG Topical Gel,SCD,D07AC01|H02AB01|S01BA06|S03BA03,D07AC01,,
849547,hydrocortisone 2.5 MG/ML Topical Lotion [Balneol Cleanser],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
853610,povidone-iodine 0.075 MG/MG Medicated Bar Soap [Antisept],SBD,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,D08AG02,,
854762,ibuprofen 40 MG/ML Oral Suspension [Motrin],SBD,M01AE01|M01AE14|M02AA13,M01AE01,,
857389,acetaminophen 150 MG / aspirin 230 MG / caffeine 30 MG / hydrocodone bitartrate 5 MG Oral Tablet,SCD,N02BE01|N06BC01|R05DA03,N02AJ22|N06BC01,,
857432,clemastine fumarate 0.134 MG/ML Oral Solution [Tavist],SBD,D04AA14|R06AA04,R06AA04,,
856942,acetaminophen 21.7 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution [Hycet],SBD,N02BE01|R05DA03,N02AJ22,IMPROVED,N02AJ22
208416,sulfamethoxazole 400 MG / trimethoprim 80 MG Oral Tablet [Bactrim],SBD,J01EA01|J01EC01,J01EE01,,
210072,salicylic acid 170 MG/ML Topical Solution [Compound W brand of salicylic acid],SBD,D01AE12|N02BA04,D01AE12,IMPROVED,D01AE12
2123045,menthol 0.0044 MG/MG / zinc oxide 0.206 MG/MG Topical Ointment,SCD,C05AX04,D02AB,,
213538,betamethasone 0.2 MG/ML Topical Cream [Uticort],SBD,D07AC01|H02AB01|S01BA06|S03BA03,D07AC01,,
214041,antipyrine 54 MG/ML / benzocaine 14 MG/ML Otic Solution [Aurodex],SBD,C05AD03|D04AB04|R02AD01,S02DA03,,
1098616,lidocaine 0.008 MG/MG Topical Gel,SCD,D04AB01|N01BB02|R02AD02,D04AB01,,
1101857,12 HR chlorpheniramine maleate 8 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet [Aerohist],SBD,R06AB04,A03BB03|R06AB54,,
1101914,benzethonium chloride 2 MG/ML / benzocaine 200 MG/ML Topical Spray [Dermoplast Antibacterial],SBD,R02AA09,D04AB04|D08AJ08,,
1117562,24 HR loratadine 10 MG / pseudoephedrine sulfate 240 MG Extended Release Oral Tablet,SCD,R01BA02|R06AX13,R01BA02,,
1147496,acetaminophen 97.2 MG / aspirin 227 MG / caffeine 32.4 MG / codeine phosphate 1 MG / salicylamide 32.4 MG Oral Tablet [Rid-A-Pain],SBD,N02BA05|N02BE01|N06BC01|R05DA04,N02AJ06|N02BA05|N06BC01,,
1091387,histamine dihydrochloride 0.25 MG/ML Topical Cream,SCD,V04CG03,M02AX10,,
1101947,carbetapentane citrate 4 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R05CA03|R05DB05,R01BA53|R05CA03,,
1190608,0.3 ML atropine sulfate 0.833 MG/ML Auto-Injector [Atropen],SBD,A03BA01|S01FA01,A03BA01,,
1190888,atropine sulfate 0.065 MG / kaolin 200 MG / phenobarbital 8 MG Oral Tablet,SCD,A07BC02|N03AA02,A03BA01|A07BC02|N03AA02,,
1192857,sodium chloride 26 MG/ML Nasal Spray [Nasal Asalt],SBD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,R01AX,,
403828,calcium carbonate 1000 MG / simethicone 60 MG Chewable Tablet,SCD,A03AX13|A12AA04,A02AF02,,
477585,12 HR guaifenesin 780 MG / pseudoephedrine hydrochloride 80 MG Extended Release Oral Tablet,SCD,R01BA02|R05CA03,R05CA03,,
484925,folic acid 2.5 MG / vitamin B12 2 MG / vitamin B6 25 MG Oral Tablet,SCD,B03BA01|B03BB01,A11JA,,
857738,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Chlorphen HD],SBD,R05DA03|R06AB04,R01BA53|R05DA03|R06AB54,,
857859,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Chemdal HD],SBD,R05DA03|R06AB04,R01BA53|R05DA03|R06AB54,,
1005820,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Pad [Plexion],SBD,D10AB02,D10AB02|D10AF06,,
1010077,lidocaine hydrochloride 0.04 MG/MG Topical Gel,SCD,D04AB01|N01BB02|R02AD02,D04AB01,,
1011755,aliskiren 300 MG / hydrochlorothiazide 25 MG Oral Tablet [Tekturna HCT],SBD,C03AA03|C09XA02,C09XA52,,
1039550,pramoxine hydrochloride 10 MG/ML Medicated Pad [Vagisil Wipes],SBD,C05AD07|D04AB07,D04AB07,,
1044345,chlorhexidine diacetate 0.5 MG/ML Topical Spray [Excel],SBD,A01AB03|D08AC02|R02AA05,D08AC02,,
1085732,triamcinolone acetonide 0.001 MG/MG Topical Ointment [Kenalog],SBD,A01AC01|H02AB08|R01AD11,D07AB09,,
259090,dimethicone 50 MG/ML Topical Cream,SCD,P03AX05,D02AA,,
1660690,{21 (desogestrel 0.15 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Cyred 28 Day],BPCK,G03AA09|G03AC09,G03AA09,,
1663735,ethanol 0.8 ML/ML Topical Foam,SCD,D08AX08|V03AB16|V03AZ01,D08AX08,,
1665675,1 ML ketorolac tromethamine 15 MG/ML Cartridge,SCD,M01AB15|S01BC05,M01AB15,,
1112788,desonide 0.0005 MG/MG Topical Ointment [Desonil],SBD,D07AB08|S01BA11,D07AB08,,
1000736,sulfacetamide sodium 100 MG/ML / sulfur 20 MG/ML Topical Cream [Avar],SBD,D10AB02,D10AF06,,
1010768,1.7 ML epinephrine 0.02 MG/ML / lidocaine hydrochloride 20 MG/ML Cartridge [Xylocaine with Epinephrine],SBD,C01CA24|D04AB01|N01BB02|R02AD02|S01EA01,N01BB02,,
1012621,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Topical Cream [Lidamantle HC],SBD,A01AC03|A07EA02|D04AB01|D07AA02|D07AB02|D07AB11|H02AB09|N01BB02|R02AD02|S01BA02,D04AB01|D07AA02,,
1013034,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Liquid Soap [Rosula],SBD,D10AB02,D10AB02|D10AF06,,
1037115,pheniramine maleate 8 MG / phenylpropanolamine hydrochloride 25 MG / phenyltoloxamine citrate 8 MG / pyrilamine maleate 8 MG Extended Release Oral Capsule [Multihistamine-D],SBD,R01BA01,R01BA51|R06AB05|R06AC01,,
1049091,benzethonium chloride 0.0015 MG/MG / diphenhydramine hydrochloride 0.02 MG/MG / zinc acetate 0.00215 MG/MG Topical Gel,SCD,A16AX05|R02AA09,D04AA32|D08AJ08,,
1085638,triamcinolone acetonide 0.001 MG/MG Topical Ointment [Aristocort],SBD,A01AC01|H02AB08|R01AD11,D07AB09,,
239200,chloramphenicol 100 MG/ML Injectable Solution,SCD,J01BA01|S01AA01|S02AA01,J01BA01,,
1723740,1 ML diphenhydramine hydrochloride 50 MG/ML Injection,SCD,D04AA32|R06AA02,R06AA02,,
1005855,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Foam [Clarifoam],SBD,D10AB02,D10AB02|D10AF06,,
1085783,triamcinolone acetonide 1 MG/ML Topical Cream [Triacet],SBD,A01AC01|H02AB08|R01AD11,D07AB09,,
245667,hydrogen peroxide 350 MG/ML Topical Solution,SCD,D08AX01,D08AX01|D11AX25,,
199134,salicylic acid 5 MG/ML Topical Lotion,SCD,D01AE12|N02BA04,D01AE12,,
996590,codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 1.67 MG/ML Oral Solution [Codimal PH],SBD,R05DA04,R01BA53|R05DA04|R06AC01,,
315155,nandrolone 25 MG/ML Injectable Solution,SCD,A14AB01|S01XA11,A14AB01,,
846101,{150 (doxycycline monohydrate 100 MG Oral Tablet [Avidoxy]) / 1 (118 ML) (salicylic acid 20 MG/ML Medicated Liquid Soap) } Pack [Avidoxy Pack],BPCK,D01AE12|J01AA02|N02BA04,D01AE12|J01AA02,,
856980,acetaminophen 300 MG / hydrocodone bitartrate 10 MG Oral Tablet,SCD,N02BE01|R05DA03,N02AJ22,,
208124,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Capsule [Dyazide],SBD,C03AA03|C03DB02,C03EA01,,
1092351,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet [Mapap PM],SBD,N02BE01|N02BE51,N02BE01|R06AA52,,
1094022,calcium carbonate 1500 MG / cholecalciferol 500 UNT Oral Capsule,SCD,A11CC05,A12AX,,
1094355,doxylamine succinate 1.25 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution,SCD,R01BA02|R06AA09,R01BA02,,
1117233,benzethonium chloride 1.8 MG/ML Medicated Pad,SCD,D08AJ08|R02AA09,D08AJ08,,
1190620,0.7 ML atropine sulfate 2.86 MG/ML Auto-Injector [Atropen],SBD,A03BA01|S01FA01,A03BA01,,
832919,calcium carbonate 1500 MG / cholecalciferol 200 UNT Oral Capsule,SCD,A11CC05,A12AX,,
204779,phenylephrine 2.5 MG/ML / pyrilamine 1.5 MG/ML Nasal Spray,SCD,R01AA04|S01FB01|S01XA20,R01AB01,,
205891,epinephrine 10 MG/ML / pilocarpine hydrochloride 10 MG/ML Ophthalmic Solution [P1E1],SBD,C01CA24|N07AX01|S01EA01|S01EB01,S01EA01|S01EB01,,
206221,erythromycin 20 MG/ML Topical Solution [E-Solve 2],SBD,J01FA01,D10AF02,,
312971,sodium bicarbonate 460 MG / tartaric acid 420 MG Oral Granules,SCD,B05CB04|B05XA02,B05CB04,,
314002,gramicidin 0.025 MG/ML / neomycin 2.5 MG/ML / polymyxin B 5000 UNT/ML Ophthalmic Solution,SCD,R02AB30,S01AA30,,
208813,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex],SBD,S01BA01,S01CA01,,
1235563,chlorpheniramine maleate 4 MG / methscopolamine nitrate 1.25 MG / phenylephrine hydrochloride 10 MG Oral Tablet,SCD,R06AB04,A03BB03|R01BA53|R06AB54,,
545074,lactic acid 167 MG/ML / salicylic acid 167 MG/ML Topical Solution [Viranol],SBD,D01AE12|G01AD01|N02BA04,D01AE12,,
859317,hydrocodone bitartrate 10 MG / ibuprofen 200 MG Oral Tablet [Ibudone],SBD,R05DA03,N02AJ23,,
860571,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.7 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,SCD,R05DA03|R06AB04,R01BA53|R05DA03|R06AB54,,
1000588,malachite green 0.0001 MG/ML / metronidazole 0.005 MG/ML / microcrystalline cellulose 0.00763 MG/ML / trichlorfon 0.00025 MG/ML Topical Solution [Sentry AQ Mardel Clout],SBD,P02BB01,D06BX01,,
1011712,aliskiren 150 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Tekturna HCT],SBD,C03AA03|C09XA02,C09XA52,,
1043636,glycerin 500 MG/ML Medicated Pad,SCD,A06AX01,D02AX,,
1046781,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet,SCD,N02BE01|R06AB04,R01BA03,,
1085736,triamcinolone acetonide 0.147 MG/ML Topical Spray,SCD,A01AC01|H02AB08|R01AD11,D07AB09,,
240738,2 ML caffeine 125 MG/ML / sodium benzoate 125 MG/ML Injection,SCD,N06BC01,V04CG30,,
244451,anthralin 0.004 MG/MG Topical Ointment,SCD,D05AC01|D05AC51,D05AC01,,
259870,ergocalciferol 135 UNT / vitamin A 1250 UNT Oral Capsule,SCD,A11CA01|A11CC01,A11CB,,
1654914,benzethonium chloride 0.002 MG/MG Topical Gel,SCD,R02AA09,D08AJ08,,
1656634,alemtuzumab 30 MG/ML Injection,SCD,L04AA34,L04AG06,,
1658264,500 ML magnesium sulfate 40 MG/ML Injection,SCD,A06AD04|B05XA05,B05XA05,,
209280,sulfabenzamide 37 MG/ML / sulfacetamide sodium 28.6 MG/ML / sulfathiazole 34.2 MG/ML Vaginal Cream [V.V.S.],SBD,D10AB02,G01AE10,,
1085121,nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment [Mytrex],SBD,A01AB11|A01AC01|A07AA02|D01AA01|H02AB08|R01AD11,D01AA01|D07AB09,,
242993,pheniramine 2 MG/ML / phenylephrine 5 MG/ML Nasal Solution,SCD,R01AA04|S01FB01|S01XA20,R01AB01,,
307746,aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension,SCD,A02AB01,A02AF02,,
1722245,ethinyl estradiol 0.0025 MG / norethindrone acetate 0.5 MG Oral Tablet [Jevantique],SBD,G03CA01|G03DC02,G03AA05,,
1232646,Diphenhydramine Hydrochloride 20 MG/ML Topical Cream [Dermarest Anti-Itch],SBD,D04AA32|R06AA02,D04AA32,,
406396,ethinyl estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet,SCD,G03CA01,G03AA11,,
616968,carbetapentane tannate 60 MG / phenylephrine tannate 10 MG / pyrilamine tannate 40 MG Oral Tablet [Tussi-12D],SBD,R05DB05,R01BA03|R05DB05|R06AC01,,
1014195,chloroxylenol 1 MG/ML / pramoxine hydrochloride 10 MG/ML Otic Solution,SCD,D08AE05,D04AB07|D08AE05,,
1039016,benzalkonium chloride 1 MG/ML / benzethonium chloride 1 MG/ML Topical Foam [Scrubs],SBD,R02AA09,D08AJ01|D08AJ08,,
1043056,salicylic acid 5 MG/ML Topical Lotion [Clearly It!],SBD,D01AE12|N02BA04,D01AE12,,
1045382,capsaicin 0.00025 MG/MG Medicated Patch [WellPatch],SBD,N01BX04,M02AB01,,
1052679,acetaminophen 500 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet,SCD,N02BE01|R06AB04,R01BA03,,
1085752,triamcinolone acetonide 10 MG/ML Injectable Suspension [Kenalog],SBD,A01AC01|H02AB08|R01AD11,H02AB08,,
1086267,triamcinolone acetonide 40 MG/ML Injectable Suspension [U-Tri-Lone],SBD,A01AC01|H02AB08|R01AD11,H02AB08,,
1086634,brompheniramine maleate 0.8 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Pluratuss],SBD,R05DA04|R06AB01,R01BA03|R05DA04|R06AB01,,
244400,flurandrenolide 0.0005 MG/MG / neomycin 0.005 MG/MG Topical Ointment,SCD,D07AC07,D06AX04|D07AC07,,
259184,12 HR guaifenesin 600 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet,SCD,R05CA03,R01BA03|R05CA03,,
1657751,4 ML pembrolizumab 25 MG/ML Injection [Keytruda],SBD,L01XC18,L01FF02,,
1735057,2 ML fentanyl 0.05 MG/ML Injection [Sublimaze],SBD,N01AH01,N01AH01|N02AB03,,
1005848,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Cream [Sulfatol],SBD,D10AB02,D10AB02|D10AF06,,
1659149,piperacillin 4000 MG / tazobactam 500 MG Injection,SCD,J01CA12|J01CG02|J01CR05,J01CR05,,
310043,dyphylline 200 MG / guaifenesin 100 MG Oral Capsule,SCD,R03DA01|R05CA03,R03DA01,,
310552,glycerin 960 MG/ML Oral Solution,SCD,A06AX01,A06AG04|A06AX01,,
1992043,benzocaine 0.2 MG/MG Oral Gel [Candee Caine],SBD,R02AD01,N01BA05,,
2047112,histamine dihydrochloride 0.00025 MG/MG Topical Gel,SCD,V04CG03,L03AX14,,
562395,sulfabenzamide 37 MG/ML / sulfacetamide sodium 28.6 MG/ML / sulfathiazole 34.2 MG/ML Vaginal Cream,SCD,D10AB02,G01AE10,,
1000717,sulfacetamide sodium 0.1 MG/MG Topical Gel [Seb-Prev],SBD,D10AB02,D10AF06,IMPROVED,D10AF06
1663612,brompheniramine maleate 0.2 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,SCD,R06AB01,R01BA53,,
1006689,sulfacetamide sodium 100 MG/ML Topical Lotion [Carmol Scalp],SBD,D10AB02,D10AF06,,
1747492,lidocaine hydrochloride 0.04 MG/MG Topical Gel [Derma Numb],SBD,D04AB01|N01BB02|R02AD02,D04AB01,,
1802849,capsaicin 0.3 MG/ML / methyl salicylate 100 MG/ML Topical Cream,SCD,N01BX04,M02AB01,,
1804185,calamine 4 MG/ML / pramoxine hydrochloride 10 MG/ML / zinc oxide 4 MG/ML Topical Lotion,SCD,C05AX04,D04AB07,,
1807571,30 ML sodium chloride 234 MG/ML Injection,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,B05XA03,IMPROVED,B05XA03
1858385,tetracaine 0.02 MG/MG Topical Ointment,SCD,C05AD02|D04AB06|N01BA03|S01HA03,D04AB06,IMPROVED,D04AB06
1870686,10 ML gentamicin 10 MG/ML Injection,SCD,D06AX07|S03AA06,J01GB03,IMPROVED,J01GB03
1874539,calcium carbonate 800 MG / magnesium hydroxide 270 MG / simethicone 80 MG Chewable Tablet,SCD,A02AA04|A03AX13|A12AA04,A02AD01,,
1866047,{21 (desogestrel 0.15 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Isibloom 28 Day],BPCK,G03AA09|G03AC09,G03AA09,,
1245232,chlorhexidine gluconate 20 MG/ML Medicated Liquid Soap [E-Z Scrub],SBD,A01AB03|D08AC02|R02AA05,D08AC02,,
1245392,chlorhexidine gluconate 10 MG/ML Medicated Shampoo,SCD,A01AB03|D08AC02|R02AA05,D08AC02,,
1248750,chlophedianol hydrochloride 8 MG/ML / chlorpheniramine maleate 1.25 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Suspension,SCD,R05DB10|R06AB04,R01BA03|R05DB10|R06AB04,,
1250490,hydrocortisone acetate 5 MG/ML Topical Cream,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
1251284,menthol 0.005 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Gel [PrameGel Reformulated Apr 2012],SBD,C05AD07|D04AB07,D04AB07,,
1291363,cetylpyridinium chloride 0.6 MG/ML Mouthwash,SCD,B05CA01|D08AJ03|D09AA07|R02AA06,R02AA06,,
1299141,phenylephrine hydrochloride 2.5 MG/ML Nasal Spray [Rhinall],SBD,R01AA04|S01FB01|S01XA20,R01AA04,,
1302643,salicylic acid 20 MG/ML Medicated Pad [Propa P.H.],SBD,D01AE12|N02BA04,D01AE12,,
1305143,alpha tocopherol 30 UNT / ascorbic acid 28 MG / cholecalciferol 800 UNT / docosahexaenoic acid 325 MG / docusate sodium 55 MG / ferrous fumarate 29 MG / folic acid 1.25 MG / pyridoxine hydrochloride 25 MG / tricalcium phosphate 160 MG Oral Capsule [Nexa Select],SBD,A11CC05|A11GA01|A11HA02|B03BB01,A06AA02|A11CC05|A11GA01|A11HA02|B03AA02|B03BB01,,
1359126,estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet,SCD,G03CA03|G03CA53,G03FA01,,
1360059,lidocaine hydrochloride 20 MG/ML Prefilled Syringe,SCD,D04AB01|N01BB02|R02AD02,N01BB02,,
1363751,phenylephrine tannate 10 MG / pyrilamine tannate 16 MG Chewable Tablet [Deconsal CT],SBD,R01AA04|S01FB01|S01XA20,R01BA03|R06AC01,,
1369753,12 HR loratadine 5 MG / pseudoephedrine sulfate 120 MG Extended Release Oral Tablet [Allerclear],SBD,R01BA02|R06AX13,R01BA02,,
1425498,hydrogen peroxide 10 MG/ML Topical Solution [IO-SANS 110],SBD,A01AB02|D08AX01,D08AX01|D11AX25,,
1549539,betamethasone 1 MG/ML / gentamicin 3 MG/ML Otic Solution [GentaVed],SBD,D06AX07|D07AC01|H02AB01|S01BA06|S03AA06|S03BA03,S03CA06,,
1603470,benzalkonium chloride 8.9 MG/ML Medicated Liquid Soap,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01,,
1653139,choline salicylate 29 MG/ML / diphenhydramine hydrochloride 1.67 MG/ML / phenylephrine hydrochloride 0.33 MG/ML Oral Solution,SCD,D04AA32|N02BA03|R01AA04|R06AA02|S01FB01|S01XA20,N02BA03|R01BA03|R06AA02,,
1248120,docusate sodium 100 MG / phenolphthalein 65 MG Oral Capsule,SCD,A06AB04,A06AA02|A06AB04,,
1797883,azelastine hydrochloride 0.206 MG/ACTUAT Metered Dose Nasal Spray,SCD,S01GX07,R01AC03,,
1807630,25 ML sodium chloride 9 MG/ML Injection,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,B05XA03,,
1242618,acetaminophen 250 MG / doxylamine succinate 25 MG / salicylamide 150 MG Oral Tablet,SCD,N02BA05|N02BE01|R06AA09,N02BE01,,
1242785,sodium chloride 0.642 MEQ/ML Oral Spray [Aqua Maris],SBD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A12CA01,,
1291711,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,SCD,N02BE01|R01BA02,N02BE01|R01BA02|R06AA02,,
1300370,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Boostrix]",SBD,J07AF01|J07AM01,J07AJ52,,
1356806,brompheniramine maleate 4 MG / codeine phosphate 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet [Brovex PBC],SBD,R05DA04|R06AB01,R05DA04,,
1357873,phenylephrine hydrochloride 1.56 MG/ML Oral Solution [Dimetapp Cold Drops],SBD,R01AA04|S01FB01|S01XA20,R01BA03,,
1361205,lidocaine hydrochloride 0.007 MG/MG / menthol 0.002 MG/MG Topical Gel,SCD,D04AB01|N01BB02|R02AD02,D04AB01,,
1363749,phenylephrine tannate 10 MG / pyrilamine tannate 16 MG Chewable Tablet,SCD,R01AA04|S01FB01|S01XA20,R01BA03|R06AC01,,
1373136,lidocaine hydrochloride 0.04 MG/MG / menthol 0.01 MG/MG Medicated Patch [Lenzapatch],SBD,D04AB01|N01BB02|R02AD02,D04AB01,,
1374851,benzalkonium chloride 1.3 MG/ML / camphor 30 MG/ML Topical Cream,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01,,
1375978,capsaicin 0.0025 MG/MG / menthol 0.01 MG/MG / methyl salicylate 0.28 MG/MG Topical Gel,SCD,N01BX04,M02AB01,,
1426606,salicylic acid 0.01 MG/MG Topical Gel [Pore Rescue],SBD,D01AE12|N02BA04,D01AE12,,
1432525,penicillin G benzathine 150000 UNT/ML / penicillin G procaine 150000 UNT/ML Injectable Suspension [Bactracillin G Benzathine],SBD,J01CE08|J01CE09,J01CE01|J01CE08|J01CE09,,
1438136,10 ML penicillin G procaine 10000 UNT/ML Prefilled Syringe [Masti-clear],SBD,J01CE08|J01CE09,J01CE09,,
197639,dyphylline 200 MG / guaifenesin 200 MG Oral Tablet,SCD,R03DA01|R05CA03,R03DA01,,
198203,isoniazid 150 MG / rifampin 300 MG Oral Capsule,SCD,J04AB02|J04AC01,J04AM02,,
1442155,benzocaine 50 MG/ML / camphor 30 MG/ML / phenol 13.5 MG/ML Topical Solution [Off! Explore],SBD,C05AD03|D04AB04|D08AE03|R02AD01,D04AB04|D08AE03,,
1488045,tretinoin 0.0008 MG/MG Topical Gel,SCD,D10AD01|L01XX14,D10AD01,,
1491722,hydrocortisone 0.01 MG/MG Rectal Ointment [Hemorrodil Plus],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,C05AA01,,
1540663,allantoin 0.02 MG/MG / lidocaine 0.04 MG/MG / petrolatum 0.3 MG/MG Medicated Patch,SCD,D04AB01|N01BB02|R02AD02,D04AB01,IMPROVED,D04AB01
1602019,glycerin 200 MG/ML / lidocaine 43 MG/ML Medicated Pad [Recticare Wipes],SBD,A06AX01|D04AB01|N01BB02|R02AD02,C05AD01,,
1373322,benzocaine 50 MG/ML Topical Lotion,SCD,C05AD03|D04AB04|R02AD01,D04AB04,,
1426579,guaifenesin 380 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,SCD,R01BA02|R05CA03,R05CA03,,
1791404,250 ML mannitol 200 MG/ML Injection [Osmitrol],SBD,A06AD16,B05BC01,,
1796087,lidocaine hydrochloride 40 MG/ML Topical Lotion,SCD,D04AB01|N01BB02|R02AD02,D04AB01,,
1923484,10 ML sodium bicarbonate 84 MG/ML Injection,SCD,B05CB04|B05XA02,B05XA02,,
