rxcui,judgment,should_be,reason_category,note
859230,CORRECT,,,"Same combo pattern as Iodal HD; three-ingredient split correctly includes phenylephrine's code."
1997508,CORRECT,,,"D04AB01 correct for topical lidocaine; allantoin has no ATC code."
1250563,WRONG,D01AE04|D08AE05,other,"New_final keeps only undecylenic acid's antifungal code and drops chloroxylenol's antiseptic code (D08AE05), which production had correctly."
860114,CORRECT,,,"M01AB15 systemic NSAID; ophthalmic ketorolac code S01BC05 correctly dropped for a prefilled syringe."
754766,CORRECT,,,"G01AF01 vaginal antiinfective fits the explicit 'Vaginal Gel' formulation."
1420997,CORRECT,,,"D04AA32 topical antihistamine/anesthetic code; systemic R06AA02 diphenhydramine code correctly dropped for a topical cream."
249469,CORRECT,,,"A01AD07 stomatological-use code fits an oral paste for mouth ulcers; systemic antiasthma code R03DX01 correctly dropped."
753482,CORRECT,,,"G03AA09 combo code fully represents desogestrel+ethinylestradiol; the standalone progestogen code was correctly dropped as redundant."
1000407,WRONG,G03DC02,salt-mismatch,"Aygestin is used as standalone progestogen therapy (not a contraceptive), so it belongs under G03D (progestogens) rather than G03A (hormonal contraceptives); G03AC01 also mismatches the base salt vs. the acetate ester actually present."
1148595,CORRECT,,,"S02DA03 is plausible for this classic antipyrine+benzocaine otic combo; anorectal/topical/throat codes correctly dropped."
311906,CORRECT,,,"A14AB01 anabolic steroid; unrelated ophthalmic code correctly dropped for an injectable."
1442405,CORRECT,,,"D01AE12 topical keratolytic; systemic salicylate analgesic code correctly dropped."
1867995,WRONG,N01BB02,route-pollution,"C01CA24 is epinephrine's cardiac-stimulant code; in a dental/local-anesthetic cartridge, epinephrine is a vasoconstrictor additive, not systemic cardiac use — the same kind of pollution the tool otherwise correctly strips (cf. rxcui 310134's epinephryl borate)."
836374,CORRECT,,,"R03BB01 correct for an inhalation solution; R01AX03 is the nasal-spray ipratropium code, wrong route here."
1593771,WRONG,N02BE01|R05DB10,other,"Chlophedianol's WHO code R05DB10 (present in production) was dropped without apparent justification."
2121735,CORRECT,,,"H02AB02 systemic corticosteroid; ophthalmic dexamethasone code S01BA01 correctly dropped for an oral taper pack."
1744041,CORRECT,,,"Same reasoning as Keralyt 5; D01AE12 fits the topical/dermatologic route."
1421461,CORRECT,,,"G03AA05 (norethisterone+ethinylestradiol combo) + B03AA02 (ferrous fumarate) is a cleaner, more specific answer than the ingredient-split production value."
1090975,CORRECT,,,"No dedicated L5 exists for this AREDS-type multi-nutrient eye formula; A11JB L4 fallback is reasonable."
260126,WRONG,H02AB06,route-pollution,"A07EA01 (rectal/local GI corticosteroid) and S03BA02 (ophthalmic+otic combo) don't fit a generic systemic injectable solution; only H02AB06 should remain."
310963,CORRECT,,,"M01AE01 oral NSAID; dexibuprofen (different salt) and topical ibuprofen codes correctly dropped."
2117976,WRONG,,other,"D08AH30 and D09AA10 look like unlikely/high-numbered codes for clioquinol and zinc oxide respectively; zinc oxide's usual WHO classification is as a skin protectant (D02A), not a medicated dressing (D09). Low confidence on the exact correct code offline."
1926450,CORRECT,,,"Same as other benzalkonium chloride topical products."
1006409,CORRECT,,,"Same as other chlorhexidine topical products."
809572,CORRECT,,,"A12AX (calcium+vitamin D combinations) is the right WHO family; better than the vitamin-D-only production code."
859130,CORRECT,,,"G04BE01 erectile-dysfunction code; unrelated cardiac/PDA alprostadil code C01EA01 correctly dropped for a urethral suppository."
1092422,CORRECT,,,"R06AA02 systemic antihistamine; topical diphenhydramine code correctly dropped for an oral capsule."
802696,CORRECT,,,"B03AE04 iron+multivitamin combo code is a reasonable consolidation of the many scattered ingredient/pollution codes in production."
211343,CORRECT,,,"D06BB06 topical antiviral; J05AB13 (likely famciclovir, the oral prodrug) is a different product/route, correctly dropped."
402250,CORRECT,,,"G03FA11 combo code represents both hormones; the production estradiol-only code omitted levonorgestrel entirely."
359930,CORRECT,,,"No dedicated combo code for this common OTC pair; ingredient split R01BA03+R05CA03 correctly adds the phenylephrine code production omitted."
1437709,CORRECT,,,"D11AX21 is WHO's dedicated code for topical brimonidine (rosacea), distinct from ophthalmic S01EA05 (glaucoma), which was the wrong-route production value."
