REVIEW_GROUP,RXCUI,RXCUI_NAME,CURRENT_ATC,CURRENT_NAME,NEW_ATC,NEW_NAME,ACTION,CONFIDENCE,REASON
4,1659139,piperacillin 3000 MG / tazobactam 375 MG Injection [Zosyn],J01CR05,piperacillin and beta-lactamase inhibitor,J01CR05,piperacillin and beta-lactamase inhibitor,KEEP,HIGH,Exact match: piperacillin/tazobactam (Zosyn).
4,1659149,piperacillin 4000 MG / tazobactam 500 MG Injection,J01CR05,piperacillin and beta-lactamase inhibitor,J01CR05,piperacillin and beta-lactamase inhibitor,KEEP,HIGH,Exact match: piperacillin/tazobactam (Zosyn).
4,1659151,piperacillin 4000 MG / tazobactam 500 MG Injection [Zosyn],J01CR05,piperacillin and beta-lactamase inhibitor,J01CR05,piperacillin and beta-lactamase inhibitor,KEEP,HIGH,Exact match: piperacillin/tazobactam (Zosyn).
4,827751,acetaminophen 325 MG / propoxyphene napsylate 100 MG Oral Tablet,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",KEEP,HIGH,Exact match: propoxyphene combinations excl. psycholeptics.
4,828576,acetaminophen 650 MG / propoxyphene napsylate 100 MG Oral Tablet,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",KEEP,HIGH,Exact match: propoxyphene combinations excl. psycholeptics.
4,828585,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 32 MG Oral Capsule,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",KEEP,HIGH,Exact match: propoxyphene combinations excl. psycholeptics.
4,828594,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",KEEP,HIGH,Exact match: propoxyphene combinations excl. psycholeptics.
4,849295,acetaminophen 325 MG / propoxyphene napsylate 50 MG Oral Tablet,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",KEEP,HIGH,Exact match: propoxyphene combinations excl. psycholeptics.
4,849304,acetaminophen 500 MG / propoxyphene napsylate 100 MG Oral Tablet,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",KEEP,HIGH,Exact match: propoxyphene combinations excl. psycholeptics.
4,849426,aspirin 375 MG / caffeine 30 MG / propoxyphene hydrochloride 65 MG Oral Tablet,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",KEEP,HIGH,Exact match: propoxyphene combinations excl. psycholeptics.
4,1190201,acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Trezix],N02AJ01,dihydrocodeine and paracetamol,N02AJ01,dihydrocodeine and paracetamol,KEEP,HIGH,Exact match: dihydrocodeine and paracetamol.
4,1234871,acetaminophen 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,N02AJ01,dihydrocodeine and paracetamol,N02AJ01,dihydrocodeine and paracetamol,KEEP,HIGH,Exact match: dihydrocodeine and paracetamol.
4,1234978,acetaminophen 712.8 MG / caffeine 60 MG / dihydrocodeine bitartrate 32 MG Oral Tablet,N02AJ01,dihydrocodeine and paracetamol,N02AJ01,dihydrocodeine and paracetamol,KEEP,HIGH,Exact match: dihydrocodeine and paracetamol.
4,1236191,acetaminophen 250 MG / dihydrocodeine bitartrate 20 MG / salicylamide 250 MG Oral Capsule,N02AJ01,dihydrocodeine and paracetamol,N02AJ01,dihydrocodeine and paracetamol,KEEP,HIGH,Exact match: dihydrocodeine and paracetamol.
4,1596108,acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,N02AJ01,dihydrocodeine and paracetamol,N02AJ01,dihydrocodeine and paracetamol,KEEP,HIGH,Exact match: dihydrocodeine and paracetamol.
4,1812164,acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet,N02AJ01,dihydrocodeine and paracetamol,N02AJ01,dihydrocodeine and paracetamol,KEEP,HIGH,Exact match: dihydrocodeine and paracetamol.
4,2105929,acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet [Dvorah],N02AJ01,dihydrocodeine and paracetamol,N02AJ01,dihydrocodeine and paracetamol,KEEP,HIGH,Exact match: dihydrocodeine and paracetamol.
4,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,C09BA06,quinapril and diuretics,C09BA06,quinapril and diuretics,KEEP,HIGH,Exact match: quinapril/HCTZ (Accuretic).
4,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,C09BA06,quinapril and diuretics,C09BA06,quinapril and diuretics,KEEP,HIGH,Exact match: quinapril/HCTZ (Accuretic).
4,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,C09BA06,quinapril and diuretics,C09BA06,quinapril and diuretics,KEEP,HIGH,Exact match: quinapril/HCTZ (Accuretic).
4,809854,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic],C09BA06,quinapril and diuretics,C09BA06,quinapril and diuretics,KEEP,HIGH,Exact match: quinapril/HCTZ (Accuretic).
4,809858,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic],C09BA06,quinapril and diuretics,C09BA06,quinapril and diuretics,KEEP,HIGH,Exact match: quinapril/HCTZ (Accuretic).
4,882559,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuretic],C09BA06,quinapril and diuretics,C09BA06,quinapril and diuretics,KEEP,HIGH,Exact match: quinapril/HCTZ (Accuretic).
4,1368384,alogliptin / metformin,A10BD13,metformin and alogliptin,A10BD13,metformin and alogliptin,KEEP,HIGH,Exact match: alogliptin/metformin (Kazano).
4,1368385,alogliptin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet,A10BD13,metformin and alogliptin,A10BD13,metformin and alogliptin,KEEP,HIGH,Exact match: alogliptin/metformin (Kazano).
4,1368391,alogliptin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Kazano],A10BD13,metformin and alogliptin,A10BD13,metformin and alogliptin,KEEP,HIGH,Exact match: alogliptin/metformin (Kazano).
4,1368392,alogliptin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet,A10BD13,metformin and alogliptin,A10BD13,metformin and alogliptin,KEEP,HIGH,Exact match: alogliptin/metformin (Kazano).
4,1368398,alogliptin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet [Kazano],A10BD13,metformin and alogliptin,A10BD13,metformin and alogliptin,KEEP,HIGH,Exact match: alogliptin/metformin (Kazano).
4,2631887,macitentan / tadalafil,C02KX54,macitentan and tadalafil,C02KX54,macitentan and tadalafil,KEEP,HIGH,Exact match: macitentan/tadalafil (Opsynvi).
4,2677765,macitentan 10 MG / tadalafil 20 MG Oral Tablet,C02KX54,macitentan and tadalafil,C02KX54,macitentan and tadalafil,KEEP,HIGH,Exact match: macitentan/tadalafil (Opsynvi).
4,2677771,macitentan 10 MG / tadalafil 20 MG Oral Tablet [Opsynvi],C02KX54,macitentan and tadalafil,C02KX54,macitentan and tadalafil,KEEP,HIGH,Exact match: macitentan/tadalafil (Opsynvi).
4,2677773,macitentan 10 MG / tadalafil 40 MG Oral Tablet,C02KX54,macitentan and tadalafil,C02KX54,macitentan and tadalafil,KEEP,HIGH,Exact match: macitentan/tadalafil (Opsynvi).
4,2677775,macitentan 10 MG / tadalafil 40 MG Oral Tablet [Opsynvi],C02KX54,macitentan and tadalafil,C02KX54,macitentan and tadalafil,KEEP,HIGH,Exact match: macitentan/tadalafil (Opsynvi).
4,637540,aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet,N02AJ18,oxycodone and acetylsalicylic acid,N02AJ18,oxycodone and acetylsalicylic acid,KEEP,HIGH,Exact match: oxycodone and acetylsalicylic acid (2 oxycodone salts = same substance).
4,724614,aspirin 325 MG / oxycodone hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG Oral Tablet,N02AJ18,oxycodone and acetylsalicylic acid,N02AJ18,oxycodone and acetylsalicylic acid,KEEP,HIGH,Exact match: oxycodone and acetylsalicylic acid (2 oxycodone salts = same substance).
4,848768,aspirin 325 MG / oxycodone hydrochloride 4.84 MG Oral Tablet,N02AJ18,oxycodone and acetylsalicylic acid,N02AJ18,oxycodone and acetylsalicylic acid,KEEP,HIGH,Exact match: oxycodone and acetylsalicylic acid (2 oxycodone salts = same substance).
4,848928,aspirin 325 MG / oxycodone hydrochloride 4.84 MG Oral Tablet [Endodan Reformulated May 2009],N02AJ18,oxycodone and acetylsalicylic acid,N02AJ18,oxycodone and acetylsalicylic acid,KEEP,HIGH,Exact match: oxycodone and acetylsalicylic acid (2 oxycodone salts = same substance).
4,1011712,aliskiren 150 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Tekturna HCT],C09XA52,aliskiren and hydrochlorothiazide,C09XA52,aliskiren and hydrochlorothiazide,KEEP,HIGH,Exact match: aliskiren/HCTZ (Tekturna HCT).
4,1011715,aliskiren 150 MG / hydrochlorothiazide 25 MG Oral Tablet [Tekturna HCT],C09XA52,aliskiren and hydrochlorothiazide,C09XA52,aliskiren and hydrochlorothiazide,KEEP,HIGH,Exact match: aliskiren/HCTZ (Tekturna HCT).
4,1011752,aliskiren 300 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Tekturna HCT],C09XA52,aliskiren and hydrochlorothiazide,C09XA52,aliskiren and hydrochlorothiazide,KEEP,HIGH,Exact match: aliskiren/HCTZ (Tekturna HCT).
4,1011755,aliskiren 300 MG / hydrochlorothiazide 25 MG Oral Tablet [Tekturna HCT],C09XA52,aliskiren and hydrochlorothiazide,C09XA52,aliskiren and hydrochlorothiazide,KEEP,HIGH,Exact match: aliskiren/HCTZ (Tekturna HCT).
4,1996260,cobicistat / darunavir / emtricitabine / tenofovir alafenamide,J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",KEEP,HIGH,Exact match: cobicistat/darunavir/emtricitabine/tenofovir alafenamide (Symtuza).
4,2049671,cobicistat 150 MG / darunavir 800 MG / emtricitabine 200 MG / tenofovir alafenamide 10 MG Oral Tablet,J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",KEEP,HIGH,Exact match: cobicistat/darunavir/emtricitabine/tenofovir alafenamide (Symtuza).
4,2049677,cobicistat 150 MG / darunavir 800 MG / emtricitabine 200 MG / tenofovir alafenamide 10 MG Oral Tablet [Symtuza],J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",KEEP,HIGH,Exact match: cobicistat/darunavir/emtricitabine/tenofovir alafenamide (Symtuza).
4,308167,amobarbital 100 MG / secobarbital 100 MG Oral Capsule,N05CB01,combinations of barbiturates,N05CB01,combinations of barbiturates,KEEP,HIGH,"Exact match: combinations of barbiturates (amobarbital+secobarbital, Tuinal)."
4,308171,amobarbital 50 MG / secobarbital 50 MG Oral Capsule,N05CB01,combinations of barbiturates,N05CB01,combinations of barbiturates,KEEP,HIGH,"Exact match: combinations of barbiturates (amobarbital+secobarbital, Tuinal)."
4,856422,hydrochlorothiazide 25 MG / propranolol hydrochloride 40 MG Oral Tablet,C07BA05,propranolol and thiazides,C07BA05,propranolol and thiazides,KEEP,HIGH,Exact match: propranolol and thiazides.
4,856429,hydrochlorothiazide 25 MG / propranolol hydrochloride 80 MG Oral Tablet,C07BA05,propranolol and thiazides,C07BA05,propranolol and thiazides,KEEP,HIGH,Exact match: propranolol and thiazides.
4,208029,bendroflumethiazide 5 MG / nadolol 80 MG Oral Tablet [Corzide],C07BA12,nadolol and thiazides,C07BA12,nadolol and thiazides,KEEP,HIGH,Exact match: nadolol and thiazides (Corzide).
4,1001689,{2 (480 ML) (magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack,A06AD10,mineral salts in combination,A06AD10,mineral salts in combination,KEEP,HIGH,Exact match: mineral salts in combination (colon-prep sulfate solution).
4,1001690,{2 (480 ML) (magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack [Suprep Bowel Prep Kit],A06AD10,mineral salts in combination,A06AD10,mineral salts in combination,KEEP,HIGH,Exact match: mineral salts in combination (colon-prep sulfate solution).
4,1552349,netupitant 300 MG / palonosetron 0.5 MG Oral Capsule [Akynzeo],A04AA55,"palonosetron, combinations",A04AA55,"palonosetron, combinations",KEEP,HIGH,"Exact match: palonosetron, combinations (Akynzeo, both PO and IV forms)."
4,2044431,fosnetupitant 235 MG / palonosetron 0.25 MG Injection [Akynzeo],A04AA55,"palonosetron, combinations",A04AA55,"palonosetron, combinations",KEEP,HIGH,"Exact match: palonosetron, combinations (Akynzeo, both PO and IV forms)."
4,198229,pyrimethamine 25 MG / sulfadoxine 500 MG Oral Tablet,P01BD51,"pyrimethamine, combinations",P01BD51,"pyrimethamine, combinations",KEEP,HIGH,"Exact match: pyrimethamine, combinations (antimalarial)."
4,1309308,pyrimethamine 12.5 MG/ML / sulfadiazine 250 MG/ML Oral Suspension [Rebalance],P01BD51,"pyrimethamine, combinations",P01BD51,"pyrimethamine, combinations",KEEP,HIGH,"Exact match: pyrimethamine, combinations (antimalarial)."
4,1147337,emtricitabine 200 MG / rilpivirine 25 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet [Complera],J05AR08,"emtricitabine, tenofovir disoproxil and rilpivirine",J05AR08,"emtricitabine, tenofovir disoproxil and rilpivirine",KEEP,HIGH,Exact match: emtricitabine/rilpivirine/tenofovir disoproxil (Complera).
4,562793,mequinol 20 MG/ML / tretinoin 0.1 MG/ML Topical Solution,D10AD51,"tretinoin, combinations",D10AD51,"tretinoin, combinations",KEEP,HIGH,"Exact match: tretinoin, combinations (already correct L5)."
4,1191262,fluocinolone acetonide 0.1 MG/ML / hydroquinone 40 MG/ML / tretinoin 0.5 MG/ML Topical Cream,D10AD51,"tretinoin, combinations",D10AD51,"tretinoin, combinations",KEEP,HIGH,"Exact match: tretinoin, combinations (already correct L5)."
4,1191264,fluocinolone acetonide 0.1 MG/ML / hydroquinone 40 MG/ML / tretinoin 0.5 MG/ML Topical Cream [Tri-Luma],D10AD51,"tretinoin, combinations",D10AD51,"tretinoin, combinations",KEEP,HIGH,"Exact match: tretinoin, combinations (already correct L5)."
4,244967,polymyxin B 10000 UNT/ML / trimethoprim 1 MG/ML Ophthalmic Solution,S01AA30,combinations of different antibiotics,S01AA30,combinations of different antibiotics,KEEP,HIGH,Exact match: combinations of different antibiotics (ophthalmic multi-antibiotic).
4,308493,bacitracin 0.4 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,S01AA30,combinations of different antibiotics,S01AA30,combinations of different antibiotics,KEEP,HIGH,Exact match: combinations of different antibiotics (ophthalmic multi-antibiotic).
4,310594,gramicidin 0.025 MG/ML / neomycin 1.75 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Solution,S01AA30,combinations of different antibiotics,S01AA30,combinations of different antibiotics,KEEP,HIGH,Exact match: combinations of different antibiotics (ophthalmic multi-antibiotic).
4,312186,oxytetracycline 0.005 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,S01AA30,combinations of different antibiotics,S01AA30,combinations of different antibiotics,KEEP,HIGH,Exact match: combinations of different antibiotics (ophthalmic multi-antibiotic).
4,1117090,bacitracin 0.4 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Neo-Polycin],S01AA30,combinations of different antibiotics,S01AA30,combinations of different antibiotics,KEEP,HIGH,Exact match: combinations of different antibiotics (ophthalmic multi-antibiotic).
4,1874721,chlophedianol hydrochloride 12.5 MG / pyrilamine maleate 25 MG Oral Tablet,R05DB,Other cough suppressants,R05DB10,clofedanol,REPLACE,HIGH,Chlophedianol = clofedanol (WHO R05DB10); current generic L4 code should be replaced with the specific mono code since chlorphedianol/pyrilamine combo has no dedicated combo code but clofedanol itself is a valid WHO substance mono-code.
4,2199033,carbetapentane tannate 6 MG/ML / chlorpheniramine tannate 0.8 MG/ML Oral Suspension,R05DB,Other cough suppressants,R05DB,Other cough suppressants,KEEP,MED,No specific WHO L5 for chlophedianol/carbetapentane combos here (see per-row split below); generic cough-suppressant L4 used where no better fit.
4,2672917,chlophedianol hydrochloride 0.833 MG/ML / pyrilamine maleate 1.67 MG/ML Oral Solution,R05DB,Other cough suppressants,R05DB10,clofedanol,REPLACE,HIGH,Chlophedianol = clofedanol (WHO R05DB10); current generic L4 code should be replaced with the specific mono code since chlorphedianol/pyrilamine combo has no dedicated combo code but clofedanol itself is a valid WHO substance mono-code.
4,1291987,{4 (amoxicillin 500 MG Oral Capsule) / 2 (clarithromycin 500 MG Oral Tablet) / 2 (omeprazole 20 MG Delayed Release Oral Capsule) } Pack [Omeclamox],A02BD05,"omeprazole, amoxicillin and clarithromycin",A02BD05,"omeprazole, amoxicillin and clarithromycin",KEEP,HIGH,"Exact match: omeprazole, amoxicillin and clarithromycin (H. pylori triple pack) - already correctly coded."
4,1797849,azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Dymista],R01AD58,"fluticasone, combinations",R01AD58,"fluticasone, combinations",KEEP,HIGH,"Exact match: fluticasone, combinations (Dymista) - already correctly coded."
4,1362082,12 HR aspirin 25 MG / dipyridamole 200 MG Extended Release Oral Capsule [Aggrenox],B01AC30,combinations,B01AC30,combinations,KEEP,MED,No dedicated WHO L5 for aspirin+dipyridamole; generic antiplatelet-combinations L5 (B01AC30) is the correct fallback.
4,857121,aspirin 500 MG / hydrocodone bitartrate 5 MG Oral Tablet,N02AJ,Opioids in combination with non-opioid analgesics,N02AJ,Opioids in combination with non-opioid analgesics,KEEP,MED,"No WHO L5 exists for aspirin+hydrocodone specifically (only paracetamol/ibuprofen variants); L4 ""Opioids in combination with non-opioid analgesics"" is the honest terminal answer."
4,1046423,calcium glycerophosphate 1.3 MG/ML / pyridoxine hydrochloride 0.3 MG/ML / sodium monofluorophosphate 7.6 MG/ML Toothpaste,A01AA02,sodium monofluorophosphate,A01AA02,sodium monofluorophosphate,KEEP,MED,Sodium monofluorophosphate is the classifying active in this fluoride toothpaste; calcium glycerophosphate/pyridoxine are minor non-competing partners.
4,2104187,allantoin 2 MG/ML / hyaluronic acid 20 MG/ML Medicated Liquid Soap,D03AX05,hyaluronic acid,D03AX05,hyaluronic acid,KEEP,MED,No combo code for allantoin+hyaluronic acid; hyaluronic acid is the classifying wound-care active.
4,751563,{7 (lamotrigine 100 MG Oral Tablet) / 42 (lamotrigine 25 MG Oral Tablet) } Pack,N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,753451,{14 (lamotrigine 100 MG Oral Tablet) / 84 (lamotrigine 25 MG Oral Tablet) } Pack,N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,795774,"{7 (lamotrigine 100 MG Oral Tablet [Lamictal]) / 42 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Orange (For Patients Not Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Rifampin and Not Taking Valproate)]",N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,795778,"{14 (lamotrigine 100 MG Oral Tablet [Lamictal]) / 84 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Green (For Patients Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Rifampin and Not Taking Valproate)]",N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,851748,{21 (lamotrigine 25 MG Disintegrating Oral Tablet) / 7 (lamotrigine 50 MG Disintegrating Oral Tablet) } Pack,N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,851749,{21 (lamotrigine 25 MG Disintegrating Oral Tablet [Lamictal]) / 7 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Blue Patient Titration Kit (for Patients Taking Valproate)],N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,851750,{7 (lamotrigine 100 MG Disintegrating Oral Tablet) / 14 (lamotrigine 25 MG Disintegrating Oral Tablet) / 14 (lamotrigine 50 MG Disintegrating Oral Tablet) } Pack,N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,851751,{7 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 25 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Orange Patient Titration Kit (For Patients Not Taking Enzyme-Inducing Drugs or Valproate)],N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
4,851752,{14 (lamotrigine 100 MG Disintegrating Oral Tablet) / 42 (lamotrigine 50 MG Disintegrating Oral Tablet) } Pack,N03AX09,lamotrigine,N03AX09,lamotrigine,KEEP,HIGH,Lamotrigine dose-titration starter pack (multiple strengths of same single active bundled for titration) - not a combination product.
