REVIEW_GROUP,RXCUI,RXCUI_NAME,ATC_CODES,ATC_NAMES
4,1043543,dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1044949,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1088953,codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension [Zodryl DEC],R05FA02,opium derivatives and expectorants
4,1088965,codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3.33 MG/ML Oral Suspension [Zodryl DEC],R05FA02,opium derivatives and expectorants
4,1088970,codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3.75 MG/ML Oral Suspension [Zodryl DEC],R05FA02,opium derivatives and expectorants
4,1088977,codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Suspension [Zodryl DEC],R05FA02,opium derivatives and expectorants
4,1089023,codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4.29 MG/ML Oral Suspension [Zodryl DEC],R05FA02,opium derivatives and expectorants
4,1089027,codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 5 MG/ML Oral Suspension [Zodryl DEC],R05FA02,opium derivatives and expectorants
4,1089030,codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Suspension [Zodryl DEC],R05FA02,opium derivatives and expectorants
4,1089057,codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 20 MG Oral Tablet [Ambifed-G CD],R05FA02,opium derivatives and expectorants
4,1089060,codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet [Ambifed CD],R05FA02,opium derivatives and expectorants
4,1090476,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,R05FA02,opium derivatives and expectorants
4,1091331,dextromethorphan hydrobromide 4 MG/ML / guaifenesin 80 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1095503,dextromethorphan hydrobromide 5 MG/ML / guaifenesin 50 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1098647,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1113490,dextromethorphan hydrobromide 15 MG / guaifenesin 350 MG / phenylephrine hydrochloride 12 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,1119541,dextromethorphan hydrobromide 1 MG/ML / guaifenesin 15 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1245616,dextromethorphan hydrobromide 15 MG / guaifenesin 100 MG / phenylephrine hydrochloride 5 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,1251031,dextromethorphan hydrobromide 3 MG/ML / guaifenesin 60 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1251401,dextromethorphan hydrobromide 14 MG / guaifenesin 288 MG / phenylephrine hydrochloride 7 MG Oral Capsule,R05FA02,opium derivatives and expectorants
4,1305214,dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,1357905,12 HR dextromethorphan hydrobromide 25 MG / guaifenesin 550 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet,R05FA02,opium derivatives and expectorants
4,1358620,dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1359154,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,1364914,dextromethorphan hydrobromide 6 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1370205,dextromethorphan hydrobromide 1 MG/ML / guaifenesin 10 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1372451,dextromethorphan hydrobromide 3 MG/ML / guaifenesin 70 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1372459,dextromethorphan hydrobromide 5 MG/ML / guaifenesin 100 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1372652,dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,1423798,chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1424060,chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 2 MG/ML / guaifenesin 5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1429362,dextromethorphan hydrobromide 1.2 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.667 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1486140,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Suspension,R05FA02,opium derivatives and expectorants
4,1487369,dextromethorphan hydrobromide 7.5 MG/ML / guaifenesin 88 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1490000,dextromethorphan hydrobromide 15 MG / guaifenesin 395 MG / phenylephrine hydrochloride 10 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,1547607,codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Lortuss EX],R05FA02,opium derivatives and expectorants
4,1552200,dextromethorphan hydrobromide 15 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,1603294,dextromethorphan hydrobromide 15 MG / guaifenesin 380 MG / phenylephrine hydrochloride 10 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,1661314,dextromethorphan hydrobromide 4 MG/ML / guaifenesin 50 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1673869,acetaminophen 325 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,1741944,dextromethorphan hydrobromide 5.8 MG/ML / guaifenesin 78 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1792707,codeine phosphate 2 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1795585,{1 (dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 3 MG/ML / doxylamine succinate 1.25 MG/ML Oral Solution) } Pack,R05FA02,opium derivatives and expectorants
4,1808192,dextromethorphan hydrobromide 0.333 MG/ML / guaifenesin 6.67 MG/ML / phenylephrine hydrochloride 0.167 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,1808604,dextromethorphan hydrobromide 17.5 MG / guaifenesin 385 MG / phenylephrine hydrochloride 10 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,1874730,dextromethorphan hydrobromide 9 MG / guaifenesin 198 MG / phenylephrine hydrochloride 5 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,2056073,{1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1.5 MG/ML / doxylamine succinate 0.625 MG/ML Oral Solution) } Pack,R05FA02,opium derivatives and expectorants
4,2122900,guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Entex HC Discontinued],R05FA02,opium derivatives and expectorants
4,2122902,guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Crantex HC],R05FA02,opium derivatives and expectorants
4,2166123,dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,2167784,dextromethorphan hydrobromide 28 MG / guaifenesin 388 MG / phenylephrine hydrochloride 10 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,2168504,dextromethorphan hydrobromide 60 MG / guaifenesin 1200 MG / phenylpropanolamine hydrochloride 75 MG Extended Release Oral Tablet,R05FA02,opium derivatives and expectorants
4,2172190,dextromethorphan hydrobromide 17.5 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet,R05FA02,opium derivatives and expectorants
4,2173828,dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochloride 5 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,2177911,chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,2177912,chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,2177921,chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 15 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,2177922,chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,2178161,chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 6 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,R05FA02,opium derivatives and expectorants
4,200268,amylase 20000 UNT / lipase 4500 UNT / protease 25000 UNT Oral Capsule,A09AA01,diastase
4,247086,amylase 58500 UNT / lipase 18000 UNT / protease 58500 UNT Oral Capsule,A09AA01,diastase
4,284175,amylase 60000 UNT / lipase 16000 UNT / protease 60000 UNT Oral Tablet,A09AA01,diastase
4,308215,amylase 12000 UNT / lipase 4000 UNT / protease 12000 UNT Delayed Release Oral Capsule,A09AA01,diastase
4,308224,amylase 30000 UNT / lipase 10000 UNT / protease 30000 UNT Delayed Release Oral Capsule,A09AA01,diastase
4,308228,amylase 30000 UNT / lipase 8000 UNT / protease 30000 UNT Oral Tablet,A09AA01,diastase
4,308232,amylase 33200 UNT / lipase 10000 UNT / protease 37500 UNT Delayed Release Oral Capsule,A09AA01,diastase
4,308233,amylase 39000 UNT / lipase 12000 UNT / protease 39000 UNT Oral Capsule,A09AA01,diastase
4,308235,amylase 48000 UNT / lipase 16000 UNT / protease 48000 UNT Delayed Release Oral Capsule,A09AA01,diastase
4,308238,amylase 60 MG / papain 60 MG Chewable Tablet,A09AA01,diastase
4,313913,amylase 66400 UNT / lipase 20000 UNT / protease 75000 UNT Delayed Release Oral Capsule,A09AA01,diastase
4,348177,amylase 16600 UNT / lipase 5000 UNT / protease 18800 UNT Delayed Release Oral Capsule,A09AA01,diastase
4,384788,amylase 30000 UNT / lipase 8000 UNT / protease 30000 UNT Oral Capsule,A09AA01,diastase
4,855503,amylase 60000 UNT / lipase 12000 UNT / protease 38000 UNT Delayed Release Oral Capsule,A09AA01,diastase
4,861834,amylase 82000 UNT / lipase 15000 UNT / protease 51000 UNT Delayed Release Oral Capsule [Zenpep],A09AA01,diastase
4,863829,amylase 120000 UNT / lipase 24000 UNT / protease 76000 UNT Delayed Release Oral Capsule [Creon],A09AA01,diastase
4,863836,amylase 30000 UNT / lipase 6000 UNT / protease 19000 UNT Delayed Release Oral Capsule [Creon],A09AA01,diastase
4,863841,amylase 60000 UNT / lipase 12000 UNT / protease 38000 UNT Delayed Release Oral Capsule [Creon],A09AA01,diastase
4,1113046,amylase 15000 UNT / lipase 3000 UNT / protease 9500 UNT Delayed Release Oral Capsule [Creon],A09AA01,diastase
4,1114135,amylase 16000 UNT / lipase 3000 UNT / protease 10000 UNT Delayed Release Oral Capsule [Zenpep],A09AA01,diastase
4,1247381,amylase 78300 UNT / lipase 20880 UNT / protease 78300 UNT Oral Tablet [Viokace],A09AA01,diastase
4,1247388,amylase 39150 UNT / lipase 10440 UNT / protease 39150 UNT Oral Tablet [Viokace],A09AA01,diastase
4,1294128,amylase 60500 UNT / lipase 16000 UNT / protease 57500 UNT Delayed Release Oral Capsule [Pertzye],A09AA01,diastase
4,1294483,amylase 30250 UNT / lipase 8000 UNT / protease 28750 UNT Delayed Release Oral Capsule [Pertzye],A09AA01,diastase
4,1373327,amylase 180000 UNT / lipase 36000 UNT / protease 114000 UNT Delayed Release Oral Capsule [Creon],A09AA01,diastase
4,1421001,amylase 64000 UNT / lipase 9000 UNT / protease 57000 UNT Oral Tablet,A09AA01,diastase
4,1421007,amylase 64000 UNT / lipase 9000 UNT / protease 57000 UNT Oral Tablet [PanaKare],A09AA01,diastase
4,1421616,amylase 164 UNT/MG / lipase 25.5 UNT/MG / protease 139 UNT/MG Oral Powder,A09AA01,diastase
4,1421620,amylase 164 UNT/MG / lipase 25.5 UNT/MG / protease 139 UNT/MG Oral Powder [PanaKare],A09AA01,diastase
4,1423489,amylase 64000 UNT / lipase 9000 UNT / protease 57000 UNT Oral Tablet [PancrePlus],A09AA01,diastase
4,1543006,amylase 15125 UNT / lipase 4000 UNT / protease 14375 UNT Delayed Release Oral Capsule [Pertzye],A09AA01,diastase
4,1594673,amylase 105000 UNT / lipase 25000 UNT / protease 79000 UNT Delayed Release Oral Capsule [Zenpep],A09AA01,diastase
4,1595292,amylase 14000 UNT / lipase 3000 UNT / protease 10000 UNT Delayed Release Oral Capsule [Zenpep],A09AA01,diastase
4,1595457,amylase 24000 UNT / lipase 5000 UNT / protease 17000 UNT Delayed Release Oral Capsule [Zenpep],A09AA01,diastase
4,1595462,amylase 42000 UNT / lipase 10000 UNT / protease 32000 UNT Delayed Release Oral Capsule [Zenpep],A09AA01,diastase
4,1595473,amylase 63000 UNT / lipase 15000 UNT / protease 47000 UNT Delayed Release Oral Capsule [Zenpep],A09AA01,diastase
4,1595478,amylase 84000 UNT / lipase 20000 UNT / protease 63000 UNT Delayed Release Oral Capsule [Zenpep],A09AA01,diastase
4,1806921,amylase 61500 UNT / lipase 10500 UNT / protease 35500 UNT Delayed Release Oral Capsule [Pancreaze],A09AA01,diastase
4,1806926,amylase 98400 UNT / lipase 16800 UNT / protease 56800 UNT Delayed Release Oral Capsule [Pancreaze],A09AA01,diastase
4,1806931,amylase 83900 UNT / lipase 21000 UNT / protease 54700 UNT Delayed Release Oral Capsule [Pancreaze],A09AA01,diastase
4,1806966,amylase 24600 UNT / lipase 4200 UNT / protease 14200 UNT Delayed Release Oral Capsule [Pancreaze],A09AA01,diastase
4,1929118,amylase 90750 UNT / lipase 24000 UNT / protease 86250 UNT Delayed Release Oral Capsule [Pertzye],A09AA01,diastase
4,1995479,amylase 168000 UNT / lipase 40000 UNT / protease 126000 UNT Delayed Release Oral Capsule [Zenpep],A09AA01,diastase
4,2049397,amylase 64000 UNT / lipase 9000 UNT / protease 57000 UNT Oral Tablet [Zypatt],A09AA01,diastase
4,2049401,amylase 164 UNT/MG / lipase 25.5 UNT/MG / protease 139 UNT/MG Oral Powder [Zypatt],A09AA01,diastase
4,2173926,amylase 112500 UNT / lipase 9000 UNT / protease 112500 UNT Oral Capsule,A09AA01,diastase
4,260005,talc 0.81 MG/MG / zinc oxide 0.15 MG/MG Topical Powder,D02AB,Zinc products
4,577231,menthol / zinc oxide Topical Powder,D02AB,Zinc products
4,577232,menthol 0.0015 MG/MG / zinc oxide 0.01 MG/MG Topical Powder,D02AB,Zinc products
4,616527,menthol 0.008 MG/MG / zinc oxide 0.05 MG/MG Topical Powder,D02AB,Zinc products
4,637129,menthol 0.004 MG/MG / zinc oxide 0.205 MG/MG Paste,D02AB,Zinc products
4,637149,petrolatum 0.87 MG/MG / zinc oxide 0.088 MG/MG Topical Ointment,D02AB,Zinc products
4,744868,menthol 0.0044 MG/MG / zinc oxide 0.2 MG/MG Topical Ointment,D02AB,Zinc products
4,792623,petrolatum 0.87 MG/MG / zinc oxide 0.088 MG/MG Topical Ointment [Sayman Salve],D02AB,Zinc products
4,849667,menthol 0.002 MG/MG / zinc oxide 0.2 MG/MG Paste,D02AB,Zinc products
4,850425,petrolatum 0.49 MG/MG / zinc oxide 0.15 MG/MG Topical Ointment,D02AB,Zinc products
4,866214,lanolin 0.18 MG/MG / petrolatum 0.48 MG/MG / zinc oxide 0.1 MG/MG Topical Ointment [Dr. Smith's Rash-n-All],D02AB,Zinc products
4,884804,menthol 0.0045 MG/MG / zinc oxide 0.2 MG/MG Topical Ointment,D02AB,Zinc products
4,1039057,starch 0.81 MG/MG / zinc oxide 0.15 MG/MG Topical Powder [Caldesene],D02AB,Zinc products
4,1048969,petrolatum 780 MG/ML / zinc oxide 100 MG/ML Topical Cream,D02AB,Zinc products
4,1049629,menthol 0.002 MG/MG / zinc oxide 0.2 MG/MG Paste [Calazime],D02AB,Zinc products
4,1053005,petrolatum 800 MG/ML / zinc oxide 200 MG/ML Rectal Cream,D02AB,Zinc products
4,1098240,pramoxine hydrochloride 10 MG/ML / zinc oxide 50 MG/ML Rectal Cream [Tronolane Anesthetic],D02AB,Zinc products
4,1098346,menthol 0.0044 MG/MG / zinc oxide 0.2 MG/MG Topical Ointment [Advanced Zinc-Oxyde Plus Ointment],D02AB,Zinc products
4,1113714,cocoa butter 0.76 MG/MG / zinc oxide 0.1 MG/MG Rectal Suppository [Calmol],D02AB,Zinc products
4,1117243,dimethicone 10 MG/ML / zinc oxide 100 MG/ML Topical Cream [A+D Diaper Rash],D02AB,Zinc products
4,1294013,pramoxine hydrochloride 0.01 MG/MG / zinc oxide 0.125 MG/MG Rectal Ointment,D02AB,Zinc products
4,1294330,pramoxine hydrochloride 0.01 MG/MG / zinc oxide 0.125 MG/MG Topical Ointment,D02AB,Zinc products
4,1302176,petrolatum 0.5 MG/MG / zinc oxide 0.1 MG/MG Paste [Soothe & Cool Skin Paste],D02AB,Zinc products
4,1306932,allantoin 0.01 MG/MG / petrolatum 0.346 MG/MG / zinc oxide 0.3 MG/MG Topical Ointment [Vitacilina Bebe],D02AB,Zinc products
4,1425912,calamine 0.02 MG/MG / menthol 0.0045 MG/MG / zinc oxide 0.18 MG/MG Topical Ointment [Lantiseptic Multi-Purpose],D02AB,Zinc products
4,1427959,petrolatum 490 MG/ML / zinc oxide 150 MG/ML Topical Cream [Welmedix Homecare Pro],D02AB,Zinc products
4,1441184,allantoin 0.01 MG/MG / zinc oxide 0.25 MG/MG Topical Ointment [Vitacilina Diaper Rash],D02AB,Zinc products
4,1492403,menthol 1.1 MG/ML / zinc oxide 51 MG/ML Topical Lotion [Granulotion Medicated Lotion],D02AB,Zinc products
4,1494214,petrolatum 0.57 MG/MG / zinc oxide 0.17 MG/MG Paste,D02AB,Zinc products
4,1549717,menthol 0.0044 MG/MG / zinc oxide 0.2 MG/MG Topical Ointment [Calmodrox],D02AB,Zinc products
4,1658664,allantoin 0.01 MG/MG / petrolatum 0.45 MG/MG / zinc oxide 0.4 MG/MG Topical Ointment,D02AB,Zinc products
4,1737554,petrolatum 0.57 MG/MG / zinc oxide 0.17 MG/MG Paste [Z-Guard],D02AB,Zinc products
4,1792499,menthol 4.4 MG/ML / zinc oxide 206 MG/ML Topical Cream,D02AB,Zinc products
4,1860083,petrolatum 0.75 MG/MG / zinc oxide 0.2 MG/MG Paste,D02AB,Zinc products
4,1921775,calamine 0.035 MG/MG / menthol 0.002 MG/MG / petrolatum 0.69 MG/MG / zinc oxide 0.165 MG/MG Paste [Calazime Skin Protectant],D02AB,Zinc products
4,1942346,menthol 4.5 MG/ML / zinc oxide 200 MG/ML Rectal Cream,D02AB,Zinc products
4,1998442,menthol 0.001 MG/MG / zinc oxide 0.2 MG/MG Topical Ointment,D02AB,Zinc products
4,2000690,calamine 76 MG/ML / zinc oxide 76 MG/ML Topical Lotion,D02AB,Zinc products
4,2058531,petrolatum 0.785 MG/MG / zinc oxide 0.08 MG/MG Topical Ointment,D02AB,Zinc products
4,2119814,menthol 0.046 MG/MG / zinc oxide 0.106 MG/MG Medicated Patch,D02AB,Zinc products
4,2123045,menthol 0.0044 MG/MG / zinc oxide 0.206 MG/MG Topical Ointment,D02AB,Zinc products
4,2175697,lanolin 0.5 MG/MG / zinc oxide 0.125 MG/MG Paste,D02AB,Zinc products
4,541363,amphetamine aspartate 7.5 MG / amphetamine sulfate 7.5 MG / dextroamphetamine saccharate 7.5 MG / dextroamphetamine sulfate 7.5 MG Oral Tablet,N06BA02,dexamfetamine
4,541365,amphetamine aspartate 7.5 MG / amphetamine sulfate 7.5 MG / dextroamphetamine saccharate 7.5 MG / dextroamphetamine sulfate 7.5 MG Oral Tablet [Adderall],N06BA02,dexamfetamine
4,541878,amphetamine aspartate 1.25 MG / amphetamine sulfate 1.25 MG / dextroamphetamine saccharate 1.25 MG / dextroamphetamine sulfate 1.25 MG Oral Tablet,N06BA02,dexamfetamine
4,541879,amphetamine aspartate 1.25 MG / amphetamine sulfate 1.25 MG / dextroamphetamine saccharate 1.25 MG / dextroamphetamine sulfate 1.25 MG Oral Tablet [Adderall],N06BA02,dexamfetamine
4,541892,amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Oral Tablet,N06BA02,dexamfetamine
4,541894,amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Oral Tablet [Adderall],N06BA02,dexamfetamine
4,577957,amphetamine aspartate 3.75 MG / amphetamine sulfate 3.75 MG / dextroamphetamine saccharate 3.75 MG / dextroamphetamine sulfate 3.75 MG Oral Tablet,N06BA02,dexamfetamine
4,577960,amphetamine aspartate 3.75 MG / amphetamine sulfate 3.75 MG / dextroamphetamine saccharate 3.75 MG / dextroamphetamine sulfate 3.75 MG Oral Tablet [Adderall],N06BA02,dexamfetamine
4,577961,amphetamine aspartate 5 MG / amphetamine sulfate 5 MG / dextroamphetamine saccharate 5 MG / dextroamphetamine sulfate 5 MG Oral Tablet,N06BA02,dexamfetamine
4,577962,amphetamine aspartate 5 MG / amphetamine sulfate 5 MG / dextroamphetamine saccharate 5 MG / dextroamphetamine sulfate 5 MG Oral Tablet [Adderall],N06BA02,dexamfetamine
4,687043,amphetamine aspartate 3.125 MG / amphetamine sulfate 3.125 MG / dextroamphetamine saccharate 3.125 MG / dextroamphetamine sulfate 3.125 MG Oral Tablet,N06BA02,dexamfetamine
4,687045,amphetamine aspartate 3.125 MG / amphetamine sulfate 3.125 MG / dextroamphetamine saccharate 3.125 MG / dextroamphetamine sulfate 3.125 MG Oral Tablet [Adderall],N06BA02,dexamfetamine
4,861221,24 HR amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Extended Release Oral Capsule,N06BA02,dexamfetamine
4,861222,24 HR amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine
4,861223,24 HR amphetamine aspartate 3.75 MG / amphetamine sulfate 3.75 MG / dextroamphetamine saccharate 3.75 MG / dextroamphetamine sulfate 3.75 MG Extended Release Oral Capsule,N06BA02,dexamfetamine
4,861224,24 HR amphetamine aspartate 3.75 MG / amphetamine sulfate 3.75 MG / dextroamphetamine saccharate 3.75 MG / dextroamphetamine sulfate 3.75 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine
4,861225,24 HR amphetamine aspartate 5 MG / amphetamine sulfate 5 MG / dextroamphetamine saccharate 5 MG / dextroamphetamine sulfate 5 MG Extended Release Oral Capsule,N06BA02,dexamfetamine
4,861226,24 HR amphetamine aspartate 5 MG / amphetamine sulfate 5 MG / dextroamphetamine saccharate 5 MG / dextroamphetamine sulfate 5 MG Extended Release Oral Capsule [Adderall],N06BA02,dexamfetamine
4,861227,24 HR amphetamine aspartate 6.25 MG / amphetamine sulfate 6.25 MG / dextroamphetamine saccharate 6.25 MG / dextroamphetamine sulfate 6.25 MG Extended Release Oral Capsule,N06BA02,dexamfetamine
