rxcui,decision,final_codes,confidence,evidence
749866,KEEP_OURS,G03AA11,HIGH,WHO G03AA11=norgestimate and ethinylestradiol; resolver is ingredient split.
763236,KEEP_OURS,C10AD52,HIGH,"WHO C10AD52=nicotinic acid, combinations, the generic niacin-combo code; resolver ingredient-splits into unrelated single-agent/wrong-route codes."
352336,KEEP_OURS,C09DA02,HIGH,WHO C09DA02=eprosartan and diuretics (snapshot C09DA.json).
1049191,KEEP_OURS,N02AJ17,HIGH,WHO N02AJ17=oxycodone and paracetamol (local snapshot N02AJ.json); resolver is per-ingredient pollution split.
1049650,KEEP_OURS,N02AJ17,HIGH,WHO N02AJ17=oxycodone and paracetamol (local snapshot N02AJ.json); resolver is per-ingredient pollution split.
332451,ADOPT_RESOLVER,M01AC06,HIGH,WHO M01AC06=meloxicam confirmed on atcddd.fhi.no; our_value M01AC is only the truncated L4.
212792,OTHER,D08AE03|N01BX03,MED,"Unguentine is an OTC first-aid ointment where phenol is labeled as both antiseptic (D08AE03) and external analgesic (N01BX03, WHO 'other local anesthetics'). C05BB05 (sclerosing agent for LOCAL INJECTION into hemorrhoids/varices, confirmed on atcddd.fhi.no) is a different administration route entirely and does not apply to a topical ointment; dropped from our_value."
1440184,KEEP_OURS,D07AA02|D07XA01,MED,"Generic 'Topical Ointment', no anorectal-specific labeling. WHO C05AA01=hydrocortisone is specifically for anorectal/hemorrhoid preparations; resolver's addition looks like same-substance-different-indication pollution absent product evidence of hemorrhoid use."
1545297,ADOPT_RESOLVER,C05AD01|D04AB01|N01BB02,MED,"Lidocaine topical spray (Hexa-Caine, OTC first-aid antiseptic/analgesic). WHO confirms N01BB02=lidocaine (amides, local anesthetic) alongside D04AB01 (dermatological anesthetic); the product's pain-relief indication supports including N01BB02 in addition to our existing codes."
1720953,KEEP_OURS,R03AL04,HIGH,WHO R03AL04=indacaterol and glycopyrronium bromide; resolver is ingredient split.
686185,OTHER,B05BB02,MED,"IV dextrose+electrolyte maintenance fluid (glucose + NaCl +/- KCl). WHO B05BB02='electrolytes with carbohydrates' (confirmed on atcddd.fhi.no: 'electrolyte solutions for fluid and electrolyte replacement, incl. combinations with e.g. carbohydrates') is the single generic code for this product type. Both our_value and resolver_value are ingredient-pollution splits across unrelated single-electrolyte/diagnostic/IV-additive codes; RxCUI itself is retired/not found in live RxNav."
309771,OTHER,B05BB02,MED,"IV dextrose+electrolyte maintenance fluid (glucose + NaCl +/- KCl). WHO B05BB02='electrolytes with carbohydrates' (confirmed on atcddd.fhi.no: 'electrolyte solutions for fluid and electrolyte replacement, incl. combinations with e.g. carbohydrates') is the single generic code for this product type. Both our_value and resolver_value are ingredient-pollution splits across unrelated single-electrolyte/diagnostic/IV-additive codes; RxCUI itself is retired/not found in live RxNav."
866455,KEEP_OURS,C07BB02,HIGH,WHO C07BB02=metoprolol and thiazides (snapshot C07BB.json); resolver is ingredient split.
896225,KEEP_OURS,R03AK06,HIGH,"WHO R03AK06=salmeterol and fluticasone; resolver ingredient-splits across wrong routes (D07AC17 dermatologic, R01AD08 nasal)."
762677,KEEP_OURS,G03FA01,HIGH,"WHO G03FA01=norethisterone and estrogen, covers mestranol+norethindrone (generic estrogen partner); resolver is ingredient split."
324026,ADOPT_RESOLVER,R06AX26,HIGH,WHO R06AX26=fexofenadine (Allegra) confirmed on atcddd.fhi.no; our_value R06AX is only the truncated L4.
1151,ADOPT_RESOLVER,A11GA01|G01AD03|S01XA15,HIGH,RxNav property API for this IN rxcui returns exactly A11GA01|G01AD03|S01XA15; our_value A11GA is only the truncated L4.
1192505,ADOPT_RESOLVER,C05AD03|D04AB04|N01BA05|D08AJ08,MED,"Benzalkonium chloride+benzocaine topical spray (OTC first-aid antiseptic/analgesic). WHO confirms N01BA05=benzocaine (esters, local anesthetic) and C05AD03=benzocaine (anorectal, topical-applied); matches resolver exactly and is consistent with the same substance's codes already present in sibling row rxcui 452688 (benzocaine alone)."
1300740,OTHER,D08AE03|N01BX03,MED,"Same reasoning as rxcui 212792 (phenol topical solution): drop C05BB05 (injection-only sclerosing use), add N01BX03 (local anesthetic use, legitimate for a topical antiseptic/analgesic product)."
664704,OTHER,B05BB02,MED,"IV dextrose+electrolyte maintenance fluid (glucose + NaCl +/- KCl). WHO B05BB02='electrolytes with carbohydrates' (confirmed on atcddd.fhi.no: 'electrolyte solutions for fluid and electrolyte replacement, incl. combinations with e.g. carbohydrates') is the single generic code for this product type. Both our_value and resolver_value are ingredient-pollution splits across unrelated single-electrolyte/diagnostic/IV-additive codes; RxCUI itself is retired/not found in live RxNav."
205255,OTHER,J07AM51,HIGH,"Product is diphtheria toxoid + tetanus toxoid ONLY (2 components, no pertussis/polio). our_value J07CA02='diphtheria-pertussis-poliomyelitis-tetanus' is a 4-component vaccine code and does not match this product's composition. WHO J07AM51='tetanus toxoid, combinations with diphtheria toxoid' (confirmed on atcddd.fhi.no) is the exact 2-component DT vaccine code. Resolver's J07AF01|J07AM01 is an ingredient split (diphtheria alone + tetanus alone), also not the dedicated combo code."
1041810,KEEP_OURS,R05DA20,HIGH,"WHO R05DA20=combinations (dextromethorphan combo catch-all), matches this 3-ingredient cough/cold product; resolver ingredient-splits across unrelated routes (nasal decongestant, antihistamine classes)."
1049232,KEEP_OURS,N02AJ17,HIGH,WHO N02AJ17=oxycodone and paracetamol (local snapshot N02AJ.json); resolver is per-ingredient pollution split.
11248,ADOPT_RESOLVER,B03BA01,HIGH,RxNav property API for this IN rxcui returns exactly B03BA01; our_value B03BA is only the truncated L4.
847708,KEEP_OURS,A10BD04,HIGH,WHO A10BD04=glimepiride and rosiglitazone (atcddd.fhi.no A10BD index).
1049582,KEEP_OURS,N02AJ17,HIGH,WHO N02AJ17=oxycodone and paracetamol (local snapshot N02AJ.json); resolver is per-ingredient pollution split.
1049591,KEEP_OURS,N02AJ19,HIGH,WHO N02AJ19=oxycodone and ibuprofen (snapshot N02AJ.json); resolver is ingredient split.
1242697,KEEP_OURS,R05FB02,HIGH,"WHO R05FB02=cough suppressants and expectorants, matches dextromethorphan+guaifenesin; resolver is ingredient split."
1495476,KEEP_OURS,N02AJ22,HIGH,WHO N02AJ22=hydrocodone and paracetamol (snapshot N02AJ.json); resolver is ingredient split.
898382,KEEP_OURS,C09BA07,HIGH,WHO C09BA07=benazepril and diuretics (snapshot C09BA.json).
801697,KEEP_OURS,A05BA01,MED,"Arginine Oral Solution. Neither WHO candidate is an exact salt match to plain 'arginine' (A05BA01=arginine glutamate; resolver's B05XB01=arginine hydrochloride, confirmed on atcddd.fhi.no), but B05XB01/B05XB is specifically the IV-additive amino acid class - wrong route for an oral solution. A05BA01's therapeutic area (liver/ammonia metabolism) is at least route-consistent (oral)."
807206,OTHER,D07AC13,HIGH,"Mometasone furoate Topical Ointment (skin). WHO D07AC13=mometasone (potent topical corticosteroid, confirmed) is correct. our_value's second code R03BA07=mometasone but for INHALATION POWDER route (confirmed on atcddd.fhi.no), wrong route for a topical ointment. Resolver's R03AC13/R03CC15 are confirmed on atcddd.fhi.no to be formoterol/an unrelated adrenergic class - a data error, not related to mometasone at all."
857182,KEEP_OURS,C09BA09,HIGH,WHO C09BA09=fosinopril and diuretics (snapshot C09BA.json).
847712,KEEP_OURS,A10BD04,HIGH,WHO A10BD04=glimepiride and rosiglitazone (atcddd.fhi.no A10BD index).
211072,KEEP_OURS,C09BA01,HIGH,WHO C09BA01=captopril and diuretics (snapshot C09BA.json).
2108525,KEEP_OURS,A10AF01,HIGH,"WHO A10AF01=insulin (human), inhalation route, matches Afrezza; resolver's A10AB01 is injectable fast-acting insulin, wrong route."
452688,ADOPT_RESOLVER,C05AD03|D04AB04|N01BA05,MED,"Benzocaine topical gel (OTC first-aid antiseptic/analgesic use). WHO confirms N01BA05=benzocaine (esters, local anesthetic) in addition to our existing D04AB04/C05AD03."
1189818,KEEP_OURS,A10BH51,HIGH,WHO A10BH51=sitagliptin and simvastatin (snapshot A10BH.json); resolver is ingredient split.
404334,KEEP_OURS,R05FB02,HIGH,"WHO R05FB02=cough suppressants and expectorants, matches dextromethorphan+guaifenesin; resolver is ingredient split."
1863967,OTHER,B05BB02,MED,"IV dextrose+electrolyte maintenance fluid (glucose + NaCl +/- KCl). WHO B05BB02='electrolytes with carbohydrates' (confirmed on atcddd.fhi.no: 'electrolyte solutions for fluid and electrolyte replacement, incl. combinations with e.g. carbohydrates') is the single generic code for this product type. Both our_value and resolver_value are ingredient-pollution splits across unrelated single-electrolyte/diagnostic/IV-additive codes; RxCUI itself is retired/not found in live RxNav."
1798388,KEEP_OURS,A10AF01,HIGH,"WHO A10AF01=insulin (human), inhalation route, matches Afrezza; resolver's A10AB01 is injectable fast-acting insulin, wrong route."
1312429,KEEP_OURS,A10BH51,HIGH,WHO A10BH51=sitagliptin and simvastatin (snapshot A10BH.json); resolver is ingredient split.
1422101,KEEP_OURS,C10BA05,HIGH,WHO C10BA05=atorvastatin and ezetimibe (snapshot C10BA.json).
861742,KEEP_OURS,A10BD02,HIGH,"WHO A10BD02=metformin and sulfonylureas, the generic combo code covering both glipizide+metformin and glyburide+metformin (no sulfonylurea-specific code exists); resolver is ingredient split."
310874,KEEP_OURS,S03CA04,HIGH,WHO S03CA04=hydrocortisone and antiinfectives (ophthalmic/otic combo); resolver ingredient-pollutes with a 20-code list spanning unrelated routes.
904663,KEEP_OURS,C10BX02,HIGH,WHO C10BX02=pravastatin and acetylsalicylic acid (snapshot C10BX.json); resolver ingredient-pollutes aspirin across unrelated classes.
847716,KEEP_OURS,A10BD04,HIGH,WHO A10BD04=glimepiride and rosiglitazone (atcddd.fhi.no A10BD index).
104726,KEEP_OURS,N05CB01,HIGH,"WHO N05CB01=combinations of barbiturates (snapshot N05CB.json), matches amobarbital+secobarbital; RxCUI itself is retired/not in live RxNav, relied on WHO ground truth."
836366,KEEP_OURS,R03AL02,HIGH,WHO R03AL02=salbutamol and ipratropium bromide; resolver ingredient-splits incl. wrong-route R01AX03 (nasal).
1049197,KEEP_OURS,N02AJ17,HIGH,WHO N02AJ17=oxycodone and paracetamol (local snapshot N02AJ.json); resolver is per-ingredient pollution split.
249711,KEEP_OURS,R05FB02,HIGH,"WHO R05FB02=cough suppressants and expectorants, matches dextromethorphan+guaifenesin; resolver is ingredient split."
1189814,KEEP_OURS,A10BH51,HIGH,WHO A10BH51=sitagliptin and simvastatin (snapshot A10BH.json); resolver is ingredient split.
1049086,ADOPT_RESOLVER,C05AD03|D04AB04|N01BA05|D08AJ08,MED,Same benzethonium chloride+benzocaine topical family as rxcui 1192505/1049081; adopting resolver for consistency with WHO's multi-code benzocaine classification and sibling single-ingredient row rxcui 452688.
1794882,OTHER,B05BB02,MED,"IV dextrose+electrolyte maintenance fluid (glucose + NaCl +/- KCl). WHO B05BB02='electrolytes with carbohydrates' (confirmed on atcddd.fhi.no: 'electrolyte solutions for fluid and electrolyte replacement, incl. combinations with e.g. carbohydrates') is the single generic code for this product type. Both our_value and resolver_value are ingredient-pollution splits across unrelated single-electrolyte/diagnostic/IV-additive codes; RxCUI itself is retired/not found in live RxNav."
1491834,KEEP_OURS,N02AJ17,HIGH,WHO N02AJ17=oxycodone and paracetamol (local snapshot N02AJ.json); resolver is per-ingredient pollution split.
313847,ADOPT_RESOLVER,L01XF02,HIGH,"Product is 'Topical Gel' (Panretin, for Kaposi's sarcoma skin lesions). WHO: L01XF02=alitretinoin (retinoid for cancer treatment); D11AH04=alitretinoin ORAL (Toctino, hand eczema) confirmed route=O on atcddd.fhi.no. ATCPROD for this rxcui directly returns L01XF, matching the topical gel form."
1037261,KEEP_OURS,N02AJ17,HIGH,WHO N02AJ17=oxycodone and paracetamol (local snapshot N02AJ.json); resolver is per-ingredient pollution split.
999939,KEEP_OURS,C10AD52,HIGH,"WHO C10AD52=nicotinic acid, combinations, the generic niacin-combo code; resolver ingredient-splits into unrelated single-agent/wrong-route codes."
847720,KEEP_OURS,A10BD04,HIGH,WHO A10BD04=glimepiride and rosiglitazone (atcddd.fhi.no A10BD index).
1495472,KEEP_OURS,N02AJ22,HIGH,WHO N02AJ22=hydrocodone and paracetamol (snapshot N02AJ.json); resolver is ingredient split.
861789,KEEP_OURS,A10BD14,HIGH,WHO A10BD14=metformin and repaglinide (atcddd.fhi.no A10BD index).
861733,KEEP_OURS,A10BD02,HIGH,"WHO A10BD02=metformin and sulfonylureas, the generic combo code covering both glipizide+metformin and glyburide+metformin (no sulfonylurea-specific code exists); resolver is ingredient split."
750145,KEEP_OURS,S01XA03,HIGH,"WHO S01XA03=sodium chloride, hypertonic (ophthalmic); resolver lists systemic/oral NaCl codes, wrong route."
904667,KEEP_OURS,C10BX02,HIGH,WHO C10BX02=pravastatin and acetylsalicylic acid (snapshot C10BX.json); resolver ingredient-pollutes aspirin across unrelated classes.
763091,KEEP_OURS,G03AA07,HIGH,WHO G03AA07=levonorgestrel and ethinylestradiol; resolver is ingredient split (incl. wrong-indication L02AA03/G03AD01).
904665,KEEP_OURS,C10BX02,HIGH,WHO C10BX02=pravastatin and acetylsalicylic acid (snapshot C10BX.json); resolver ingredient-pollutes aspirin across unrelated classes.
749882,KEEP_OURS,G03FA01,HIGH,"WHO G03FA01=norethisterone and estrogen, covers mestranol+norethindrone (generic estrogen partner); resolver is ingredient split."
1233035,KEEP_OURS,R05FB02,HIGH,"WHO R05FB02=cough suppressants and expectorants, matches dextromethorphan+guaifenesin; resolver is ingredient split."
1049206,KEEP_OURS,N02AJ17,HIGH,WHO N02AJ17=oxycodone and paracetamol (local snapshot N02AJ.json); resolver is per-ingredient pollution split.
1366652,KEEP_OURS,A07AA01|J01GB05,MED,"Neomycin Oral Solution. A07AA01 (intestinal antiinfective, oral) and J01GB05 (aminoglycoside, systemic) both fit an oral neomycin product. Resolver adds B05CA09 (irrigating solution route) and R02AB01 (throat lozenge route) - both wrong administration route for an oral solution."
1741538,OTHER,S01XA20|S01GA02,MED,"Optimis7 combines lubricant/demulcent ingredients (dextran 70, PEG 400, povidone) with the decongestant tetrahydrozoline (WHO INN 'tetryzoline'). WHO S01XA20='artificial tears and other indifferent preparations' (confirmed) covers the lubricant components; WHO S01GA02='tetryzoline' (confirmed, ophthalmic decongestant) covers tetrahydrozoline. Resolver's R01AA06/R01AB03 are nasal-decongestant-route codes (wrong route, confirmed nasal), and it drops the lubricant code entirely; our_value keeps only the lubricant code and misses the decongestant ingredient."
686893,OTHER,B05BB02,MED,"IV dextrose+electrolyte maintenance fluid (glucose + NaCl +/- KCl). WHO B05BB02='electrolytes with carbohydrates' (confirmed on atcddd.fhi.no: 'electrolyte solutions for fluid and electrolyte replacement, incl. combinations with e.g. carbohydrates') is the single generic code for this product type. Both our_value and resolver_value are ingredient-pollution splits across unrelated single-electrolyte/diagnostic/IV-additive codes; RxCUI itself is retired/not found in live RxNav."
686890,OTHER,B05BB02,MED,"IV dextrose+electrolyte maintenance fluid (glucose + NaCl +/- KCl). WHO B05BB02='electrolytes with carbohydrates' (confirmed on atcddd.fhi.no: 'electrolyte solutions for fluid and electrolyte replacement, incl. combinations with e.g. carbohydrates') is the single generic code for this product type. Both our_value and resolver_value are ingredient-pollution splits across unrelated single-electrolyte/diagnostic/IV-additive codes; RxCUI itself is retired/not found in live RxNav."
312958,KEEP_OURS,A03AX13,HIGH,"WHO A03AX13=simethicone (silicones); resolver's P03AX05 is an unrelated ectoparasiticide class, clear mismatch."
352335,KEEP_OURS,C09DA02,HIGH,WHO C09DA02=eprosartan and diuretics (snapshot C09DA.json).
1010609,KEEP_OURS,N07BC51,HIGH,"WHO N07BC51=buprenorphine, combinations (snapshot N07BC.json); resolver adds unrelated naloxone-antidote codes A06AH04/V03AB15."
1049081,ADOPT_RESOLVER,C05AD03|D04AB04|N01BA05|D08AJ08,MED,Same benzethonium chloride+benzocaine topical family as rxcui 1192505/1049086; adopting resolver for consistency with WHO's multi-code benzocaine classification and sibling single-ingredient row rxcui 452688.
1489372,KEEP_OURS,D07AA02|D07XA01,MED,"Same reasoning as rxcui 1440184 (hydrocortisone acetate topical lotion, no anorectal indication evidence); resolver's C05AA01 addition rejected as unsupported cross-indication pollution."
151720,ADOPT_RESOLVER,G03CA03,HIGH,WHO G03CA03=estradiol (Estring is an estradiol vaginal ring) confirmed on atcddd.fhi.no; our_value G03CA is only the truncated L4.
861752,KEEP_OURS,A10BD02,HIGH,"WHO A10BD02=metformin and sulfonylureas, the generic combo code covering both glipizide+metformin and glyburide+metformin (no sulfonylurea-specific code exists); resolver is ingredient split."
861808,KEEP_OURS,A10BD03,HIGH,WHO A10BD03=metformin and rosiglitazone (atcddd.fhi.no A10BD index).
866475,KEEP_OURS,C07BB02,HIGH,WHO C07BB02=metoprolol and thiazides (snapshot C07BB.json); resolver is ingredient split.
308616,KEEP_OURS,A12BA01|C02AA04,HIGH,"C02AA04='Rauwolfia alkaloids, whole root' (confirmed on atcddd.fhi.no) is an exact match for 'Rauwolfia serpentina (USP)'. Resolver drops the Rauwolfia ingredient's code entirely and substitutes B05XA01 (potassium chloride, IV-route class) - wrong route for an Oral Tablet and loses an entire ingredient's classification."
