rxcui,decision,final_codes,confidence,evidence
105446,OTHER,G02CB01|N04BC01,MED,"WHO assigns bromocriptine two legitimate indication-specific L5 codes (G02CB01=prolactine inhibitor/hyperprolactinemia, N04BC01=dopamine agonist/Parkinson's, confirmed both real with different DDDs); RxNorm's single 2.5mg tablet RXCUI doesn't discriminate by indication; ATCPROD leans N04BC but both WHO codes are valid for this formulation"
244099,OTHER,A12CA01|B05BB02|B05CB01|B05XA03,MED,Same glucose+NaCl IV fluid issue: B05BB02 is the correct dedicated WHO bucket
237896,KEEP_OURS,A03AX13,HIGH,"WHO A03AX13=simeticone/simethicone exact match; resolver's P03AX05=dimeticone (ectoparasiticide/lice treatment), an unrelated substance mismapping"
1368409,KEEP_OURS,A10BD09,HIGH,WHO A10BD09='pioglitazone and alogliptin' exact match (Oseni)
1370752,KEEP_OURS,D07AA02|D07XA01,HIGH,"D07AA02/D07XA01 correct; C05AA01 hemorrhoid-specific, pollution for a Topical Ointment (Westcort)"
1300295,KEEP_OURS,D04AB04|D08AJ08,HIGH,C05AD03(hemorrhoid local anesthetic)/N01BA05(injectable-class amide anesthetic) don't fit a topical skin anesthetic cream (Lanacane)
866472,KEEP_OURS,C07BB02,HIGH,WHO C07BB02='metoprolol and thiazides' exact match
206182,KEEP_OURS,G03AA07,HIGH,WHO G03AA07='levonorgestrel and ethinylestradiol' exact match (Levora)
1049259,KEEP_OURS,N02AJ17,HIGH,WHO N02AJ17='oxycodone and paracetamol' exact match (Magnacet)
2003745,KEEP_OURS,D08AC02|D09AA12,HIGH,A01AB(oromucosal)/B05CA(irrigation)/R02AA(throat)/S01AX(ophthalmic)/S02AA(otic)/S03AA(combined) are all unrelated-route pollution for a scalp Medicated Shampoo
203576,ADOPT_RESOLVER,R06AX13,HIGH,ATCPROD confirms R06AX (Other antihistamines for systemic use); R06AX13=loratadine exact match; our_value was L4-only
378167,ADOPT_RESOLVER,R05CA04|V03AB01,MED,"R05CA04=ipecacuanha (expectorant) and V03AB01=ipecacuanha (antidote/emetic use) are both genuine separate WHO L5 entries for the same substance; unbranded generic 'ipecac syrup' historically denotes the emetic/antidote use as much as the expectorant use, so both codes are warranted"
2056897,OTHER,L04AH02,HIGH,"Per this project's own verified strength-determined override (Phase 2I, cross-checked against live WHO ATC index): everolimus <=1mg (Zortress) = L04AH02 (transplant immunosuppressant); our 3-code value mixes in the >1mg oncology codes (L01EG02/L01XE10) plus L04AA18 which don't apply at the 1mg antirejection strength"
1654912,KEEP_OURS,A10AF01,HIGH,"A10AF='Insulins and analogues for inhalation' confirmed; A10AF01 fits an Inhalation Powder (Afrezza); ATCPROD's A10AB is the injectable-insulin class, wrong route"
1010608,KEEP_OURS,N07BC51,HIGH,"WHO N07BC51='buprenorphine, combinations' exact match (Suboxone)"
1944692,KEEP_OURS,D01AC02,HIGH,A01AB(oromucosal)/A07AC(intestinal)/G01AF(vaginal)/J02AB(systemic)/S02AA(otic) are unrelated-route pollution for a scalp Medicated Shampoo
1422092,KEEP_OURS,C10BA05,HIGH,WHO C10BA05='atorvastatin and ezetimibe' exact match (Liptruzet)
1366646,KEEP_OURS,A07AA01|J01GB05,HIGH,B05CA09(irrigation-solution use)/R02AB01(throat-lozenge route) are pollution for an Oral Solution; A07AA01/J01GB05 correctly fit oral/systemic neomycin use
1495103,KEEP_OURS,D01AE12,MED,"S01BC08 is an ophthalmic NSAID code, doesn't fit an Otic (ear) product; no dedicated otic-route salicylic-acid code confirmed to exist, baseline D01AE12 stands"
748886,KEEP_OURS,G03AA07,HIGH,WHO G03AA07='levonorgestrel and ethinylestradiol' exact match (Nordette)
205157,KEEP_OURS,C05BB05|D08AE03,HIGH,N01BX03 (procedural/injectable local-anesthetic class) doesn't fit a topical antiseptic Ointment; baseline C05BB05(sclerosing)/D08AE03(antiseptic phenol) correct
897782,KEEP_OURS,C09BB10,HIGH,WHO C09BB10='trandolapril and verapamil' exact match (Tarka)
831261,KEEP_OURS,A07EB01,HIGH,"Oral solution for systemic/GI use; A07EB01=cromoglicic acid intestinal code fits; resolver's R03BC01 is the inhaled-asthma route code, wrong formulation"
2104187,KEEP_OURS,D03AX05,MED,"M09AX01(intra-articular)/R01AX09(nasal)/S01KA01(ophthalmic viscoelastic) are hyaluronic acid's unrelated-route codes, pollution for a topical Liquid Soap; no dedicated WHO combo code exists beyond allantoin's wound-healing bucket"
1049269,KEEP_OURS,N02AJ17,HIGH,WHO N02AJ17='oxycodone and paracetamol' exact match (Magnacet)
2590,ADOPT_RESOLVER,D07AD01|S01BA17,HIGH,"RxNav property API directly returns both codes for this ingredient-level (TTY=IN) concept; per project rule, ingredient-level inputs get the full ATC union without route filtering"
