rxcui,final_codes,fix_action,confidence,evidence
197953,C02LA03,OTHER,HIGH,C02LA05 does not exist in WHO index; correct code for deserpidine+diuretics is C02LA03
1432119,C05AD03|D04AB04|D08AJ01|D09AA11|N01BA05,OTHER,MED,route-aware per-ingredient WHO-code reconstruction (RxNav ingredient property data + route matrix); no dedicated combo L5 identified
244309,S02DA03,KEEP_CURRENT,HIGH,route-filtered per-ingredient union matches current exactly
1242787,G03AA05,KEEP_CURRENT,HIGH,WHO match confirmed + ATCPROD L4 G03AA/G03AB confirms
1293975,R01BA02|R06AA02,KEEP_CURRENT,HIGH,route-filtered per-ingredient union matches current exactly
1297551,R01BA03|R05DB05|R06AA02,KEEP_CURRENT,HIGH,route-filtered per-ingredient union matches current exactly
1310954,A12AX,KEEP_CURRENT,HIGH,bare terminal WHO L4 (no L5 children exist) - already maximally specific
1363034,A03BB03|R01BA02|R06AB04,KEEP_CURRENT,HIGH,route-filtered per-ingredient union matches current exactly
1376066,C05AA09|D07AB19|D07XB05|D10AA03,KEEP_CURRENT,HIGH,route-filtered per-ingredient union matches current exactly
1422081,G03AA09,KEEP_CURRENT,HIGH,WHO G03AA09=desogestrel and ethinylestradiol matches
1436155,D01AE12,OTHER,MED,route-aware per-ingredient WHO-code reconstruction (RxNav ingredient property data + route matrix); no dedicated combo L5 identified
1486665,A06AG04|A06AX01,KEEP_CURRENT,LOW,"no RxNav ATC data recoverable for ingredient(s); current value kept as best-available, unverified"
1534833,D02AA,KEEP_CURRENT,HIGH,bare terminal WHO L4 (no L5 children exist) - already maximally specific
1943551,A01AC02|C05AA09|H02AB02|S03BA01,OTHER,MED,route-aware per-ingredient WHO-code reconstruction (RxNav ingredient property data + route matrix); no dedicated combo L5 identified
1869381,M09AX01,OTHER,HIGH,same as 1537107 (Gel-Syn)
1293876,S02CA03,KEEP_CURRENT,MED,otic steroid+antiinfective combo; S02CA03=hydrocortisone and antiinfectives already correct; pramoxine (local anesthetic) has no otic-specific WHO code so cannot be separately represented
1310944,A03BB03|R06AB04,KEEP_CURRENT,HIGH,route-filtered per-ingredient union matches current exactly
1359347,D06AX04|D06AX05,OTHER,MED,neomycin(D06AX04)+bacitracin(D06AX05) both have general topical-antibiotic codes; polymyxin B has no D06AX entry (only ophthalmic/otic-specific codes exist) so cannot be represented
1363499,R01AA07|R01AB06,KEEP_CURRENT,HIGH,route-filtered per-ingredient union matches current exactly
1436931,D08AX01|D11AX25,KEEP_CURRENT,HIGH,route-filtered per-ingredient union matches current exactly
198208,A04AD01|N05CM05,KEEP_CURRENT,HIGH,route-filtered per-ingredient union matches current exactly
1483558,G03AA05|B03AA02,OTHER,MED,same reasoning as 1873704 (Zenchent Fe)
1545669,C05AX06,KEEP_CURRENT,HIGH,"rectal ointment; C05AX06 is phenylephrine's anorectal-vasoconstrictor WHO code, exactly matching this hemorrhoid-preparation indication"
1923433,S01ED51,KEEP_CURRENT,HIGH,"WHO S01ED51=""timolol, combinations"" catch-all applies to any timolol combo incl. dorzolamide+timolol; atcprod S01ED01 wrongly drops the combo"
1601098,C05AD01|D04AB01,OTHER,MED,lidocaine+menthol topical patch; drop N01BB02 (injectable code); menthol has no WHO code
1539190,G03FA01,OTHER,MED,same estradiol+norethindrone-acetate pair as verified Mimvey (1359129)/Amabelz(1806683) siblings
1544971,C05AX06,KEEP_CURRENT,HIGH,same as 1545669 (rectal cream)
1806683,G03FA01,OTHER,HIGH,current G03FA11=levonorgestrel+estrogen mismatches actual ingredients (estradiol+norethindrone acetate); correct WHO code is G03FA01
1245286,A03BB03|R06AB04,KEEP_CURRENT,HIGH,route-filtered per-ingredient union matches current exactly
1302633,D04AX,KEEP_CURRENT,LOW,"no RxNav ATC data recoverable for ingredient(s); current value kept as best-available, unverified"
