rxcui,final_codes,fix_action,confidence,evidence
1013038,N01BB02,OTHER,HIGH,Injectable Solution (local infiltration anesthesia); N01BB02 = lidocaine injectable local anesthetic; drop cardiac/rectal/topical/oropharyngeal codes
1046965,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,KEEP_CURRENT,MED,belladonna alkaloids+phenobarbital(+scopolamine) combo (Donnatal-type); no dedicated WHO combo L5 exists; current_final already represents the honest per-ingredient set
1047125,D01AE12,KEEP_CURRENT,HIGH,"salicylic acid topical lotion/pad/cream/ointment/soap; D01AE12 (verified real WHO code, confirmed via RxNorm crosswalk) already correct; production wrongly adds N02BA04 (sodium salicylate - a different substance, systemic analgesic context)"
1049245,D08AJ01,OTHER,HIGH,"benzalkonium chloride/chlorhexidine topical antiseptic solution/foam/spray/pad/soap (skin disinfectant, not a medicated dressing); drop D09AA11/D09AA12 (medicated-dressing dosage-form context, wrong for a liquid/foam/pad hygiene product) and R02AA16/A01AB03/R02AA05 (oropharyngeal/dental, wrong route); second co-ingredient (allantoin / N-alkyl ethylbenzyl dimethyl ammonium chloride) has no WHO code"
1053206,D08AJ01,OTHER,HIGH,"benzalkonium chloride/chlorhexidine topical antiseptic solution/foam/spray/pad/soap (skin disinfectant, not a medicated dressing); drop D09AA11/D09AA12 (medicated-dressing dosage-form context, wrong for a liquid/foam/pad hygiene product) and R02AA16/A01AB03/R02AA05 (oropharyngeal/dental, wrong route); second co-ingredient (allantoin / N-alkyl ethylbenzyl dimethyl ammonium chloride) has no WHO code"
240422,V07AB,KEEP_CURRENT,MED,"saline/acetic-acid topical spray or irrigation solution; V07AB (bare L4, non-therapeutic products) is the honest classification; production substitutes unrelated oral/IV/ophthalmic-context mono codes for the same substance"
242538,M09AB03,KEEP_CURRENT,HIGH,bromelains(/papain) Oral Tablet/Capsule; M09AB03 = systemic enzyme context already correct; production wrongly adds gynecological/topical-wound-healing contexts
242623,A02AA04|A02AC01,OTHER,HIGH,"calcium carbonate/magnesium hydroxide Chewable Tab (antacid, e.g. Rolaids-type); A02AA04=magnesium hydroxide antacid, A02AC01=calcium carbonate ANTACID-context (not A12AA04 dietary-supplement context, which is the wrong indication for an antacid chewable); A02AD01 (magaldrate) is a different chemical complex, does not apply to a simple physical mixture"
260401,H02AB06,OTHER,HIGH,systemic prednisolone oral solution/injectable suspension; H02AB06 = systemic corticosteroid class; drop dental/GI-enema/hemorrhoid/ophthalmic/dual-route context codes not applicable to systemic administration
307829,D08AA02|J01EB05|S01AB02,KEEP_CURRENT,MED,allantoin/aminacrine/sulfisoxazole Vaginal Insert; no vaginal-specific code exists for either aminacrine or sulfisoxazole; current_final already lists the best-available codes
1000654,S01AB04|S01FB01|S01GA05,KEEP_CURRENT,HIGH,Vasosulf; all three codes ophthalmic-appropriate already; production wrong-route
307760,A02AA04|A02AB01,OTHER,HIGH,"aluminum hydroxide/magnesium hydroxide(/simethicone) antacid combo; A02AA04=magnesium hydroxide, A02AB01=aluminium hydroxide (both antacid-context, confirmed); A02AB02(algeldrate) and G04BX01 are different chemical entities/wrong-context misattributions; simethicone has no WHO code"
1656287,D01AE12,KEEP_CURRENT,HIGH,"salicylic acid topical lotion/pad/cream/ointment/soap; D01AE12 (verified real WHO code, confirmed via RxNorm crosswalk) already correct; production wrongly adds N02BA04 (sodium salicylate - a different substance, systemic analgesic context)"
1789199,D01AE12,KEEP_CURRENT,HIGH,"salicylic acid topical lotion/pad/cream/ointment/soap; D01AE12 (verified real WHO code, confirmed via RxNorm crosswalk) already correct; production wrongly adds N02BA04 (sodium salicylate - a different substance, systemic analgesic context)"
1794886,B05BB01,KEEP_CURRENT,HIGH,IV fluid replacement solution; B05BB01 already correct
106339,D10AB02|D11AC30,OTHER,MED,"salicylic acid/sulfur Medicated Shampoo; standardize to D10AB02(sulfur)+D11AC30(medicated shampoo ""other"", verified real WHO code) for consistency with sibling row 212996 (Meted, identical ingredient combo)"
1000948,D10AB02|D10AF06,KEEP_CURRENT,HIGH,sulfacetamide+sulfur topical acne combo already correctly coded; production drops sulfacetamide entirely
860090,R01BA01|R01BA03|R05DA03|R06AB05|R06AC01,KEEP_CURRENT,HIGH,oral decongestant/antihistamine/antitussive combo; R01BA0x is legit oral-systemic decongestant class (not nasal-topical); no dedicated combo L5 exists; current_final already the correct minimal per-ingredient set
1005806,D10AB02|D10AF06,KEEP_CURRENT,HIGH,sulfacetamide+sulfur topical acne combo already correctly coded; production drops sulfacetamide entirely
1006691,D10AF06,KEEP_CURRENT,HIGH,sulfacetamide sodium alone; D10AF06 correct; production wrongly substitutes sulfur code D10AB02 (different substance)
1039991,D08AJ01,OTHER,HIGH,"benzalkonium chloride/chlorhexidine topical antiseptic solution/foam/spray/pad/soap (skin disinfectant, not a medicated dressing); drop D09AA11/D09AA12 (medicated-dressing dosage-form context, wrong for a liquid/foam/pad hygiene product) and R02AA16/A01AB03/R02AA05 (oropharyngeal/dental, wrong route); second co-ingredient (allantoin / N-alkyl ethylbenzyl dimethyl ammonium chloride) has no WHO code"
1048075,R05FB02,KEEP_CURRENT,HIGH,"chlophedianol/guaifenesin/phenylephrine Oral Solution; R05FB02 = cough suppressants and expectorants dedicated combo bucket, already correct"
238936,D10AF02,KEEP_CURRENT,HIGH,erythromycin topical acne treatment; D10AF02 already correct; production wrongly substitutes systemic J01FA01
243508,A04AD01|N05CM05,KEEP_CURRENT,HIGH,scopolamine Injectable Solution; both antiemetic and sedative contexts plausible and already present; production wrongly substitutes different-substance butylscopolamine code
261177,D01AA01,KEEP_CURRENT,HIGH,nystatin Topical Powder; D01AA01 already correct topical antifungal; production adds wrong dental/GI routes
602598,G03AA12,OTHER,HIGH,drospirenone/ethinyl estradiol Oral Tablet (Yasmin-type); G03AA12 = dedicated drospirenone+ethinylestradiol combo code (verified real); drop mono-context codes (G03AC10/G03CA01) and wrong cancer-hormone context L02AA03
308074,A02AA04|A02AB01,OTHER,HIGH,"aluminum hydroxide/magnesium hydroxide(/simethicone) antacid combo; A02AA04=magnesium hydroxide, A02AB01=aluminium hydroxide (both antacid-context, confirmed); A02AB02(algeldrate) and G04BX01 are different chemical entities/wrong-context misattributions; simethicone has no WHO code"
206893,M01AE01,OTHER,HIGH,"plain oral ibuprofen tablet (OTC analgesic); M01AE01 = systemic anti-inflammatory/analgesic context; drop C01EB16 (cardiac IV/PDA-closure context), G02CC01 (gynecological context - already excluded by route matrix too), R02AX02 (oropharyngeal lozenge context) - none apply to a plain oral tablet"
846918,A02AA01|A06AD01,KEEP_CURRENT,MED,"plain magnesium carbonate capsule; ambiguous between antacid and laxative indication, both already present and plausible"
1094560,D02AB,KEEP_CURRENT,HIGH,"general topical zinc oxide paste/cream/ointment/powder; WHO/RxNorm crosswalk has no L5 beyond bare D02AB (Zinc products) for this substance in this context; production's C05AX04 (""zinc preparations"") is the hemorrhoid-specific class, wrong for a general (non-rectal) skin protectant"
434102,R01BA03|R05CA03,KEEP_CURRENT,HIGH,"same as 310639, ER tablet variant"
2118728,N02AJ22,KEEP_CURRENT,HIGH,hydrocodone/benzhydrocodone + paracetamol combo (Apadaz/Lortab); N02AJ22 dedicated combo code already correct; atcprod/production mono paracetamol code correctly rejected
857529,N02BA01|R05DA03,OTHER,LOW,"Azdone (aspirin/hydrocodone); same WHO gap as 857523, fallback to minimal per-ingredient set"
1049086,D04AB04|D08AJ08,OTHER,HIGH,"benzethonium chloride/benzocaine Topical Ointment; D04AB04=benzocaine topical, D08AJ08=benzethonium chloride topical antiseptic"
1794882,B05BB02,KEEP_CURRENT,HIGH,glucose/sodium chloride Injection; B05BB02 already correct
1810869,D08AJ01,OTHER,HIGH,"benzalkonium chloride/chlorhexidine topical antiseptic solution/foam/spray/pad/soap (skin disinfectant, not a medicated dressing); drop D09AA11/D09AA12 (medicated-dressing dosage-form context, wrong for a liquid/foam/pad hygiene product) and R02AA16/A01AB03/R02AA05 (oropharyngeal/dental, wrong route); second co-ingredient (allantoin / N-alkyl ethylbenzyl dimethyl ammonium chloride) has no WHO code"
1861581,A07AA02|D01AA01|G01AA01,KEEP_CURRENT,MED,BPCK pack - treated as ingredient-level (no single route filtering applies to packs per project convention)
1863554,D04AB01,OTHER,HIGH,"topical skin patch/gel; D04AB01 = lidocaine general topical anesthetic; drop C01BB01 (cardiac IV), C05AD01 (rectal), N01BB02 (injectable), R02AD02 (oropharyngeal) - all wrong context for skin product"
1867942,N01BB02,OTHER,HIGH,epinephrine/lidocaine injection [Xylocaine w/ Epi]; N01BB02 = lidocaine injectable local anesthetic; epinephrine is adjuvant vasoconstrictor w/ no separate code in this combo context
1242769,V07AB,OTHER,LOW,"sodium chloride ""Otic Solution"" [Aqua Maris] - branded as a nasal saline spray despite RxNorm dose-form tag; V07AB applied for consistency with other saline-spray rows"
1243780,N02AJ06|R01BA03|R05CA03,OTHER,HIGH,"acetaminophen/codeine/guaifenesin/phenylephrine; N02AJ06=codeine and paracetamol (verified in local snapshot); R01BA03=phenylephrine oral-systemic decongestant, R05CA03=guaifenesin expectorant (both remain as separate active components alongside the opioid-analgesic combo code)"
1244908,B03AA02|G03AA05,OTHER,HIGH,"Femcon Fe pack (EE/norethindrone + iron week); G03AA05 = norethisterone and ethinylestradiol (verified real, dedicated combo code); B03AA02 = ferrous fumarate for iron week; drop mono-context codes (G03AC01/G03CA01/G03DC02) and wrong cancer-hormone context L02AA03"
1294035,D07AA02|D04AB07,OTHER,MED,"plain ""Topical Cream"" (not rectal); D07AA02=hydrocortisone weak topical, D04AB07=pramoxine (pramocaine) general topical anesthetic"
1294192,R06AA02|R01BA03,OTHER,HIGH,"Robitussin Night Time (diphenhydramine/phenylephrine Oral Solution); R06AA02=diphenhydramine correct, R01BA03=phenylephrine oral-systemic decongestant (P1) - current_final was missing the phenylephrine component entirely; production wrongly uses ophthalmic/nasal-topical context codes"
1297952,D07AA02|D04AA32,OTHER,MED,"diphenhydramine/hydrocortisone Topical Spray; D07AA02=hydrocortisone topical, D04AA32=diphenhydramine topical antipruritic"
1313925,A11JC,KEEP_CURRENT,HIGH,multivitamin combination tablet/solution; bare-L4 (A11JA/A11JC) is WHO's shallow-classification ceiling for these multi-ingredient OTC vitamin products; already correct
1314629,C01CA06,OTHER,HIGH,phenylephrine Prefilled Syringe (injectable); C01CA06 = cardiac vasopressor context correct for IV use; drop hemorrhoid/oral-context codes
1359359,D06AX05|D04AB07,OTHER,LOW,"bacitracin/polymyxin B/pramoxine Topical Ointment; D06AX05=bacitracin topical antibiotic, D04AB07=pramoxine topical anesthetic; polymyxin B has no confirmed general-topical-skin WHO code (only ophthalmic/otic/systemic contexts exist) so it is dropped rather than mis-assigned"
1359608,A03BA01,KEEP_CURRENT,HIGH,atropine sulfate injectable/prefilled syringe; A03BA01 already correct; production wrongly adds ophthalmic S01FA01
1359743,N01BB02,OTHER,HIGH,"Prefilled Syringe, same as 1013038"
1362223,C05AA01|C05AD07,OTHER,MED,"Analpram/Prax rectal hemorrhoid kit; C05AA01=hydrocortisone, C05AD07=pramoxine (pramocaine) hemorrhoid-specific codes; drop eye/ear S01/S02 codes entirely wrong for this product"
1424050,C05AA01|C05AD01,OTHER,HIGH,"Rectal Cream [Rectacreme]; C05AA01=hydrocortisone hemorrhoid-specific, C05AD01=lidocaine hemorrhoid-specific anesthetic; drop A07EA02 (GI enema context), D07 codes (general skin context - wrong for rectal-labeled product)"
1426565,D08AJ01,OTHER,HIGH,"benzalkonium chloride/chlorhexidine topical antiseptic solution/foam/spray/pad/soap (skin disinfectant, not a medicated dressing); drop D09AA11/D09AA12 (medicated-dressing dosage-form context, wrong for a liquid/foam/pad hygiene product) and R02AA16/A01AB03/R02AA05 (oropharyngeal/dental, wrong route); second co-ingredient (allantoin / N-alkyl ethylbenzyl dimethyl ammonium chloride) has no WHO code"
1435897,D08AC02,OTHER,HIGH,"benzalkonium chloride/chlorhexidine topical antiseptic solution/foam/spray/pad/soap (skin disinfectant, not a medicated dressing); drop D09AA11/D09AA12 (medicated-dressing dosage-form context, wrong for a liquid/foam/pad hygiene product) and R02AA16/A01AB03/R02AA05 (oropharyngeal/dental, wrong route); second co-ingredient (allantoin / N-alkyl ethylbenzyl dimethyl ammonium chloride) has no WHO code"
1483772,D01AE12,KEEP_CURRENT,HIGH,"salicylic acid topical lotion/pad/cream/ointment/soap; D01AE12 (verified real WHO code, confirmed via RxNorm crosswalk) already correct; production wrongly adds N02BA04 (sodium salicylate - a different substance, systemic analgesic context)"
1494041,D08AJ01,OTHER,HIGH,"benzalkonium chloride/chlorhexidine topical antiseptic solution/foam/spray/pad/soap (skin disinfectant, not a medicated dressing); drop D09AA11/D09AA12 (medicated-dressing dosage-form context, wrong for a liquid/foam/pad hygiene product) and R02AA16/A01AB03/R02AA05 (oropharyngeal/dental, wrong route); second co-ingredient (allantoin / N-alkyl ethylbenzyl dimethyl ammonium chloride) has no WHO code"
1552231,D04AB04,OTHER,HIGH,"topical skin cream/ointment/lotion/spray/pad; D04AB04 = benzocaine general topical anesthetic; drop C05AD03 (hemorrhoid-specific, wrong for general skin) and other wrong-route additions"
1086356,D11AF,KEEP_CURRENT,HIGH,salicylic acid Medicated Patch [Compound W]; D11AF bare L4 correct
2184108,R01BA53,KEEP_CURRENT,HIGH,"same R01BA53 combo code, dexchlorpheniramine+phenylephrine tannate"
247139,D10AB02|D10AX02,KEEP_CURRENT,HIGH,"resorcinol/sulfur topical lotion/gel; both mono codes correct, already right"
284430,D11AX16,OTHER,HIGH,"eflornithine Topical Cream [Vaniqa]; D11AX16 = topical dermatological eflornithine; drop P01CX03 (systemic antiprotozoal, wrong route)"
1856552,J01CE08|J01CE09,OTHER,HIGH,"penicillin G benzathine/procaine combo [BenzaPen]; drop J01CE01 (plain benzylpenicillin, not the salt forms actually present)"
1860083,D02AB,KEEP_CURRENT,HIGH,"general topical zinc oxide paste/cream/ointment/powder; WHO/RxNorm crosswalk has no L5 beyond bare D02AB (Zinc products) for this substance in this context; production's C05AX04 (""zinc preparations"") is the hemorrhoid-specific class, wrong for a general (non-rectal) skin protectant"
1865292,D04AB01,OTHER,HIGH,"topical skin patch/gel; D04AB01 = lidocaine general topical anesthetic; drop C01BB01 (cardiac IV), C05AD01 (rectal), N01BB02 (injectable), R02AD02 (oropharyngeal) - all wrong context for skin product"
1869605,H02AB02,OTHER,HIGH,dexamethasone Oral Tablet taper pack; systemic route -> H02AB02 (systemic corticosteroid) alone; drop dental/hemorrhoid/dermatological-potency/ophthalmic/otic/dual-route codes not applicable to an oral tablet
1251771,R01BA02|R06AA02,KEEP_CURRENT,HIGH,oral decongestant/antihistamine/antitussive combo; R01BA0x is legit oral-systemic decongestant class (not nasal-topical); no dedicated combo L5 exists; current_final already the correct minimal per-ingredient set
1293466,B05BB,KEEP_CURRENT,HIGH,"Multitrace-4 IV trace-element solution; B05BB (bare L4, IV electrolyte/trace-element solutions) is the correct classification; production substitutes wrong oral-supplement/antidote contexts"
1301161,R02AD01,KEEP_CURRENT,HIGH,"benzocaine Oral Lozenge [Cepacol]; R02AD01 oropharyngeal-specific, already correct"
1305135,A06AA02|A11CC05|A11GA01|A11HA02|B03AA02|B03BB01,KEEP_CURRENT,MED,"multivitamin/mineral capsule; per-ingredient breakdown already reasonable, no combo code exists"
1307073,A03BB03|R01BA02|R06AB04,KEEP_CURRENT,HIGH,oral decongestant/antihistamine/antitussive combo; R01BA0x is legit oral-systemic decongestant class (not nasal-topical); no dedicated combo L5 exists; current_final already the correct minimal per-ingredient set
1359083,N02BA51,OTHER,LOW,"Painaid ESF (acetaminophen/aspirin/caffeine); no dedicated triple-combo code exists; N02BA51 (aspirin combinations excl. psycholeptics, verified real) used as the representative combo bucket per WHO convention for OTC analgesic-adjuvant combos"
1441385,A02AC01|A12AA04,KEEP_CURRENT,MED,"plain calcium carbonate capsule; genuinely ambiguous between antacid and dietary-supplement indication, both codes already present and plausible"
1485332,G03AA05,KEEP_CURRENT,HIGH,Vyfemla pack; already correctly using dedicated combo code G03AA05
1488333,D04AB01,OTHER,MED,"benzyl alcohol/lidocaine Topical Spray (pain relief); D04AB01=lidocaine general topical anesthetic; benzyl alcohol's only confirmed WHO code (P03AX06, anti-lice) does not apply to this pain-relief context, so it is dropped; drop C05AD01 (hemorrhoid-specific, wrong route)"
1489299,D04AX,KEEP_CURRENT,MED,"calamine/zinc oxide diaper rash cream; D04AX (bare L4, other antipruritics) is the closest honest classification; calamine has no WHO code"
1921723,G03AB03|G03CA01,OTHER,HIGH,"Lo Simpesse extended-cycle pack (EE-only priming week + EE/levonorgestrel combined weeks); G03AB03 = levonorgestrel and ethinylestradiol (verified real, present in atcprod_candidate); G03CA01 = ethinylestradiol alone for priming week; drop unrelated G03AA08 (medroxyprogesterone+EE)"
1922727,R01BA02|R06AA02,KEEP_CURRENT,HIGH,oral decongestant/antihistamine/antitussive combo; R01BA0x is legit oral-systemic decongestant class (not nasal-topical); no dedicated combo L5 exists; current_final already the correct minimal per-ingredient set
1943549,H02AB02,OTHER,HIGH,dexamethasone Oral Tablet taper pack; systemic route -> H02AB02 (systemic corticosteroid) alone; drop dental/hemorrhoid/dermatological-potency/ophthalmic/otic/dual-route codes not applicable to an oral tablet
1243393,A12AX,KEEP_CURRENT,HIGH,"calcium citrate/carbonate + cholecalciferol Oral Tablet; A12AX (bare L4, ""calcium, combinations with vitamin D"") is the correct dedicated combo classification; production wrongly splits into mono-vitamin-D or mono-calcium codes, dropping the other active"
1363648,R01BA03|R06AB01,KEEP_CURRENT,HIGH,oral decongestant/antihistamine/antitussive combo; R01BA0x is legit oral-systemic decongestant class (not nasal-topical); no dedicated combo L5 exists; current_final already the correct minimal per-ingredient set
1482656,D01AC08|D08AC02,OTHER,HIGH,"chlorhexidine/ketoconazole topical shampoo/lotion/pad/spray; D01AC08=ketoconazole topical antifungal, D08AC02=chlorhexidine topical antiseptic; drop D09AA12 (dressing-context) and wrong-route additions (dental/systemic/vaginal/oropharyngeal); salicyloyl phytosphingosine has no WHO code"
1541115,S01CB03,OTHER,HIGH,"Vetropolycin HC - identical 4-ingredient combo to 688701, same treatment"
1550957,M01AE57,KEEP_CURRENT,HIGH,"Aleve PM (naproxen+diphenhydramine); M01AE57 verified real dedicated combo code; atcprod M01AE02 is naproxen-mono, correctly rejected per combo-preference rule"
1551498,S02AA14|S02BA07,OTHER,MED,"betamethasone/gentamicin Otic Solution [Gentaotic]; no dedicated S02CA code exists for betamethasone (WHO gap); fall back to route-specific mono codes S02AA14(gentamicin otic)+S02BA07(betamethasone otic), drop S03 dual-route duplicates"
1593295,A01AA01,OTHER,HIGH,"sodium fluoride dental caries prophylactic (mouthwash/toothpaste/chewable/foam/gel); A01AA01 = dental fluoride context; drop A12CD01 (systemic mineral-supplement context, wrong indication for a topical dental fluoride product)"
1427410,D02AB,KEEP_CURRENT,HIGH,"general topical zinc oxide paste/cream/ointment/powder; WHO/RxNorm crosswalk has no L5 beyond bare D02AB (Zinc products) for this substance in this context; production's C05AX04 (""zinc preparations"") is the hemorrhoid-specific class, wrong for a general (non-rectal) skin protectant"
1600927,N02BA03|N06BC01,KEEP_CURRENT,HIGH,caffeine/choline salicylate Oral Solution; no combo-suffix code exists for choline salicylate; current_final already the correct minimal per-ingredient set; production drops choline salicylate entirely
1606208,D11AC|A11HA02|A12CB02,OTHER,LOW,"pyridoxine/salicylic acid/zinc gluconate Medicated Shampoo [Keratolux]; D11AC (salicylic acid, shampoo class) + A11HA02 (pyridoxine) + A12CB02 (zinc gluconate); genuine ambiguity, no combo code exists for this unusual 3-ingredient shampoo"
1362791,R01BA03|R05DA03|R06AB02,KEEP_CURRENT,HIGH,oral decongestant/antihistamine/antitussive combo; R01BA0x is legit oral-systemic decongestant class (not nasal-topical); no dedicated combo L5 exists; current_final already the correct minimal per-ingredient set
1372560,M02AC,KEEP_CURRENT,HIGH,"capsaicin/menthol/methyl salicylate topical counterirritant rub; M02AC (bare L4, ""other"" topical joint/muscle pain products) is WHO's classification ceiling for this OTC combo; production's N01BX04 is the prescription-patch (Qutenza) context, wrong for an OTC rub"
1441398,A11GA01,OTHER,HIGH,"ascorbic acid/collagen Oral Capsule (dietary supplement); A11GA01=ascorbic acid; collagen's only confirmed WHO codes are wrong-context (hemostatic B02BC07, urological G04BX11) for an oral supplement, so dropped"
1600974,D04AB04,OTHER,HIGH,"topical skin cream/ointment/lotion/spray/pad; D04AB04 = benzocaine general topical anesthetic; drop C05AD03 (hemorrhoid-specific, wrong for general skin) and other wrong-route additions"
1536470,A02AH,KEEP_CURRENT,MED,citric acid/sodium bicarbonate Effervescent Oral Tablet (antacid); A02AH bare L4 antacid-combination classification is reasonable; production substitutes a digestive-aid-context citric acid code
1549308,D08AE04|D02AB,OTHER,MED,"triclosan/zinc oxide Topical Powder; D08AE04=triclosan topical antiseptic, D02AB=zinc oxide protectant class; drop D09AA06 (medicated-dressing context, wrong dosage form for a powder)"
1804844,D01AE12,KEEP_CURRENT,HIGH,"salicylic acid topical lotion/pad/cream/ointment/soap; D01AE12 (verified real WHO code, confirmed via RxNorm crosswalk) already correct; production wrongly adds N02BA04 (sodium salicylate - a different substance, systemic analgesic context)"
197324,D10AX01,OTHER,HIGH,"aluminum chloride Topical Solution (antiperspirant, Drysol-type); D10AX01 = aluminium chloride (confirmed real, attached in RxNorm ATC crosswalk); more specific/evidence-backed than bare current_final D11AA which has zero crosswalk attachment"
1244632,G03AB03|G03CA01,OTHER,HIGH,"Amethia Lo pack, identical structure to 1921723"
1248032,A06AA02|A06AB04,KEEP_CURRENT,HIGH,"docusate sodium/phenolphthalein [Unilax]; both mono codes correct (stool softener + stimulant laxative, different mechanism classes); production drops docusate"
1291099,R02AA06|R02AD01,KEEP_CURRENT,HIGH,benzocaine/cetylpyridinium/zinc chloride Mucosal Spray; already correct oropharyngeal codes
1297387,A01AA01,OTHER,HIGH,"sodium fluoride dental caries prophylactic (mouthwash/toothpaste/chewable/foam/gel); A01AA01 = dental fluoride context; drop A12CD01 (systemic mineral-supplement context, wrong indication for a topical dental fluoride product)"
1360388,C01DA02,OTHER,HIGH,"nitroglycerin Transdermal System; C01DA02 = systemic anti-anginal context correct; drop C05AE01 (anal fissure treatment context, wrong for a systemic transdermal patch)"
197665,G03EK01,OTHER,MED,estrogens conjugated/methyltestosterone (Estratest-type); G03EK01 = methyltestosterone in the dedicated androgen+estrogen combination class; drop mono-context G03BA02/G03CA57
1542988,N02AJ23,OTHER,HIGH,Xylon (hydrocodone+ibuprofen); N02AJ23 = hydrocodone and ibuprofen (confirmed in local WHO snapshot data/who-atc-snapshots/N02AJ.json); dedicated combo code supersedes per-ingredient mono breakdown
1551512,A06AD19,OTHER,HIGH,"magnesium citrate Oral Solution (laxative use); A06AD19 = magnesium citrate osmotic-laxative context correct; drop A12CC04 (dietary-supplement context) and B05CB03 (irrigating-solution context), both wrong indication for a laxative solution"
1594962,S01XA20,KEEP_CURRENT,HIGH,mineral oil/petrolatum Ophthalmic lubricant; S01XA20 already correct; production wrongly substitutes oral-laxative context A06AA01
1604564,A07FA51,KEEP_CURRENT,MED,folic acid/probiotic combo capsule; A07FA51 (probiotic+other combination context) already more specific than production's mono folic-acid substitution
628955,A12BA01,KEEP_CURRENT,HIGH,"potassium chloride oral supplement tablet; A12BA01 already correct; production adds IV-additive context B05XA01, wrong route"
637551,B05BB01,KEEP_CURRENT,HIGH,IV fluid replacement solution; B05BB01 already correct
688701,S01CB03,OTHER,HIGH,"Cortisporin Ophthalmic Ointment (bacitracin+hydrocortisone+neomycin+polymyxin B); S01CB03 = hydrocortisone ophthalmic antiinfective-combination code (confirmed attached in RxNorm ATC crosswalk); drop per-antibiotic mono codes (S01AA03/18/32), plain-steroid mono (S01BA02), and dual ophthalmic/otic duplicates (S03AA01/03) - all redundant once the combo code is used"
747236,B01AC06,OTHER,MED,aspirin 81mg Disintegrating Tablet [Fasprin] - low antiplatelet dose/chewable form; B01AC06 (antiplatelet) context predominant at this dose; drop dental A01AD05 and analgesic N02BA01
795728,N02BA01,OTHER,MED,aspirin 488mg Delayed Release Tablet - analgesic dose; N02BA01 (analgesic) context predominant; drop dental A01AD05 and antiplatelet B01AC06
992739,A03BB06,KEEP_CURRENT,HIGH,"homatropine methylbromide Oral Tablet [Homapin]; A03BB06 (GI antispasmodic quaternary-ammonium compound) already correct; production substitutes S01FA05 which is plain ""homatropine"" (a different, ophthalmic-mydriatic compound) - wrong substance"
