rxcui,final_codes,fix_action,confidence,evidence
1291383,C05AA01,OTHER,MEDIUM,"Hydrocortisone acetate 25 MG Rectal Suppository [Proctosol] — low-dose hemorrhoidal suppository; C05AA01 fits the labeled indication/dose better than A07EA02 (WHO's higher-dose intestinal/proctitis code, confirmed via ATCPROD on the 100 mg foam RxCUI 1545172)."
1370750,D07AA02,OTHER,MEDIUM,"Hydrocortisone valerate Topical Ointment; WHO carries no separate 'hydrocortisone valerate' L5 (only butyrate/buteprate/aceponate esters are separately coded), so the base weak-plain code D07AA02 applies."
1426861,D07CC01,OTHER,HIGH,Betamethasone+gentamicin Topical Spray [GentaVed]; D07CC01 'betamethasone and antibiotics' is the WHO-confirmed dedicated combo class.
1811916,B01AC56,KEEP_CURRENT,HIGH,"Aspirin+omeprazole Delayed Release Oral Tablet [Yosprala]; B01AC56 'acetylsalicylic acid, combinations with proton pump inhibitors' confirmed on the live WHO ATC/DDD index — the dedicated combo code, preferred over ATCPROD's omeprazole-monotherapy candidate."
1250734,D01AE04,KEEP_CURRENT,HIGH,"Undecylenic acid Topical Cream [Vite20], single ingredient; D01AE04 already correct; production's D01AE20 'combinations' does not apply."
1367429,M01AE02|R01BA02,OTHER,MEDIUM,"Naproxen+pseudoephedrine ER Oral Tablet; per-ingredient minimal set: M01AE02 (naproxen, general NSAID, not the dysmenorrhea-specific G02CC02) + R01BA02 (pseudoephedrine, legitimately oral/systemic)."
1374392,H02AB02,OTHER,HIGH,Dexamethasone acetate Injectable Suspension [Dalalone] — systemic/IM corticosteroid; H02AB02 correct; A01AC02/C05AA09/S03BA01 are wrong-route noise.
1429379,C05AA01,OTHER,MEDIUM,Hydrocortisone acetate 25 MG Rectal Suppository [Rectacort-HC] — same hemorrhoidal-suppository shape as Proctosol.
198098,R01BA01|R01BA03|R05CA03,OTHER,MEDIUM,"Guaifenesin+phenylephrine+phenylpropanolamine Oral Capsule (dual decongestant + expectorant, no dedicated combo L5); per-ingredient minimal set of all three route-correct oral/systemic codes."
1543172,D01AE12,OTHER,MEDIUM,Salicylic acid Topical Gel [Broda Acne Spa]; current_final's D11AF (wart/anti-corn class) is the wrong indication for an acne gel; D01AE12 (matches production) is the better default absent ATCPROD settlement.
1940239,D01AE12,OTHER,HIGH,Pack of salicylic acid liquid-soap + cream; D01AE12 (salicylic acid) correct; N02BA04/N02BA12 (oral salicylate analgesics) and S01BC08 (ophthalmic NSAID) are wrong-indication noise.
1309063,R01BA03|R05DA03,KEEP_CURRENT,MEDIUM,"Hydrocodone+phenylephrine Oral Solution, 2-ingredient (no antihistamine/expectorant); current_final's per-ingredient minimal set already correct (R01BA legitimately oral/systemic despite the production-column's known R01B route-filter bug dropping it)."
1363826,R01BA03,KEEP_CURRENT,HIGH,Phenylephrine tannate Oral Suspension [Nasop] — oral systemic decongestant; R01BA03 already correct; production's R01AA04/S01FB01/S01XA20 (nasal/ophthalmic) are wrong route.
1534788,D09AA12,OTHER,MEDIUM,"Chlorhexidine gluconate Medicated Pad; D09AA12 (chlorhexidine, medicated dressings) fits the pad/dressing dose form better than the plain-solution code D08AC02."
1923410,A07FA51,KEEP_CURRENT,HIGH,"Folic acid+Lacticaseibacillus casei (probiotic) Oral Powder; A07FA51 confirmed as 'lactic acid producing organisms, combinations' — the dedicated WHO combo code, correctly already in current_final."
1248448,A01AA01,OTHER,HIGH,Sodium fluoride Mouthwash [Rembrandt]; A01AA01 (dental caries-prophylactic fluoride) is route-correct; A12CD01 (systemic mineral-supplement fluoride) is wrong route for a mouthwash.
1362948,B01AB01,OTHER,HIGH,Heparin sodium (porcine) Injectable Solution — systemic anticoagulant; B01AB01 correct; C05BA03 (topical heparin for hemorrhoids) is wrong route.
1364100,D08AE05|D08AE04,OTHER,MEDIUM,Chloroxylenol+triclosan Medicated Liquid Soap; per-ingredient minimal set of the two plain-antiseptic codes; D09AA06 (triclosan medicated-dressing code) doesn't fit a liquid soap dose form.
1545172,A07EA02,OTHER,HIGH,"Hydrocortisone acetate 100 MG/ML Rectal Foam; A07EA02 (intestinal/proctitis corticosteroid) ATCPROD/production-confirmed for this high-dose foam; C05AA01 (hemorrhoid class, lower-dose-suppository context) doesn't apply here."
1648122,D02AB,KEEP_CURRENT,HIGH,Zinc acetate Topical Spray [Derma Gran]; D02AB 'Zinc products' terminal L4 (no WHO L5 exists) already correct regardless of zinc salt; ATCPROD's A16AX05 (oral/systemic zinc) is wrong route.
1599816,M02AB01,KEEP_CURRENT,HIGH,"Capsaicin (0.05%)+menthol Medicated Patch; M02AB01 is WHO's OTC-strength topical-analgesic capsaicin code (menthol uncoded); N01BX04 is the separate high-concentration (8%, Qutenza-shape) neuropathic-pain capsaicin code, not applicable at this low strength."
1485220,D02AA,KEEP_CURRENT,HIGH,Dimethicone Topical Lotion/Cream (skin-protectant/moisturizer); D02AA 'Silicone products' has no WHO L5 subdivision (confirmed live) — the L4 code is complete/correct. ATCPROD's P03AX05 (scabicide class) is the wrong indication.
1602161,D02AA,KEEP_CURRENT,HIGH,Dimethicone Topical Lotion/Cream (skin-protectant/moisturizer); D02AA 'Silicone products' has no WHO L5 subdivision (confirmed live) — the L4 code is complete/correct. ATCPROD's P03AX05 (scabicide class) is the wrong indication.
1432514,D02AB,KEEP_CURRENT,HIGH,Zinc oxide Topical Cream [Baby Butz Diaper Rash] — same D02AB terminal-L4 reasoning.
1440191,D02AA,KEEP_CURRENT,HIGH,Dimethicone Topical Lotion/Cream (skin-protectant/moisturizer); D02AA 'Silicone products' has no WHO L5 subdivision (confirmed live) — the L4 code is complete/correct. ATCPROD's P03AX05 (scabicide class) is the wrong indication.
644287,D04AB01,KEEP_CURRENT,HIGH,"Lidocaine+tetracaine Medicated Patch; D04AB01 (lidocaine, topical anesthetic) already correct route/form; ATCPROD's D04AB06 names tetracaine specifically but D04AB01 (lidocaine, the co-listed/higher-profile ingredient) is an equally valid per-ingredient pick — kept as-is given no dedicated lidocaine+tetracaine combo L5 exists."
744790,R02AD01,KEEP_CURRENT,HIGH,Benzocaine+glycerin Mucosal Spray; R02AD01 (throat/oropharyngeal local anesthetic) already correct; glycerin is a vehicle.
645651,D10AD01,KEEP_CURRENT,HIGH,Tretinoin Topical Gel [Tretin X] for acne; D10AD01 already correct; L01XX14 is a retired systemic-oncology tretinoin code (current WHO systemic code is L01XF01) and doesn't apply to a topical gel regardless.
753273,G03AA05,OTHER,HIGH,Ethinyl estradiol+norethindrone Oral Tablet pack; G03AA05 is the dedicated WHO combo code (already in production); replaces split ingredient-level noise in current_final.
702022,B03AA02|B03BB01,KEEP_CURRENT,HIGH,Ferrous fumarate+folic acid Oral Solution; per-ingredient minimal set already correct (B03AA02 ferrous fumarate + B03BB01 folic acid); no dedicated combo L5 found.
310474,J01GB03,OTHER,HIGH,Gentamicin 100 mL Injection — large-volume systemic IV/IM antibiotic; J01GB03 correct; D06AX07/S03AA06 (topical/otic) are wrong-route noise.
884198,C02LC01,KEEP_CURRENT,HIGH,Chlorthalidone+clonidine 0.2 MG Oral Tablet; C02LC01 (imidazoline-agonist clonidine + diuretic combo) already the WHO-dedicated combo code.
900500,D07AA02,OTHER,HIGH,Hydrocortisone Topical Lotion [Excel Pet]; D07AA02 (weak plain topical) correct; C05AA01(hemorrhoid)/D07AB02/D07AB11(butyrate/buteprate esters)/D07AC16(aceponate ester)/D07XA01(only for true combos) are wrong-route/wrong-ester noise.
308857,D10AX02,KEEP_CURRENT,HIGH,Calamine+resorcinol+sulfur Topical Cream; D10AX02 already correct (matches production); S01AX06 (ophthalmic) is wrong route.
311953,C10AD02,OTHER,HIGH,Niacin Oral Tablet/Solution — lipid-regulating; C10AD02 (nicotinic acid) correct; C04AC01 is the wrong niacin code for this product.
1087238,B03AE01,OTHER,HIGH,"Ascorbic acid+docusate+folic acid+iron+B12 Oral Tablet [Ferraplus]; B03AE01 'iron, vitamin B12 and folic acid' is the specific WHO L5 matching this exact ingredient profile — upgrades the bare L4 B03AE currently used."
198302,H02AB08,OTHER,HIGH,Triamcinolone Oral Tablet [Aristocort] — systemic oral corticosteroid; H02AB08 correct; A01AC01/C05AA12/R03BA06 are wrong-route noise.
801636,B05BA01,OTHER,HIGH,Multi-amino-acid Injectable Solution (TPN/parenteral-nutrition formula); B05BA01 'amino acids' is the correct single WHO code; the long list of individual-amino-acid ATC codes in current_final is ingredient-level pollution (each amino acid's own unrelated-indication ATC entry).
686538,B05BA03,OTHER,HIGH,"Glucose Injectable Solution (dextrose IV infusion, no electrolytes); B05BA03 'carbohydrates' (parenteral nutrition) is correct; current_final/production mix in oral-supplement/irrigation/additive-class noise."
309350,D07AA02|D08AH30,OTHER,MEDIUM,Clioquinol+hydrocortisone Topical Lotion (same combo as RxCUI 1442848 at a different strength); same per-ingredient minimal reasoning: D07AA02 (hydrocortisone) + D08AH30 (clioquinol).
204627,B03AA07,KEEP_CURRENT,HIGH,"Ferrous sulfate Oral Tablet; B03AA07 already correct; production's B03AA01 (ferrous glycine sulfate, a different salt) doesn't match this product's named salt."
206526,S02CA03,OTHER,HIGH,Hydrocortisone+neomycin+polymyxin B Otic Suspension/Solution; S02CA03 'hydrocortisone and antiinfectives' (WHO's dedicated otic corticosteroid+antibiotic combo class) supersedes the plain per-ingredient otic codes present as noise.
802049,J07AM51,KEEP_CURRENT,HIGH,"Diphtheria+tetanus toxoid vaccine, Injectable Suspension; J07AM51 already correct dedicated combo code."
806384,S01XA20,OTHER,LOW,Multi-electrolyte+glutathione Ophthalmic Solution (intraocular BSS-Plus-shape irrigating solution); no dedicated WHO code identified for intraocular irrigating solutions — S01XA20 is the closest bucket. V03AB32 (glutathione as antidote) is the wrong indication.
308494,S01AA30,OTHER,HIGH,"Bacitracin+neomycin+polymyxin B Ophthalmic Ointment (triple-antibiotic, no steroid, Neosporin-Ophthalmic shape); S01AA30 'combinations of different antibiotics' is WHO's dedicated ophthalmic multi-antibiotic combo class."
896870,G03GA01,KEEP_CURRENT,HIGH,Chorionic gonadotropin Injectable Solution; G03GA01 already correct fertility-indication code.
618285,R01BA03|R05CA03,KEEP_CURRENT,MEDIUM,Guaifenesin+phenylephrine ER Oral Tablet; per-ingredient minimal set already correct (R01B legitimately oral/systemic).
636830,R01BA03|R05CA09|R05DB05,KEEP_CURRENT,MEDIUM,"Carbetapentane+phenylephrine+potassium guaiacolsulfonate Oral Solution; per-ingredient minimal set already correct for the two WHO-coded actives (phenylephrine, guaiacolsulfonate) plus pentoxyverine-class R05DB05 for carbetapentane (structurally analogous cough suppressant); no dedicated combo L5 found."
702662,N01BA03,OTHER,HIGH,Tetracaine Injectable Solution [Pontocaine] — systemic/spinal local anesthetic; N01BA03 correct; C05AD02 (hemorrhoid) is wrong route.
701984,S01XA20,KEEP_CURRENT,HIGH,Mineral oil+petrolatum Ophthalmic Ointment (lubricant eye ointment); S01XA20 already correct; A06AA01 (oral/rectal) is wrong route.
2050430,D10AB02,KEEP_CURRENT,HIGH,"Salicylic acid+sulfur Topical Ointment; D10AB02 (sulfur, anti-acne) already correct anchor; matches production."
758487,A02BC03|M01AE02,OTHER,MEDIUM,"Pack: lansoprazole capsule + naproxen tablet [Prevacid NapraPac]; per-component minimal set: A02BC03 (lansoprazole, PPI) + M01AE02 (naproxen, general NSAID — not the dysmenorrhea-specific G02CC02, and not the topical M02AA12)."
310230,G03AA07,KEEP_CURRENT,HIGH,Ethinyl estradiol+levonorgestrel Oral Tablet; G03AA07 already an exact structural WHO match; ATCPROD names the wrong progestin.
1088926,C01EB09,OTHER,MEDIUM,"Ubidecarenone (CoQ10)+vitamin E Oral Solution; C01EB09 (ubidecarenone, cardiac) is the more specific WHO code than current_final's bare L4 C01EX; vitamin E is a minor/vehicle component here."
313786,S02CA03,OTHER,HIGH,"Acetic acid+hydrocortisone Otic Solution; S02CA03 'hydrocortisone and antiinfectives' (acetic acid serving the antiinfective role) is the dedicated otic combo class, more specific than the bare current_final L4 S02CA."
315048,R05FA02,OTHER,MEDIUM,"Codeine+guaifenesin+phenylephrine Oral Solution; R05FA02 'opium derivatives and expectorants' (codeine+guaifenesin) is the dedicated WHO combo code, matching the precedent already used for RxCUI 858967/1792707/996708 with this exact ingredient shape; decongestant folds in per that precedent."
830638,B05BA01,OTHER,HIGH,Multi-amino-acid Injectable Solution (TPN/parenteral-nutrition formula); B05BA01 'amino acids' is the correct single WHO code; the long list of individual-amino-acid ATC codes in current_final is ingredient-level pollution (each amino acid's own unrelated-indication ATC entry).
884196,C02LC01,OTHER,HIGH,Chlorthalidone+clonidine 0.1 MG Oral Tablet [Clorpres] — identical combo shape to RxCUI 884198 (different clonidine dose); C02LC01 is the same dedicated WHO combo code.
199239,A09AB02,KEEP_CURRENT,HIGH,Betaine hydrochloride Oral Tablet; A09AB02 already correct; production's A16AA06 (betaine as a different rare-disease indication code) doesn't apply to this digestive-aid product.
309785,B05BB02,OTHER,MEDIUM,Glucose+sodium/potassium chloride Injection (dextrose+saline+/-KCl IV infusion); B05BB02 'electrolytes with carbohydrates' fits the combined dextrose+electrolyte composition better than plain B05BB01 or oral-supplement/irrigation-class noise.
377010,A16AX,KEEP_CURRENT,MEDIUM,Fructose/glucose/phosphoric acid Oral Solution [Emetrol shape]; bare L4 A16AX kept as the best-available bucket; no more specific antiemetic-solution L5 identified.
809555,A12AX,KEEP_CURRENT,HIGH,"Calcium carbonate+cholecalciferol Oral Tablet; A12AX 'calcium, combinations with vitamin D and/or other drugs' terminal L4 already correct (no WHO L5 subdivision exists); ATCPROD/production's vitamin-D-only code misses the calcium component."
668664,A02AA04,OTHER,HIGH,Magnesium hydroxide Chewable Tablet [Phillips Milk of Magnesia]; A02AA04 (magnesium hydroxide) already correct — WHO does not carry a separate laxative-dose code for magnesium hydroxide; G04BX01 (urological) is wrong route/indication.
656780,A01AA01,OTHER,HIGH,Hydrofluoric acid+sodium fluoride Oral Gel — dental fluoride treatment gel; A01AA01 (dental caries-prophylactic fluoride) is route-correct; A12CD01 (systemic supplement) is wrong route.
750244,G03AA06,KEEP_CURRENT,HIGH,Ethinyl estradiol+norgestrel pack [Low-Ogestrel]; G03AA06 already an exact match.
309767,B05BA03,OTHER,HIGH,"Glucose Injectable Solution (dextrose IV infusion, no electrolytes); B05BA03 'carbohydrates' (parenteral nutrition) is correct; current_final/production mix in oral-supplement/irrigation/additive-class noise."
312260,J01CE01,OTHER,MEDIUM,"Penicillin G Oral Tablet; J01CE01 (plain benzylpenicillin) is the best-fit systemic-oral code; J01CE08/J01CE09 (benzathine/procaine, both IM depot salts) don't match an oral tablet dose form."
2049593,C08CA01,USE_ATCPROD,HIGH,"Amlodipine+celecoxib Oral Tablet [Consensi]; adopts ATCPROD's C08CA01 (amlodipine, general antihypertensive) — no dedicated amlodipine+celecoxib combo L5 exists in WHO, and celecoxib's own NSAID indication is unrelated to the antihypertensive combo's classification purpose; current_final's C08CA51 is not a real WHO code (no 'amlodipine, combinations' entry confirmed)."
312879,D01AE12,KEEP_CURRENT,MEDIUM,"Salicylic acid 12.2% Topical Solution, no brand/ATCPROD signal; D01AE12 kept as the best-evidenced default (matches production)."
340276,S01HA03,KEEP_CURRENT,HIGH,Tetracaine Ophthalmic Ointment; S01HA03 (ophthalmic local anesthetic) already correct.
831834,A01AA01,OTHER,HIGH,Hydrofluoric acid+sodium fluoride Oral Foam — dental fluoride treatment; A01AA01 route-correct; A12CD01 wrong route.
308323,N02BE01,KEEP_CURRENT,MEDIUM,"Acetaminophen+calcium/magnesium carbonate Oral Tablet; N02BE01 (acetaminophen) already the reasonable anchor pick; the calcium/magnesium components are acting as antacid buffer, not independently indicated."
754766,G01AF01,KEEP_CURRENT,HIGH,"Metronidazole Vaginal Gel [MetroGel]; G01AF01 (metronidazole, gynecological antiinfective) already correct; production's D06BX01 (topical dermatologic metronidazole) is wrong route for a vaginal gel."
746083,S01XA20,KEEP_CURRENT,HIGH,Mineral oil+petrolatum Ophthalmic Ointment (lubricant eye ointment); S01XA20 already correct; A06AA01 (oral/rectal) is wrong route.
749759,G03AA05,OTHER,HIGH,Ethinyl estradiol+norethindrone triphasic pack; G03AA05 dedicated combo code (already in production) replaces the split ingredient-level codes in current_final.
750254,G03AA01,OTHER,HIGH,Ethinyl estradiol+ethynodiol diacetate pack [Demulen]; G03AA01 'etynodiol and ethinylestradiol' is the dedicated WHO combo code.
1088885,D10AD02,KEEP_CURRENT,MEDIUM,"Tocopherol acetate+vitamin A palmitate Topical Cream [Lazer Creme]; D10AD02 (retinol, topical anti-acne/retinoid class) kept as the closest available code for this topical vitamin-A-based cream; production's oral-vitamin codes (A11CA01/A11HA03) are wrong route."
206514,S02CA03,OTHER,HIGH,Hydrocortisone+neomycin+polymyxin B Otic Suspension/Solution; S02CA03 'hydrocortisone and antiinfectives' (WHO's dedicated otic corticosteroid+antibiotic combo class) supersedes the plain per-ingredient otic codes present as noise.
2045196,G03AA12,KEEP_CURRENT,HIGH,Drospirenone+ethinyl estradiol pack [Zumandimine]; G03AA12 already an exact match.
403855,C09DA08,KEEP_CURRENT,HIGH,Hydrochlorothiazide+olmesartan Oral Tablet; C09DA08 'olmesartan and diuretics' already the correct dedicated WHO combo code; production's C03AA03 (HCTZ alone) misses the ARB component.
748974,G03DC02,OTHER,HIGH,"Norethindrone-only pack [Nor-QD 28 Day] — progestin-only 'minipill', no estrogen; G03DC02 (norethisterone, progestin-only class) is correct, matching production; current_final's added G03AC01 (a different-context code) doesn't apply to a progestin-only pack."
359937,R01BA03|R05CA03,KEEP_CURRENT,MEDIUM,Guaifenesin+phenylephrine ER Oral Tablet; per-ingredient minimal set already correct.
800294,B05BA01,OTHER,HIGH,Multi-amino-acid Injectable Solution (TPN/parenteral-nutrition formula); B05BA01 'amino acids' is the correct single WHO code; the long list of individual-amino-acid ATC codes in current_final is ingredient-level pollution (each amino acid's own unrelated-indication ATC entry).
806674,V03AB06,OTHER,HIGH,Sodium chloride+sodium sulfite+sodium thiosulfate Injectable Solution — cyanide-antidote-kit component; V03AB06 'thiosulfate' (already in current_final) is correct; electrolyte-class noise dropped.
853460,B05BB01,OTHER,MEDIUM,Magnesium chloride+sodium bicarbonate+sodium chloride Injectable Solution [Normocarb HF 25] — CRRT replacement fluid; B05BB01 'electrolytes' is the closest available WHO bucket.
800862,B05BA01,OTHER,HIGH,Multi-amino-acid Injectable Solution (TPN/parenteral-nutrition formula); B05BA01 'amino acids' is the correct single WHO code; the long list of individual-amino-acid ATC codes in current_final is ingredient-level pollution (each amino acid's own unrelated-indication ATC entry).
857586,R01BA03|R05DA03|R06AB01,KEEP_CURRENT,MEDIUM,"Brompheniramine+hydrocodone+phenylephrine Oral Solution; current_final's per-ingredient minimal set (decongestant+opioid-antitussive+antihistamine, each route-correct) already reasonable; no dedicated 3-way combo L5 identified."
208559,D07AB19,OTHER,HIGH,"Dexamethasone Topical Spray [Aeroseb-Dex]; D07AB19 (dexamethasone, moderately-potent-group plain topical) is WHO's correct code; C05AA09 (hemorrhoid)/D07XB05 (only for true combos)/D10AA03 (acne-combo class) are wrong route/context."
1091828,G03AA09,OTHER,HIGH,"Desogestrel+ethinyl estradiol pack [Emoquette]; G03AA09 is the dedicated combo code, already present in production."
1099159,D09AA11,OTHER,MEDIUM,"Benzalkonium chloride Medicated Pad; D09AA11 (benzalkonium, medicated dressings) fits the pad dose form better than the plain-solution code D08AJ01."
1099400,R01BA52,OTHER,HIGH,"Pseudoephedrine+triprolidine Oral Solution [Actifed shape]; R01BA52 'pseudoephedrine, combinations' is WHO's dedicated (unrestricted-partner) combo code for this classic pairing, matching the established precedent (RxCUI 1099770/Vi-Sudo) already present in production."
1112810,A02AD01,KEEP_CURRENT,HIGH,Calcium carbonate+magnesium oxide Oral Tablet; A02AD01 'ordinary salt combinations' (WHO's antacid-combination bucket) already correct.
1113693,D08AJ01,OTHER,MEDIUM,Benzalkonium chloride Medicated Liquid Soap; D08AJ01 (plain antiseptic) fits a liquid-soap dose form better than the medicated-dressing code D09AA11.
1116365,,OTHER,LOW,"Sodium chloride Nasal Gel [Rhinaris] — plain saline nasal moisturizer; no dedicated WHO ATC code identified; TPN/electrolyte codes in current_final/production are wrong-route noise, dropped rather than replaced with an unverified code."
1119573,A11AA03,KEEP_CURRENT,HIGH,"Comprehensive prenatal multivitamin+mineral capsule [Vitafol-One]; A11AA03 'multivitamins and other minerals, incl. combinations' already correct given the broad mineral content (copper, zinc, iodide, magnesium, iron)."
2109530,,OTHER,LOW,Sodium chloride 70 MG/ML Inhalation Solution [PulmoSal] — hypertonic saline for nebulization; no dedicated WHO ATC code identified; TPN/electrolyte noise dropped.
476549,A02AD01,KEEP_CURRENT,HIGH,Calcium carbonate+magnesium hydroxide Chewable Tablet; A02AD01 already correct antacid-combination code.
476825,R06AB01,KEEP_CURRENT,MEDIUM,Brompheniramine tannate+phenylephrine tannate Oral Suspension; current_final already the reasonable single-code minimal pick (brompheniramine); no dedicated combo L5 identified.
477031,D02AF,KEEP_CURRENT,HIGH,"Salicylic acid Topical Cream; D02AF 'salicylic acid preparations' (terminal L4 under Emollients/Protectives, ATCPROD-confirmed/COVERED) already correct."
615107,B05BB02,OTHER,MEDIUM,Glucose+sodium/potassium chloride Injection (dextrose+saline+/-KCl IV infusion); B05BB02 'electrolytes with carbohydrates' fits the combined dextrose+electrolyte composition better than plain B05BB01 or oral-supplement/irrigation-class noise.
858967,R05FA02,KEEP_CURRENT,HIGH,Guaiacolsulfonate+hydrocodone Oral Solution; R05FA02 'opium derivatives and expectorants' already the correct dedicated combo code.
859234,R01BA03|R05DA03|R06AB04,KEEP_CURRENT,MEDIUM,Chlorpheniramine+hydrocodone+phenylephrine Oral Solution; current_final's per-ingredient minimal set (each route-correct) already reasonable.
1006791,H02AB02,OTHER,HIGH,Dexamethasone Injectable Suspension/Solution — systemic IM/IV corticosteroid; H02AB02 correct; A01AC02/C05AA09/S03BA01/S01BA01 are wrong-route noise.
1012015,S01CB02,KEEP_CURRENT,HIGH,Prednisolone acetate+sulfacetamide sodium Ophthalmic Suspension [Blephamide shape]; S01CB02 already correct — WHO's 'corticosteroids/antiinfectives/mydriatics in combination' class.
1012583,D04AB01,OTHER,HIGH,Lidocaine Topical Gel [Anestacon]; D04AB01 correct; C05AD01 (hemorrhoid) is wrong route.
1013089,N01BB02,OTHER,HIGH,Lidocaine 20 MG/ML Injectable Solution [Dilocaine] — injectable local anesthetic; N01BB02 correct; C01BB01 (systemic antiarrhythmic use) and C05AD01 (hemorrhoid) are wrong indication/route.
1044412,D02AB,KEEP_CURRENT,HIGH,Zinc oxide Topical Ointment; D02AB terminal L4 already correct.
1049918,R06AA02,KEEP_CURRENT,HIGH,Diphenhydramine Oral Film; R06AA02 (oral systemic antihistamine) already correct; production's D04AA32 (topical) is wrong route for an oral film.
1086613,S01XA20,KEEP_CURRENT,HIGH,Mineral oil+petrolatum Ophthalmic Ointment (lubricant eye ointment); S01XA20 already correct; A06AA01 (oral/rectal) is wrong route.
259287,A11CB,KEEP_CURRENT,HIGH,Cholecalciferol+vitamin A Oral Capsule; A11CB 'Vitamin A and D in combination' terminal L4 (confirmed no WHO L5 subdivision) already correct.
213568,D07AC01,KEEP_CURRENT,HIGH,"Betamethasone Topical Ointment [Valisone]; D07AC01 (betamethasone, potent-group plain topical) already correct; C05AA05 (hemorrhoid)/D07XC01 (only for true combos) are wrong route/context."
1098584,D11AF,KEEP_CURRENT,HIGH,Salicylic acid Medicated Patch [Mediplast] — wart/callus remover; D11AF ATCPROD-confirmed/COVERED already correct.
1189036,D10AB02|D10AF06,KEEP_CURRENT,MEDIUM,Sulfacetamide sodium+sulfur Topical Cream [Clenia]; per-ingredient minimal set already correct (sulfur + sulfacetamide anti-acne actives); no dedicated combo L5 identified.
858866,R01BA03|R05DA03|R06AA08,KEEP_CURRENT,MEDIUM,Carbinoxamine+hydrocodone+phenylephrine Oral Solution [Donatussin MAX]; current_final's per-ingredient minimal set already reasonable.
1020407,G03AA05,OTHER,HIGH,Ethinyl estradiol+norethindrone Oral Tablet pack; G03AA05 is the dedicated WHO combo code (already in production); replaces split ingredient-level noise in current_final.
1038824,N02BE01|R01BA03|R06AB04,KEEP_CURRENT,MEDIUM,Acetaminophen+chlorpheniramine+phenylephrine Powder for Oral Solution; current_final's per-ingredient minimal set already reasonable; no dedicated 3-way combo L5 identified.
1046562,R01BA01|R06AB05|R06AC01,KEEP_CURRENT,MEDIUM,Pheniramine+phenylpropanolamine+phenyltoloxamine+pyrilamine Oral Solution [Metahistine D]; current_final's per-ingredient minimal set (phenyltoloxamine uncoded) already reasonable.
1046918,G04BX12,OTHER,MEDIUM,"Atropine+benzoic acid+hyoscyamine+methenamine+methylene blue+phenyl salicylate Oral Tablet [Usept, Urised-shape urinary antiseptic]; G04BX12 (methenamine-led urologic combination, already present in current_final and confirmed by production) kept as the single dedicated-combo anchor code; the minor belladonna-alkaloid/dye/salicylate components are folded in per WHO's typical single-code convention for this drug-class."
252591,N01BA03,OTHER,HIGH,Tetracaine 2 MG/ML Injectable Solution — systemic/spinal local anesthetic; N01BA03 correct; C05AD02 (hemorrhoid) is wrong route.
