rxcui,drug_name,tty,production_atcs,final_atcs,verdict,source
308077,aluminum hydroxide 61.4 MG/ML / magnesium hydroxide 20.6 MG/ML Oral Suspension,SCD,A02AB01,A02AA04|A02AB01|A02AB02|G04BX01,CORRECT,prior
307757,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 5 MG/ML Oral Suspension,SCD,A02AB01,A02AA04|A02AB01|A02AB02|G04BX01,CORRECT,prior
1541816,benzocaine 0.2 MG/MG Oral Gel [Bencocaine],SBD,R02AD01,N01BA05,CORRECT,prior
797450,clindamycin 10 MG/ML Medicated Pad [Cleocin-T],SBD,D10AF01|J01FF01,D10AF01,KEEP_OURS,prior
708221,benzocaine 150 MG/ML / menthol 50 MG/ML / methyl salicylate 300 MG/ML Topical Lotion,SCD,C05AD03|D04AB04|R02AD01,C05AD03|D04AB04,KEEP_OURS,prior
994226,aspirin 325 MG / carisoprodol 200 MG / codeine phosphate 16 MG Oral Tablet,SCD,M03BA02|R05DA04,M03BA02,FLAG_DATA_GAP,prior
311451,mannitol 50 MG/ML Irrigation Solution,SCD,A06AD16,B05BC01|B05CX04,KEEP_OURS,prior
404084,ferrous fumarate 324 MG / folic acid 1 MG Oral Tablet [Hemocyte-F],SBD,B03BB01,B03AD02,CORRECT,prior
1298287,diphenhydramine hydrochloride 20 MG/ML / menthol 10 MG/ML Topical Solution,SCD,D04AA32|R06AA02,D04AA32,FLAG_DATA_GAP,prior
1011981,prednisolone acetate 0.0025 MG/MG / sulfacetamide sodium 0.1 MG/MG Ophthalmic Ointment [Cetapred],SBD,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,S01AB04|S01BA04|S01CB02|S03BA02,KEEP_OURS,prior
2110600,benzocaine 200 MG/ML / menthol 1 MG/ML Mucous Membrane Topical Solution,SCD,C05AD03|D04AB04|R02AD01,C05AD03|D04AB04,FLAG_DATA_GAP,prior
904429,lactic acid 100 MG/ML Topical Cream [Lactinol],SBD,G01AD01,D02AX,FLAG_DATA_GAP,prior
214105,prednisolone 20 MG/ML Injectable Suspension [Hydeltra-T.B.A.],SBD,A07EA01|H02AB06|S01BA04|S03BA02,A01AC04|A07EA01|C05AA04|H02AB06|S03BA02,KEEP_OURS,prior
242989,phenylephrine 0.005 MG/MG Nasal Gel,SCD,R01AA04|S01FB01|S01XA20,R01AB01|R01BA03,KEEP_OURS,prior
244323,benzocaine 0.2 MG/MG Oral Ointment,SCD,C05AD03|D04AB04|R02AD01,R02AD01,CORRECT,prior
1010055,lidocaine hydrochloride 100 MG/ML Mucosal Spray [Xylocaine],SBD,D04AB01|N01BB02|R02AD02,R02AD02,KEEP_OURS,prior
2103222,chlorhexidine 1 MG/ML Mouthwash [Pro Pet Dental Cleansing Liquid],SBD,A01AB03|D08AC02|R02AA05,A01AB03|B05CA02|D08AC02|D09AA12|R02AA05|S01AX09|S02AA09|S03AA04,CORRECT,prior
1657781,50 ML ramucirumab 10 MG/ML Injection [Cyramza],SBD,L01XC21,L01FG02,CORRECT,prior
311215,kanamycin 500 MG Oral Capsule,SCD,A07AA08|J01GB04|S01AA24,A07AA08,CORRECT,prior
1292313,diphenhydramine hydrochloride 10 MG/ML / zinc acetate 1 MG/ML Topical Cream,SCD,A16AX05,D04AA,CORRECT,prior
1089069,zinc oxide 0.038 MG/MG Topical Ointment [PeriGuard],SBD,C05AX04,D02AB,CORRECT,prior
701184,aluminum chlorohydrate 160 MG/ML Topical Lotion [Adidas],SBD,D09AA08|M05BX02,D09AA08,FLAG_DATA_GAP,prior
848182,Augmented betamethasone 0.0005 MG/MG Topical Ointment [Betamethacot],SBD,D07AC01|H02AB01|S01BA06|S03BA03,C05AA05|D07AC01|D07XC01,KEEP_OURS,prior
702167,aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension [Aldroxicon],SBD,A02AB01,A02AA04|A02AB01|A02AB02|G04BX01,CORRECT,prior
1941599,salicylic acid 18.5 MG/ML Medicated Shampoo [Hairsanity],SBD,D01AE12|N02BA04,D01AE12,KEEP_OURS,prior
308366,aspirin 454 MG / caffeine 32.4 MG / cinnamedrine 14.9 MG Oral Tablet,SCD,N06BC01,A01AD05|B01AC06|N02BA01|N06BC01,KEEP_OURS,prior
806861,benzocaine 50 MG/ML Mucosal Spray [Cepacol],SBD,C05AD03|D04AB04|R02AD01,R02AD01,KEEP_OURS,prior
1090529,gentamicin 100 MG/ML Irrigation Solution [Legacy],SBD,D06AX07|S03AA06,S01AA11,KEEP_OURS,prior
312219,papaverine 200 MG Extended Release Oral Tablet,SCD,G04BE02,A03AD01|G04BE02,CORRECT,prior
1248448,sodium fluoride 0.2 MG/ML Mouthwash [Rembrandt],SBD,A01AA01,A01AA01|A12CD01,CORRECT,prior
205817,ampicillin 25 MG/ML Oral Suspension [Totacillin],SBD,J01CA01|J01CA18,J01CA01,KEEP_OURS,prior
1294381,diphenhydramine hydrochloride 20 MG/ML / phenol 10 MG/ML Topical Cream,SCD,D04AA32|D08AE03|R06AA02,C05BB05|D04AA32|D08AE03,KEEP_OURS,prior
1422107,lidocaine 50 MG/ML Rectal Cream [LMX],SBD,D04AB01|N01BB02|R02AD02,C05AD01,CORRECT,prior
212735,phenylephrine 1.25 MG/ML Ophthalmic Solution [AK-Nefrin],SBD,R01AA04|S01FB01|S01XA20,S01GA05,KEEP_OURS,prior
2003745,chlorhexidine gluconate 20 MG/ML Medicated Shampoo,SCD,A01AB03|D08AC02|R02AA05,D08AC02|D09AA12,ADJUDICATED_KEEP,prior
1011809,1.7 ML epinephrine 0.01 MG/ML / lidocaine hydrochloride 20 MG/ML Cartridge [Lignospan],SBD,C01CA24|D04AB01|N01BB02|R02AD02|S01EA01,N01BB02,FLAG_DATA_GAP,prior
1426600,{24 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Chewable Tablet) / 4 (ferrous fumarate 75 MG Oral Tablet) } Pack,GPCK,B03AA02|G03CA01|G03DC02,G03AA05,CORRECT,prior
1000933,pilocarpine hydrochloride 50 MG/ML Ophthalmic Solution,SCD,N07AX01|S01EB01,S01EB01,KEEP_OURS,prior
1045341,Benzocaine 200 MG/ML / Menthol 2.5 MG/ML Topical Cream [Orajel Ultra],SBD,C05AD03|D04AB04|R02AD01,C05AD03|D04AB04,FLAG_DATA_GAP,prior
1094438,phenylephrine hydrochloride 2 MG/ML / triprolidine hydrochloride 0.5 MG/ML Oral Solution [Prohist LQ],SBD,R06AX07,R01BA03|R06AX07,KEEP_OURS,prior
349625,guaifenesin 1200 MG / phenylephrine hydrochloride 30 MG Oral Tablet,SCD,R05CA03,R01BA03|R05CA03,KEEP_OURS,prior
1045430,{1 (236 ML) (benzethonium chloride 1.3 MG/ML Medicated Liquid Soap) / 1 (78000 MG) (zinc oxide 100 MG/ML Topical Cream) } Pack,GPCK,D08AJ08|R02AA09,D08AJ08,CORRECT,prior
