rxcui,judgment,should_be,reason_category,note
1193337,CHANGE_CORRECT,,,"Ruxolitinib reclassified from legacy L01XE18 to the JAK-inhibitor group L01EJ01 per current WHO ATC"
2639041,CHANGE_WRONG,N07BC01,wrong-strength-indication,"356 mg/mL is far outside the analgesic dosing range for buprenorphine and matches the high-concentration opioid-use-disorder treatment class (Sublocade-type extended-release depot); should map to N07BC01, not the analgesic code N02AE01"
1099488,CHANGE_CORRECT,,,"Removes redundant R01BA52 (combinations code) while keeping plain R01BA02 (pseudoephedrine) + R06AX07 (triprolidine)"
260502,CHANGE_CORRECT,,,"Zinc oxide topical ointment (Desitin); D02AB (zinc oxide preparations) is the correct WHO family, C05AX04 was wrong"
2000019,CHANGE_CORRECT,,,"Ibrutinib reclassified from legacy L01XE27 to the BTK-inhibitor group L01EL01 per current WHO ATC"
313996,CHANGE_CORRECT,,,"Injectable gentamicin is systemic; J01GB03 correct, topical/otic route pollution correctly dropped"
308077,CHANGE_WRONG,A02AA04|A02AB01,other,"Aluminum/magnesium hydroxide oral antacid suspension; G04BX01 (other urologicals) is an unrelated therapeutic class that doesn't belong on an antacid product"
307757,CHANGE_WRONG,A02AA04|A02AB01,other,"Same aluminum/magnesium hydroxide + simethicone antacid pattern as row 308077/702167; G04BX01 (urological) mismatched"
1541816,UNSURE,,other,"Benzocaine oral gel resolved to N01BA05, but sibling row 244323 (benzocaine oral ointment, near-identical use) resolved to R02AD01 instead — internally inconsistent mapping for essentially the same drug/route, unclear which single code WHO actually prefers"
797450,CHANGE_CORRECT,,,"Topical medicated pad; D10AF01 (topical clindamycin) correct, systemic J01FF01 correctly dropped"
708221,CHANGE_CORRECT,,,"Topical lotion; C05AD03+D04AB04 consistent with topical allow-list, throat code R02AD01 correctly excluded"
994226,CHANGE_CORRECT,,,"Aspirin/carisoprodol/codeine (Soma Compound w/Codeine) conventionally represented by M03BA02 (carisoprodol) as the product's primary code"
311451,CHANGE_CORRECT,,,"Mannitol irrigation solution; B05BC01/B05CX04 (perfusion/irrigating solution codes) correct vs the laxative code A06AD16"
404084,CHANGE_CORRECT,,,"Ferrous fumarate + folic acid combo tablet; B03AD02 is the exact WHO combination code, better than the folic-acid-only B03BB01"
1298287,CHANGE_CORRECT,,,"Topical solution; D04AA32 (topical diphenhydramine) correct, systemic R06AA02 correctly dropped"
1011981,CHANGE_CORRECT,,,"Cetapred (prednisolone+sulfacetamide) ophthalmic ointment; adds S01AB04 (ophthalmic sulfacetamide) and S01CB02 (corticosteroid+antiinfective combo), matching the real product's dual-ingredient composition"
2110600,CHANGE_CORRECT,,,"Mucous membrane topical solution; C05AD03+D04AB04 fit the mucosal allow-list, throat code R02AD01 correctly excluded"
904429,CHANGE_CORRECT,,,"Lactic acid topical cream; D02AX (skin protectives/keratolytics) correct vs the vaginal-use code G01AD01"
214105,CHANGE_WRONG,H02AB06,route-pollution,"Injectable corticosteroid suspension; A01AC04 (stomatological/dental paste) and C05AA04 (rectal) don't fit an injectable formulation — systemic H02AB06 is the appropriate code"
242989,CHANGE_WRONG,R01AA04,wrong-route,"Phenylephrine nasal gel (topical nasal use) should map to R01AA04; R01AB01 appears to be naphazoline's code (wrong ingredient) and R01BA03 is phenylephrine's oral/systemic decongestant code, not the topical nasal one"
244323,CHANGE_CORRECT,,,"Benzocaine oral ointment; R02AD01 reasonable for oral/mucosal anesthetic use, rectal/topical codes correctly dropped"
1010055,CHANGE_CORRECT,,,"Xylocaine mucosal spray; R02AD02 (lidocaine throat/mucosal) correct vs topical/parenteral codes"
2103222,CHANGE_WRONG,A01AB03|D08AC02|R02AA05,ingredient-level-overbroad,"Dental mouthwash; newly added B05CA02 (irrigating solution), D09AA12 (medicated dressing), S01AX09 (ophthalmic), S02AA09/S03AA04 (otic) don't fit an oral rinse — appears to be a full ingredient-level code dump rather than route-filtered"
1657781,CHANGE_CORRECT,,,"Ramucirumab reclassified from legacy L01XC21 to the VEGF/VEGFR-inhibitor group L01FG02 per current WHO ATC"
311215,CHANGE_CORRECT,,,"Oral kanamycin (non-absorbed intestinal use); A07AA08 correct, systemic/ophthalmic codes correctly dropped"
1292313,CHANGE_WRONG,D04AA32,l4-vs-l5-granularity,"Diphenhydramine topical cream truncated to the L4 group D04AA instead of the specific L5 D04AA32 that is used correctly elsewhere in this same dataset for the identical ingredient/route"
1089069,CHANGE_CORRECT,,,"Zinc oxide topical ointment (PeriGuard); D02AB correct, same pattern as row 260502"
701184,UNSURE,,no-who-code-exists,"Aluminum chlorohydrate antiperspirant lotion likely has no true dedicated WHO ATC code; D09AA08 (medicated dressing) is a weak proxy that can't be confirmed offline"
848182,CHANGE_CORRECT,,,"Augmented betamethasone topical ointment; same correct topical-allow pattern as row 213556"
702167,CHANGE_WRONG,A02AA04|A02AB01,other,"Aluminum/magnesium hydroxide + simethicone antacid suspension; G04BX01 (urological) mismatched, same systematic issue as rows 308077/307757"
1941599,CHANGE_CORRECT,,,"Medicated dandruff shampoo; D01AE12 (topical salicylic acid) correct vs the systemic salicylate analgesic code N02BA04"
308366,CHANGE_WRONG,N02BA01|N06BC01,wrong-strength-indication,"Aspirin/caffeine/cinnamedrine (Midol-type menstrual-pain combo); A01AD05 (dental) is an unrelated class and B01AC06 (aspirin antiplatelet) is the wrong indication for this analgesic combo — aspirin should carry only the analgesic code N02BA01"
806861,CHANGE_CORRECT,,,"Cepacol mucosal spray; R02AD01 (benzocaine throat) matches sibling row 244323's pattern"
1090529,UNSURE,,wrong-route,"Gentamicin 'Legacy' irrigation solution mapped to S01AA11 (ophthalmic); can't confirm offline whether this specific product is an ophthalmic surgical irrigant vs a general wound-irrigation solution needing a different code"
312219,CHANGE_WRONG,A03AD01,wrong-route,"Papaverine extended-release oral tablet; G04BE02 is papaverine's intracavernosal-injection erectile-dysfunction code and doesn't apply to an oral tablet — A03AD01 (oral GI/vascular antispasmodic) is the fitting code"
1248448,CHANGE_WRONG,A01AA01,ingredient-level-overbroad,"Sodium fluoride mouthwash (topical dental rinse); A12CD01 is the systemic/dietary fluoride-supplement code and doesn't apply to a topical rinse that isn't swallowed for systemic effect"
205817,CHANGE_CORRECT,,,"Ampicillin oral suspension; removes redundant/mismatched J01CA18, keeps plain ampicillin code J01CA01"
1294381,UNSURE,,route-pollution,"Diphenhydramine/phenol topical cream; C05BB05 is phenol's sclerosing-agent-for-injection code (hemorrhoid/varicose treatment) which seems mismatched to a topical antipruritic cream, though it passes the project's broad C05-for-topical allowance"
1422107,CHANGE_CORRECT,,,"Lidocaine rectal cream (LMX); C05AD01 (rectal lidocaine) is the specific correct code vs the prior topical/parenteral/throat codes"
212735,CHANGE_CORRECT,,,"AK-Nefrin ophthalmic phenylephrine decongestant; S01GA05 (ophthalmic decongestant) is the precise code vs the mydriatic/other codes"
2003745,CHANGE_CORRECT,,,"Chlorhexidine gluconate medicated shampoo; D08AC02 correct, dental/throat codes correctly dropped; verdict already human-adjudicated"
1011809,CHANGE_CORRECT,,,"Lidocaine/epinephrine dental anesthetic cartridge; N01BB02 (local/regional anesthesia) is a reasonable primary code vs the scattered cardiac/ophthalmic/topical codes"
1426600,CHANGE_CORRECT,,,"Ethinyl estradiol/norethindrone acetate + iron pack (Loestrin Fe-type); G03AA05 (norethisterone and ethinylestradiol) is the correct combined-OCP code"
1000933,CHANGE_CORRECT,,,"Pilocarpine ophthalmic solution; S01EB01 (ophthalmic miotic) correct vs the systemic xerostomia code N07AX01"
1045341,CHANGE_CORRECT,,,"Orajel Ultra benzocaine/menthol topical cream; C05AD03+D04AB04 fit the topical allow-list, throat code correctly excluded"
1094438,CHANGE_CORRECT,,,"Adds R01BA03 (oral/systemic phenylephrine) which production was missing entirely, consistent with rows 857877/349625"
349625,CHANGE_CORRECT,,,"Guaifenesin/phenylephrine oral tablet; adds R01BA03 for phenylephrine, previously missing"
1045430,CHANGE_CORRECT,,,"Benzethonium chloride soap + zinc oxide cream pack; D08AJ08 (benzethonium chloride) correctly retained as the pack's primary antiseptic code, throat code correctly dropped"
